,federal_male,federal_female,tuple,realty_male,realty_female,investment_male,investment_female,tr_male,tr_female,average_male,average_female,female-male
0,0.13984124,0.096281976,"('unsociable', 'sociable')",-1.1943009,-1.3156095,0.65914845,0.524612,0.18698695,0.07891674,-0.0520811,-0.1539497,-0.1018686
1,-0.4881196,-0.47422144,"('unfriendly', 'friendly')",-0.5581649,-0.45221934,-0.24485001,-0.18457404,1.165108,1.1411619,-0.0315066,0.0075368,0.0390434
2,0.7762708,0.81917083,"('unlikable', 'likable')",0.77729404,0.89496386,1.6831049,1.87204,0.502062,0.5819199,0.9346829,1.0420237,0.1073408
3,0.18291174,0.17026113,"('repellent', 'pleasant')",-0.7947499,-0.70504296,1.3670708,1.4296142,0.9883026,0.9799006,0.4358838,0.4686832,0.0327994
4,-0.77817667,-0.7150229,"('disliked', 'liked')",0.7393864,0.82737476,-0.5037508,-0.4029779,-7.7349033,-7.7315784,-2.0693612,-2.0055511,0.0638101
5,-0.9304859,-0.8685687,"('distant', 'outgoing')",0.52063096,0.69920456,-0.46792507,-0.34094062,-0.190737,-0.04961211,-0.2671292,-0.1399792,0.12715
6,-0.8071389,-0.7084242,"('distant', 'open')",0.5049562,0.7326185,-0.44428903,-0.26131043,0.017574336,0.18865752,-0.1822244,-0.0121147,0.1701097
7,1.1374279,1.0920825,"('insensitive', 'sensitive')",-0.46928295,-0.4513806,2.3346477,2.3822436,1.034402,1.0488888,1.0092987,1.0179585,0.0086598
8,-0.19120519,-0.16084766,"('unaffectionate', 'affectionate')",-0.3060017,-0.24339533,-1.0340366,-0.9841557,0.65289396,0.7037474,-0.2195874,-0.1711628,0.0484246
9,0.8302269,0.8472693,"('unaffectionate', 'caring')",-0.15091893,-0.11634702,0.79667246,0.83952576,1.4125568,1.4742091,0.7221343,0.7611643,0.03903
10,1.4037318,1.390123,"('unsympathetic', 'sympathetic')",-2.0604124,-2.1463661,1.4155928,1.4176884,0.7098216,0.7804953,0.3671834,0.3604851,-0.0066983
11,1.4254712,1.3913866,"('unhelpful', 'helpful')",-0.6447559,-0.7085788,1.4165251,1.3849537,2.1996953,2.2150102,1.0992339,1.0706929,-0.028541
12,1.8635433,1.947504,"('unsupportive', 'supportive')",0.2597357,0.34097424,1.3653617,1.544144,-1.6761644,-1.5854877,0.4531191,0.5617837,0.1086646
13,0.82129943,0.700742,"('impolite', 'polite')",-0.6654024,-0.85204005,1.6252645,1.4643198,0.21867976,0.17421627,0.4999603,0.3718095,-0.1281508
14,1.6456296,1.5804932,"('antisocial', 'social')",-0.5248368,-0.5510619,2.0569217,2.089288,0.13590153,0.04037998,0.828404,0.7897748,-0.0386292
15,0.14352697,0.104188144,"('boring', 'funny')",0.88023126,0.8774788,0.068671525,0.08075851,0.21465848,0.1713922,0.326772,0.3084544,-0.0183176
16,-1.4769793,-1.4949665,"('unpopular', 'popular')",0.7930451,0.81960297,-0.9621533,-0.89162344,-0.32737613,-0.27606428,-0.4933659,-0.4607628,0.0326031
17,-0.09310495,0.0042435564,"('nasty', 'nice')",0.68568844,0.80353993,-0.34988678,-0.24778265,-0.097413905,-0.021371124,0.0363207,0.1346574,0.0983367
18,0.17716008,0.23358338,"('disagreeable', 'welcoming')",0.19936053,0.3581662,0.24995717,0.43814778,-0.5609932,-0.5041219,0.0163712,0.1314439,0.1150727
19,-0.4995951,-0.40103018,"('inhospitable', 'hospitable')",-0.67304456,-0.53824943,-1.8010187,-1.6526527,-0.2925116,-0.19809167,-0.8165425,-0.697506,0.1190365
20,0.2764935,0.2902464,"('rough', 'thoughtful')",-0.19693236,-0.10966963,0.6907006,0.71212715,0.34408247,0.29320103,0.278586,0.2964762,0.0178902
21,1.1581813,1.1156752,"('immoral', 'moral')",-0.7586379,-0.7767779,1.8381686,1.858655,-0.06650004,-0.028796962,0.542803,0.5421888,-0.0006142
22,0.37021607,0.31093466,"('untrustworthy', 'trustworthy')",-1.477792,-1.4634135,-0.27593654,-0.19168487,-0.13991022,-0.2149413,-0.3808557,-0.3897762,-0.0089205
23,1.9494125,1.8515623,"('insincere', 'sincere')",-0.556222,-0.5792945,2.1540208,2.0803118,6.8610897,6.7800326,2.6020751,2.5331531,-0.068922
24,1.7691036,1.7813947,"('dishonest', 'honest')",-0.61769277,-0.57927394,0.8799419,0.98887604,1.2817067,1.2615305,0.8282648,0.8631319,0.0348671
25,-0.49461168,-0.501796,"('egoistic', 'altruistic')",0.33855897,0.44653198,-0.051617146,-0.03496754,0.63917106,0.58207256,0.1078753,0.1229602,0.0150849
26,1.6976783,1.6364886,"('hardhearted', 'benevolent')",1.1584637,1.1378665,1.5226495,1.572917,0.46865848,0.42427292,1.2118626,1.1928862,-0.0189764
27,0.58335465,0.69171923,"('hardhearted', 'softhearted')",-0.35335875,-0.23194565,0.519449,0.632366,1.057506,1.0429957,0.4517377,0.5337838,0.0820461
28,1.3469174,1.2144045,"('disloyal', 'loyal')",-0.5977174,-0.7057515,0.52374,0.36306015,0.92185074,0.8432018,0.5486977,0.4287288,-0.1199689
29,-0.53834385,-0.5147456,"('unfair', 'fair')",-0.81469035,-0.7317319,-0.99670374,-0.9132302,-0.06774847,-0.21104226,-0.6043717,-0.5926874,0.0116843
30,1.6069689,1.6345259,"('intolerant', 'tolerant')",-0.58314073,-0.61452913,1.6455145,1.6577423,0.99947286,0.9778779,0.9172038,0.9139042,-0.0032996
