,swine_male,swine_female,tuple,average_male,average_female,female-male
0,-0.45932275,-0.5786014,"('unsociable', 'sociable')",-0.4593228,-0.5786014,-0.1192786
1,-0.97411925,-1.2799265,"('unfriendly', 'friendly')",-0.9741192,-1.2799265,-0.3058073
2,0.32445502,0.35943362,"('unlikable', 'likable')",0.324455,0.3594336,0.0349786
3,-0.39262766,-0.15749982,"('repellent', 'pleasant')",-0.3926277,-0.1574998,0.2351279
4,-4.1263723,-4.111343,"('disliked', 'liked')",-4.1263723,-4.1113429,0.0150294
5,-1.0578055,-1.1595132,"('distant', 'outgoing')",-1.0578055,-1.1595132,-0.1017077
6,-0.94855654,-1.13656,"('distant', 'open')",-0.9485565,-1.13656,-0.1880035
7,0.10370186,0.10639304,"('insensitive', 'sensitive')",0.1037019,0.106393,0.0026911
8,-1.0864593,-1.325698,"('unaffectionate', 'affectionate')",-1.0864593,-1.325698,-0.2392387
9,-0.73223907,-0.95046216,"('unaffectionate', 'caring')",-0.7322391,-0.9504622,-0.2182231
10,-0.25943512,-0.28354943,"('unsympathetic', 'sympathetic')",-0.2594351,-0.2835494,-0.0241143
11,0.52790403,0.6295176,"('unhelpful', 'helpful')",0.527904,0.6295176,0.1016136
12,-1.416885,-1.4928037,"('unsupportive', 'supportive')",-1.416885,-1.4928037,-0.0759187
13,0.018634722,-0.021602407,"('impolite', 'polite')",0.0186347,-0.0216024,-0.0402371
14,-0.044099104,-0.084849305,"('antisocial', 'social')",-0.0440991,-0.0848493,-0.0407502
15,0.5248075,0.31713748,"('boring', 'funny')",0.5248075,0.3171375,-0.20767
16,-1.0755699,-0.9543824,"('unpopular', 'popular')",-1.0755699,-0.9543824,0.1211875
17,-0.6006096,-0.54818535,"('nasty', 'nice')",-0.6006096,-0.5481853,0.0524243
18,-1.1830821,-1.2295419,"('disagreeable', 'welcoming')",-1.1830821,-1.2295419,-0.0464598
19,-0.59438336,-0.6001273,"('inhospitable', 'hospitable')",-0.5943834,-0.6001273,-0.0057439
20,0.32311925,0.4365743,"('rough', 'thoughtful')",0.3231193,0.4365743,0.113455
21,-0.069405794,0.10275792,"('immoral', 'moral')",-0.0694058,0.1027579,0.1721637
22,-0.42118952,-0.38188723,"('untrustworthy', 'trustworthy')",-0.4211895,-0.3818872,0.0393023
23,3.4930775,3.3946345,"('insincere', 'sincere')",3.4930775,3.3946345,-0.098443
24,0.019280959,-0.18419255,"('dishonest', 'honest')",0.019281,-0.1841926,-0.2034736
25,-0.3340094,-0.4217492,"('egoistic', 'altruistic')",-0.3340094,-0.4217492,-0.0877398
26,0.21575695,-0.15590583,"('hardhearted', 'benevolent')",0.215757,-0.1559058,-0.3716628
27,0.41810578,0.3390874,"('hardhearted', 'softhearted')",0.4181058,0.3390874,-0.0790184
28,0.06751654,-0.13794677,"('disloyal', 'loyal')",0.0675165,-0.1379468,-0.2054633
29,-0.49867994,-0.47949442,"('unfair', 'fair')",-0.4986799,-0.4794944,0.0191855
30,-0.02030836,-0.17170565,"('intolerant', 'tolerant')",-0.0203084,-0.1717056,-0.1513972
31,-1.8680266,-1.9715956,"('evil', 'good')",-1.8680266,-1.9715956,-0.103569
32,0.81990963,0.63305694,"('unkind', 'kind')",0.8199096,0.6330569,-0.1868527
33,-0.22869335,-0.25989723,"('wrong', 'right')",-0.2286934,-0.2598972,-0.0312038
34,2.5503876,2.534782,"('mean', 'honorable')",2.5503876,2.5347819,-0.0156057
35,-0.77081776,-0.8938589,"('corrupt', 'incorrupt')",-0.7708178,-0.8938589,-0.1230411
36,-1.498593,-1.6421596,"('hostile', 'amicable')",-1.498593,-1.6421596,-0.1435666
37,0.1223273,0.088579886,"('fake', 'genuine')",0.1223273,0.0885799,-0.0337474
38,0.073265135,0.0710882,"('untruthful', 'truthful')",0.0732651,0.0710882,-0.0021769
39,0.16637473,0.0923743,"('exploitative', 'cooperative')",0.1663747,0.0923743,-0.0740004
40,-1.6961211,-1.8380948,"('stingy', 'generous')",-1.6961211,-1.8380948,-0.1419737
41,0.12216032,-0.03352034,"('unforgiving', 'forgiving')",0.1221603,-0.0335203,-0.1556806
42,-1.0552654,-1.0255731,"('unreliable', 'reliable')",-1.0552654,-1.0255731,0.0296923
43,-0.0024893433,-0.15802044,"('irresponsible', 'responsible')",-0.0024893,-0.1580204,-0.1555311
44,-0.82332045,-0.7943983,"('prejudiced', 'unprejudiced')",-0.8233204,-0.7943983,0.0289221
45,-0.27077067,-0.3213601,"('incompetent', 'competent')",-0.2707707,-0.3213601,-0.0505894
46,-0.45724696,-0.31189746,"('uncompetitive', 'competitive')",-0.457247,-0.3118975,0.1453495
47,2.8208978,2.86549,"('stupid', 'smart')",2.8208978,2.86549,0.0445922
48,-0.08737275,-0.13182166,"('unintelligent', 'intelligent')",-0.0873728,-0.1318217,-0.0444489
49,-0.31406435,-0.19243799,"('unable', 'able')",-0.3140644,-0.192438,0.1216264
50,-0.011545971,0.08597193,"('clumsy', 'skillful')",-0.011546,0.0859719,0.0975179
51,-0.13814367,0.081624635,"('uneducated', 'educated')",-0.1381437,0.0816246,0.2197683
52,-1.2701641,-1.487691,"('irrational', 'rational')",-1.2701641,-1.487691,-0.2175269
53,-1.3573923,-1.4911853,"('uncreative', 'creative')",-1.3573923,-1.4911853,-0.133793
54,-0.11464583,-0.10517523,"('incapable', 'capable')",-0.1146458,-0.1051752,0.0094706
55,-0.29732022,-0.17590865,"('incompetent', 'clever')",-0.2973202,-0.1759087,0.1214115
56,1.268483,1.2463325,"('impractical', 'practical')",1.268483,1.2463325,-0.0221505
57,-2.3412204,-2.4179711,"('unimaginative', 'imaginative')",-2.3412204,-2.4179711,-0.0767507
58,-0.41725975,-0.39155784,"('undiscriminating', 'discriminating')",-0.4172598,-0.3915578,0.025702
59,-0.5634392,-0.666392,"('foolish', 'wise')",-0.5634392,-0.666392,-0.1029528
60,0.39165658,0.48201913,"('inefficient', 'efficient')",0.3916566,0.4820191,0.0903625
61,-0.51052225,-0.6028373,"('illogical', 'logical')",-0.5105222,-0.6028373,-0.0923151
