,keysight_male,keysight_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,0.20203516,0.17192872,"('unsociable', 'sociable')",-0.24443382,-0.40440544,-0.48786172,-0.6170365,-0.1767535,-0.2831711,-0.1064176
1,-0.7399459,-0.8505574,"('unfriendly', 'friendly')",0.003818998,-0.0652446,1.7036852,1.6106077,0.3225194,0.2316019,-0.0909175
2,0.3389276,0.35672075,"('unlikable', 'likable')",0.32859334,0.3745643,0.9573199,1.024643,0.5416136,0.5853093,0.0436957
3,-0.14379601,0.00016204827,"('repellent', 'pleasant')",0.34344447,0.39163765,-0.19494225,-0.17278376,0.0015687,0.0730053,0.0714366
4,-1.0667976,-1.1246119,"('disliked', 'liked')",-0.61810315,-0.64456177,-5.1508584,-5.368867,-2.2785864,-2.3793468,-0.1007604
5,-0.821201,-0.897816,"('distant', 'outgoing')",-0.48642367,-0.36723578,-0.04248768,-0.008258555,-0.4500375,-0.4244368,0.0256007
6,-1.1280811,-1.2148311,"('distant', 'open')",-1.0094024,-0.8892015,0.38672534,0.39582503,-0.5835861,-0.5694025,0.0141836
7,0.7811037,0.9096179,"('insensitive', 'sensitive')",0.47761783,0.503607,0.19981903,0.25249207,0.4861801,0.555239,0.0690589
8,-1.1569512,-1.2620019,"('unaffectionate', 'affectionate')",-0.55380696,-0.5322003,0.49078,0.44367626,-0.4066594,-0.4501753,-0.0435159
9,-0.42205733,-0.49294057,"('unaffectionate', 'caring')",-0.3105382,-0.31336126,0.9387431,0.93288213,0.0687159,0.0421934,-0.0265225
10,0.40416232,0.53672475,"('unsympathetic', 'sympathetic')",-0.7726117,-0.8044629,-0.9667036,-1.0017099,-0.445051,-0.4231493,0.0219017
11,1.2099295,1.2572519,"('unhelpful', 'helpful')",0.9394348,0.9394181,1.5229229,1.5494988,1.2240957,1.248723,0.0246273
12,0.3718209,0.5113817,"('unsupportive', 'supportive')",0.32939458,0.5078774,-1.6513458,-1.587692,-0.3167101,-0.1894776,0.1272325
13,0.6540309,0.7142504,"('impolite', 'polite')",-0.12194765,-0.13102105,-0.50515467,-0.551783,0.0089762,0.0104821,0.0015059
14,0.4271422,0.509461,"('antisocial', 'social')",0.8004089,0.779507,-0.74528813,-0.75221133,0.1607543,0.1789189,0.0181646
15,0.36056787,0.29862553,"('boring', 'funny')",-0.08474837,-0.08028624,0.7762309,0.7112723,0.3506835,0.3098705,-0.040813
16,-1.2518214,-1.2781128,"('unpopular', 'popular')",-0.16035084,-0.1611141,0.6133758,0.6214705,-0.2662655,-0.2725855,-0.00632
17,-0.6664485,-0.6703055,"('nasty', 'nice')",-0.80093753,-0.7569735,-0.5142591,-0.4716556,-0.6605484,-0.6329782,0.0275702
18,-0.048956826,-0.042171855,"('disagreeable', 'welcoming')",0.3637746,0.45632482,-0.05506058,-0.101089865,0.0865857,0.1043544,0.0177687
19,-1.0759408,-1.1537616,"('inhospitable', 'hospitable')",-0.82828444,-0.8174302,-0.09959292,-0.007438846,-0.6679394,-0.6595436,0.0083958
20,0.39428654,0.41070712,"('rough', 'thoughtful')",1.0282043,1.0432708,0.83887506,0.8088408,0.7537886,0.7542729,0.0004843
21,1.178028,1.2818159,"('immoral', 'moral')",0.5573419,0.48664212,-0.6751509,-0.6861265,0.3534063,0.3607772,0.0073709
22,0.65629953,0.71725106,"('untrustworthy', 'trustworthy')",0.14581527,0.10076758,-0.8716451,-0.96956444,-0.0231768,-0.0505153,-0.0273385
23,0.4886911,0.48631835,"('insincere', 'sincere')",-0.39499933,-0.41746756,4.4736037,4.478976,1.5224319,1.5159423,-0.0064896
24,0.33225065,0.3928404,"('dishonest', 'honest')",-1.9557563,-1.9368333,0.22246125,0.14629415,-0.4670148,-0.4658996,0.0011152
25,-0.74750096,-0.81735,"('egoistic', 'altruistic')",0.18534651,0.22495425,1.5427577,1.5174571,0.3268678,0.3083538,-0.018514
26,-0.49128062,-0.588925,"('hardhearted', 'benevolent')",0.19932029,0.27179047,1.7484076,1.720651,0.4854824,0.4678388,-0.0176436
27,-0.26493067,-0.21497533,"('hardhearted', 'softhearted')",0.11896399,0.14029144,1.0507774,1.0002018,0.3016036,0.308506,0.0069024
28,0.22967343,0.11724875,"('disloyal', 'loyal')",-0.16139878,-0.3003053,0.94178766,0.794847,0.3366874,0.2039301,-0.1327573
