,big_male,big_female,tuple,lots_male,lots_female,inc_male,inc_female,average_male,average_female,female-male
0,0.5172261,0.48436227,"('unsociable', 'sociable')",1.9844041,2.3330867,0.080298185,-0.012707476,0.8606428,0.9349139,0.0742711
1,-0.47685668,-0.62573236,"('unfriendly', 'friendly')",-1.0744106,-1.1741709,2.0439417,1.9039085,0.1642248,0.0346684,-0.1295564
2,0.5568125,0.6111097,"('unlikable', 'likable')",0.34399992,0.37158436,0.28193352,0.36747116,0.3942486,0.450055,0.0558064
3,-0.056582823,0.07449703,"('repellent', 'pleasant')",1.5376053,1.9024647,0.1714584,0.24978678,0.5508269,0.7422495,0.1914226
4,0.47012275,0.39088678,"('disliked', 'liked')",-1.2289501,-1.4821981,-6.5352273,-6.5593233,-2.4313515,-2.5502116,-0.1188601
5,-0.4871266,-0.54681313,"('distant', 'outgoing')",-1.5681546,-1.8797469,0.031069785,-0.06543297,-0.6747371,-0.8306643,-0.1559272
6,-0.90213907,-0.9461698,"('distant', 'open')",-1.7308354,-2.051457,0.27106148,0.18623748,-0.7873044,-0.9371297,-0.1498253
7,-0.09337755,0.0140721705,"('insensitive', 'sensitive')",1.081064,1.4009107,1.1159841,1.1738752,0.7012235,0.8629527,0.1617292
8,-0.17620555,-0.31867245,"('unaffectionate', 'affectionate')",-1.457408,-1.6111403,0.90329504,0.79134244,-0.2434395,-0.3794901,-0.1360506
9,0.9063894,0.8499535,"('unaffectionate', 'caring')",-0.3584541,-0.41734666,1.4394623,1.434925,0.6624659,0.6225106,-0.0399553
10,-0.30696955,-0.20528316,"('unsympathetic', 'sympathetic')",1.1401455,1.6190177,-0.058977354,-0.022562038,0.2580662,0.4637242,0.205658
11,1.2775624,1.3927449,"('unhelpful', 'helpful')",0.99662536,1.2301037,2.4077282,2.5150247,1.5606387,1.7126244,0.1519857
12,0.9299582,0.9485,"('unsupportive', 'supportive')",0.80997276,0.92251754,-1.3433589,-1.312471,0.1321907,0.1861821,0.0539914
13,0.8673251,0.90100586,"('impolite', 'polite')",1.9412992,2.2398129,0.05447395,0.08617076,0.954366,1.0756631,0.1212971
14,0.6803555,0.79570514,"('antisocial', 'social')",2.4938154,2.787386,-0.100313805,-0.083481364,1.024619,1.1665366,0.1419176
15,-0.37996095,-0.5947913,"('boring', 'funny')",-0.3133657,-0.49346024,0.48951763,0.43832102,-0.0679363,-0.2166435,-0.1487072
16,-1.1622868,-1.1602832,"('unpopular', 'popular')",-0.91189843,-0.8385711,0.40984535,0.41542074,-0.5547799,-0.5278112,0.0269687
17,-0.69633466,-0.6090483,"('nasty', 'nice')",-0.08835569,-0.079365954,-0.4087673,-0.37029073,-0.3978192,-0.3529017,0.0449175
18,-0.19707005,-0.19752835,"('disagreeable', 'welcoming')",0.11818787,0.16979939,-0.48176414,-0.51387894,-0.1868821,-0.180536,0.0063461
19,-1.2742147,-1.2596738,"('inhospitable', 'hospitable')",-1.7739569,-1.9473424,-0.46696588,-0.47996938,-1.1717125,-1.2289952,-0.0572827
20,-1.2593063,-1.0353023,"('rough', 'thoughtful')",-0.43493137,-0.32192072,0.92059296,0.9741932,-0.2578816,-0.1276766,0.130205
21,0.64091796,0.7287886,"('immoral', 'moral')",1.799959,2.1168342,-0.47692484,-0.3842124,0.6546507,0.8204701,0.1658194
22,0.21068417,0.36216462,"('untrustworthy', 'trustworthy')",0.6532803,0.8878321,-0.6951951,-0.63901734,0.0562565,0.2036598,0.1474033
23,0.31978193,0.3235552,"('insincere', 'sincere')",2.4460938,2.8535628,6.4341817,6.4752517,3.066686,3.2174565,0.1507705
24,1.2993329,1.3457782,"('dishonest', 'honest')",1.1757207,1.3882446,1.0721098,1.1090013,1.1823878,1.2810081,0.0986203
25,-0.4730975,-0.58195984,"('egoistic', 'altruistic')",-0.32377213,-0.4974836,0.9525224,0.8739357,0.0518843,-0.0685026,-0.1203869
26,-1.3318228,-1.4121381,"('hardhearted', 'benevolent')",-0.26278958,-0.42697218,1.32986,1.2566314,-0.0882508,-0.1941596,-0.1059088
27,-0.6297848,-0.57334703,"('hardhearted', 'softhearted')",-0.85049075,-0.8362463,1.2769098,1.1984898,-0.0677886,-0.0703679,-0.0025793
28,0.63559794,0.5807961,"('disloyal', 'loyal')",0.39601305,0.37219033,1.1002278,1.0453057,0.7106129,0.6660974,-0.0445155
