,antelope_male,antelope_female,tuple,average_male,average_female,female-male
0,-0.76603127,-0.9500335,"('unsociable', 'sociable')",-0.7660313,-0.9500335,-0.1840022
1,-1.6350756,-1.6880456,"('unfriendly', 'friendly')",-1.6350756,-1.6880456,-0.05297
2,-0.23588799,-0.1831365,"('unlikable', 'likable')",-0.235888,-0.1831365,0.0527515
3,-0.2560031,-0.122893736,"('repellent', 'pleasant')",-0.2560031,-0.1228937,0.1331094
4,-1.8273393,-1.7837154,"('disliked', 'liked')",-1.8273393,-1.7837154,0.0436239
5,-0.5421578,-0.5233324,"('distant', 'outgoing')",-0.5421578,-0.5233324,0.0188254
6,-0.81673753,-0.7861079,"('distant', 'open')",-0.8167375,-0.7861079,0.0306296
7,-0.16084571,-0.10545142,"('insensitive', 'sensitive')",-0.1608457,-0.1054514,0.0553943
8,-0.49969828,-0.5484966,"('unaffectionate', 'affectionate')",-0.4996983,-0.5484966,-0.0487983
9,-0.50353765,-0.5283386,"('unaffectionate', 'caring')",-0.5035377,-0.5283386,-0.0248009
10,-1.5856167,-1.6182184,"('unsympathetic', 'sympathetic')",-1.5856167,-1.6182184,-0.0326017
11,-0.005942039,0.019631006,"('unhelpful', 'helpful')",-0.005942,0.019631,0.025573
12,-1.3877561,-1.3717313,"('unsupportive', 'supportive')",-1.3877561,-1.3717313,0.0160248
13,-0.25258374,-0.4710593,"('impolite', 'polite')",-0.2525837,-0.4710593,-0.2184756
14,-0.27538228,-0.38828158,"('antisocial', 'social')",-0.2753823,-0.3882816,-0.1128993
15,0.34250617,0.2773424,"('boring', 'funny')",0.3425062,0.2773424,-0.0651638
16,-0.22972496,-0.1608082,"('unpopular', 'popular')",-0.229725,-0.1608082,0.0689168
17,-0.17117876,-0.16335723,"('nasty', 'nice')",-0.1711788,-0.1633572,0.0078216
18,-0.6647972,-0.71901715,"('disagreeable', 'welcoming')",-0.6647972,-0.7190171,-0.0542199
19,-1.2444977,-1.1547483,"('inhospitable', 'hospitable')",-1.2444977,-1.1547483,0.0897494
20,-0.12045784,-0.0095294565,"('rough', 'thoughtful')",-0.1204578,-0.0095295,0.1109283
21,-0.13266042,-0.14252833,"('immoral', 'moral')",-0.1326604,-0.1425283,-0.0098679
22,-0.38296238,-0.37358755,"('untrustworthy', 'trustworthy')",-0.3829624,-0.3735875,0.0093749
23,1.0851617,0.99716175,"('insincere', 'sincere')",1.0851617,0.9971617,-0.088
24,-0.4307517,-0.56763244,"('dishonest', 'honest')",-0.4307517,-0.5676324,-0.1368807
25,0.35293648,0.32627383,"('egoistic', 'altruistic')",0.3529365,0.3262738,-0.0266627
