,access_male,access_female,tuple,average_male,average_female,female-male
0,-0.087239176,-0.18058509,"('unsociable', 'sociable')",-0.0872392,-0.1805851,-0.0933459
1,1.0426319,0.990598,"('unfriendly', 'friendly')",1.0426319,0.990598,-0.0520339
2,-0.023094181,0.08853133,"('unlikable', 'likable')",-0.0230942,0.0885313,0.1116255
3,0.7037958,0.6554397,"('repellent', 'pleasant')",0.7037958,0.6554397,-0.0483561
4,-7.2772546,-7.4997983,"('disliked', 'liked')",-7.2772546,-7.4997983,-0.2225437
5,-0.789381,-0.73654777,"('distant', 'outgoing')",-0.789381,-0.7365478,0.0528332
6,-0.17202735,-0.13535962,"('distant', 'open')",-0.1720273,-0.1353596,0.0366677
7,1.0581338,1.0418637,"('insensitive', 'sensitive')",1.0581338,1.0418637,-0.0162701
8,1.0634344,1.027828,"('unaffectionate', 'affectionate')",1.0634344,1.027828,-0.0356064
9,1.5841212,1.703793,"('unaffectionate', 'caring')",1.5841212,1.703793,0.1196718
10,1.1114805,1.1089591,"('unsympathetic', 'sympathetic')",1.1114805,1.1089591,-0.0025214
11,1.9333522,2.100463,"('unhelpful', 'helpful')",1.9333522,2.1004629,0.1671107
12,-1.7426835,-1.7052165,"('unsupportive', 'supportive')",-1.7426835,-1.7052165,0.037467
13,-0.16490541,-0.17300674,"('impolite', 'polite')",-0.1649054,-0.1730067,-0.0081013
14,-0.08832681,-0.15567993,"('antisocial', 'social')",-0.0883268,-0.1556799,-0.0673531
15,0.08139618,0.016098889,"('boring', 'funny')",0.0813962,0.0160989,-0.0652973
16,-0.43727082,-0.47244132,"('unpopular', 'popular')",-0.4372708,-0.4724413,-0.0351705
17,-0.22000515,-0.2667934,"('nasty', 'nice')",-0.2200052,-0.2667934,-0.0467882
18,-0.46801904,-0.47567344,"('disagreeable', 'welcoming')",-0.468019,-0.4756734,-0.0076544
19,-1.1634921,-1.0762821,"('inhospitable', 'hospitable')",-1.1634921,-1.0762821,0.08721
20,0.8394487,0.69446135,"('rough', 'thoughtful')",0.8394487,0.6944613,-0.1449874
21,-0.27808124,-0.2096934,"('immoral', 'moral')",-0.2780812,-0.2096934,0.0683878
22,-0.36797363,-0.4399277,"('untrustworthy', 'trustworthy')",-0.3679736,-0.4399277,-0.0719541
23,6.0105157,6.174844,"('insincere', 'sincere')",6.0105157,6.1748438,0.1643281
24,1.6018832,1.5515705,"('dishonest', 'honest')",1.6018832,1.5515705,-0.0503127
25,0.4110132,0.33379835,"('egoistic', 'altruistic')",0.4110132,0.3337983,-0.0772149
26,0.7963829,0.69862807,"('hardhearted', 'benevolent')",0.7963829,0.6986281,-0.0977548
27,1.9314584,1.7579482,"('hardhearted', 'softhearted')",1.9314584,1.7579482,-0.1735102
28,1.1362875,1.1319591,"('disloyal', 'loyal')",1.1362875,1.1319591,-0.0043284
29,-0.46958414,-0.6157632,"('unfair', 'fair')",-0.4695841,-0.6157632,-0.1461791
30,0.7609431,0.83115786,"('intolerant', 'tolerant')",0.7609431,0.8311579,0.0702148
31,-1.6070579,-1.7258648,"('evil', 'good')",-1.6070579,-1.7258648,-0.1188069
32,1.2494792,1.2094539,"('unkind', 'kind')",1.2494792,1.2094539,-0.0400253
