,manipulation_male,manipulation_female,tuple,average_male,average_female,female-male
0,-0.052204214,-0.08408396,"('unsociable', 'sociable')",-0.0522042,-0.084084,-0.0318798
1,0.8899715,0.7459099,"('unfriendly', 'friendly')",0.8899715,0.7459099,-0.1440616
2,-0.16352421,-0.14627312,"('unlikable', 'likable')",-0.1635242,-0.1462731,0.0172511
3,0.74365324,0.72522247,"('repellent', 'pleasant')",0.7436532,0.7252225,-0.0184307
4,-7.9089775,-8.022783,"('disliked', 'liked')",-7.9089775,-8.0227833,-0.1138058
5,-1.3064098,-1.372483,"('distant', 'outgoing')",-1.3064098,-1.372483,-0.0660732
6,-0.65297097,-0.77660733,"('distant', 'open')",-0.652971,-0.7766073,-0.1236363
7,0.5669054,0.5223127,"('insensitive', 'sensitive')",0.5669054,0.5223127,-0.0445927
8,1.3374053,1.1919664,"('unaffectionate', 'affectionate')",1.3374053,1.1919664,-0.1454389
9,1.6054577,1.5565652,"('unaffectionate', 'caring')",1.6054577,1.5565652,-0.0488925
10,1.2255658,1.2095965,"('unsympathetic', 'sympathetic')",1.2255658,1.2095965,-0.0159693
11,1.3111103,1.3946189,"('unhelpful', 'helpful')",1.3111103,1.3946189,0.0835086
12,-1.8799565,-1.8779124,"('unsupportive', 'supportive')",-1.8799565,-1.8779124,0.0020441
13,-0.20295012,-0.19487101,"('impolite', 'polite')",-0.2029501,-0.194871,0.0080791
14,0.24113813,0.18354353,"('antisocial', 'social')",0.2411381,0.1835435,-0.0575946
15,-0.14931817,-0.25839812,"('boring', 'funny')",-0.1493182,-0.2583981,-0.1090799
16,-0.9848263,-0.9747359,"('unpopular', 'popular')",-0.9848263,-0.9747359,0.0100904
17,-1.3214898,-1.3032402,"('nasty', 'nice')",-1.3214898,-1.3032402,0.0182496
18,-0.59583163,-0.7349837,"('disagreeable', 'welcoming')",-0.5958316,-0.7349837,-0.1391521
19,-1.3601905,-1.3329978,"('inhospitable', 'hospitable')",-1.3601905,-1.3329978,0.0271927
20,1.2859476,1.1609037,"('rough', 'thoughtful')",1.2859476,1.1609037,-0.1250439
21,-0.38435557,-0.316444,"('immoral', 'moral')",-0.3843556,-0.316444,0.0679116
22,-0.551374,-0.59855163,"('untrustworthy', 'trustworthy')",-0.551374,-0.5985516,-0.0471776
23,6.368811,6.3595276,"('insincere', 'sincere')",6.3688111,6.3595276,-0.0092835
24,1.2052438,1.0215434,"('dishonest', 'honest')",1.2052438,1.0215434,-0.1837004
25,0.693221,0.5494648,"('egoistic', 'altruistic')",0.693221,0.5494648,-0.1437562
26,0.88563454,0.7970267,"('hardhearted', 'benevolent')",0.8856345,0.7970267,-0.0886078
27,1.6035432,1.3487256,"('hardhearted', 'softhearted')",1.6035432,1.3487256,-0.2548176
28,0.9909468,0.8721252,"('disloyal', 'loyal')",0.9909468,0.8721252,-0.1188216
29,-1.3223408,-1.493873,"('unfair', 'fair')",-1.3223408,-1.493873,-0.1715322
30,1.3268027,1.3396939,"('intolerant', 'tolerant')",1.3268027,1.3396939,0.0128912
31,-2.174097,-2.3069863,"('evil', 'good')",-2.1740971,-2.3069863,-0.1328892
32,0.6912055,0.57361233,"('unkind', 'kind')",0.6912055,0.5736123,-0.1175932
33,-0.7543056,-0.76369953,"('wrong', 'right')",-0.7543056,-0.7636995,-0.0093939
34,4.586687,4.7642546,"('mean', 'honorable')",4.5866871,4.7642546,0.1775675
35,-1.2924399,-1.4826219,"('corrupt', 'incorrupt')",-1.2924399,-1.4826219,-0.190182
36,-0.8926165,-0.94813013,"('hostile', 'amicable')",-0.8926165,-0.9481301,-0.0555136
37,0.49858433,0.37532464,"('fake', 'genuine')",0.4985843,0.3753246,-0.1232597
38,-0.78022766,-0.6652677,"('untruthful', 'truthful')",-0.7802277,-0.6652677,0.11496
39,-0.312456,-0.3840689,"('exploitative', 'cooperative')",-0.312456,-0.3840689,-0.0716129
40,-1.7031803,-2.017089,"('stingy', 'generous')",-1.7031803,-2.0170889,-0.3139086
41,-0.19285758,-0.27495113,"('unforgiving', 'forgiving')",-0.1928576,-0.2749511,-0.0820935
42,-2.235193,-2.3361225,"('unreliable', 'reliable')",-2.235193,-2.3361225,-0.1009295
43,0.9171536,0.9129643,"('irresponsible', 'responsible')",0.9171536,0.9129643,-0.0041893
44,-1.2424393,-1.3192471,"('prejudiced', 'unprejudiced')",-1.2424393,-1.3192471,-0.0768078
45,0.023803208,-0.04763373,"('incompetent', 'competent')",0.0238032,-0.0476337,-0.0714369
46,-0.14979075,-0.14827655,"('uncompetitive', 'competitive')",-0.1497907,-0.1482766,0.0015141
47,5.1941423,5.3537545,"('stupid', 'smart')",5.1941423,5.3537545,0.1596122
48,0.6449227,0.6154408,"('unintelligent', 'intelligent')",0.6449227,0.6154408,-0.0294819
49,0.1847575,0.21742493,"('unable', 'able')",0.1847575,0.2174249,0.0326674
50,-0.60520124,-0.68342155,"('clumsy', 'skillful')",-0.6052012,-0.6834216,-0.0782204
51,0.80356586,0.72843766,"('uneducated', 'educated')",0.8035659,0.7284377,-0.0751282
52,-1.0420785,-1.2278591,"('irrational', 'rational')",-1.0420785,-1.2278591,-0.1857806
53,-0.23962706,-0.31856054,"('uncreative', 'creative')",-0.2396271,-0.3185605,-0.0789334
54,0.8977132,0.9429258,"('incapable', 'capable')",0.8977132,0.9429258,0.0452126
55,1.3572147,1.3312813,"('incompetent', 'clever')",1.3572147,1.3312813,-0.0259334
56,0.66268885,0.6779336,"('impractical', 'practical')",0.6626889,0.6779336,0.0152447
57,-2.6917126,-2.6736271,"('unimaginative', 'imaginative')",-2.6917126,-2.6736271,0.0180855
58,0.14486328,0.11505425,"('undiscriminating', 'discriminating')",0.1448633,0.1150542,-0.0298091
59,-1.1562328,-1.2222682,"('foolish', 'wise')",-1.1562328,-1.2222682,-0.0660354
60,0.87256235,1.0342336,"('inefficient', 'efficient')",0.8725623,1.0342336,0.1616713
61,0.14019592,-0.020042453,"('illogical', 'logical')",0.1401959,-0.0200425,-0.1602384
62,0.53862315,0.5977292,"('incompetent', 'brilliant')",0.5386232,0.5977292,0.059106
63,0.13609084,0.1879446,"('unperceptive', 'insightful')",0.1360908,0.1879446,0.0518538
64,-6.417914,-6.373456,"('shy', 'confident')",-6.4179139,-6.373456,0.0444579
65,0.42058086,0.44058156,"('insecure', 'secure')",0.4205809,0.4405816,0.0200007
66,-0.54237765,-0.6225664,"('inactive', 'active')",-0.5423777,-0.6225664,-0.0801887
67,-0.5423314,-0.39870456,"('doubtful', 'determined')",-0.5423314,-0.3987046,0.1436268
68,-0.8211481,-0.84691477,"('dependent', 'independent')",-0.8211481,-0.8469148,-0.0257667
69,-2.6925526,-2.716644,"('lazy', 'industrious')",-2.6925526,-2.716644,-0.0240914
70,1.3269618,1.298436,"('lethargic', 'energetic')",1.3269618,1.298436,-0.0285258
71,0.095772356,0.08886166,"('diffident', 'self-confident')",0.0957724,0.0888617,-0.0069107
72,0.66231775,0.7345753,"('unambitious', 'ambitious')",0.6623178,0.7345753,0.0722575
73,-3.5323324,-3.572307,"('helpless', 'self-reliant')",-3.5323324,-3.5723071,-0.0399747
74,-0.06515242,-0.24329902,"('undedicated', 'dedicated')",-0.0651524,-0.243299,-0.1781466
75,-1.0169402,-0.88178945,"('meek', 'impulsive')",-1.0169402,-0.8817894,0.1351508
76,1.0059178,0.8946762,"('anxious', 'daring')",1.0059178,0.8946762,-0.1112416
77,-1.328614,-1.091615,"('unmotivated', 'motivated')",-1.328614,-1.091615,0.236999
78,-0.21878305,-0.15682939,"('nonresilient', 'resilient')",-0.2187831,-0.1568294,0.0619537
79,-0.86003506,-0.8885403,"('wavering', 'unwavering')",-0.8600351,-0.8885403,-0.0285052
80,-0.3061785,-0.28727695,"('dominated', 'dominating')",-0.3061785,-0.287277,0.0189015
81,0.5636601,0.6999387,"('submissive', 'aggressive')",0.5636601,0.6999387,0.1362786
82,6.531456,6.5968556,"('poor', 'rich')",6.531456,6.5968556,0.0653996
83,-0.41786414,-0.39374378,"('powerless', 'powerful')",-0.4178641,-0.3937438,0.0241203
84,0.6107057,0.6167889,"('inferior', 'superior')",0.6107057,0.6167889,0.0060832
85,-1.0625489,-1.2160093,"('insignificant', 'prestigious')",-1.0625489,-1.2160093,-0.1534604
86,0.39557183,0.35524893,"('uninfluential', 'influential')",0.3955718,0.3552489,-0.0403229
87,-0.8931255,-0.81171834,"('unsuccessful', 'successful')",-0.8931255,-0.8117183,0.0814072
88,0.30230093,0.31851137,"('low', 'eminent')",0.3023009,0.3185114,0.0162105
