,peabody_male,peabody_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,female-male
0,0.17264667,0.04531783,"('unsociable', 'sociable')",-0.11616539,-0.20553114,-0.22074969,-0.35741895,-0.0547561,-0.1725441,-0.117788
1,0.2429069,0.21535967,"('unfriendly', 'friendly')",0.5196586,0.3977166,0.99859405,1.0053211,0.5870532,0.5394658,-0.0475874
2,0.5127095,0.52230334,"('unlikable', 'likable')",1.4047947,1.3759267,0.82113135,0.81269073,0.9128785,0.9036403,-0.0092382
3,-0.90450746,-0.7484405,"('repellent', 'pleasant')",-0.22187798,-0.13706379,1.0327901,1.0644437,-0.0311985,0.0596465,0.090845
4,-0.06018467,-0.07870239,"('disliked', 'liked')",0.7473786,0.58811146,-6.222183,-6.2533584,-1.8449965,-1.9146498,-0.0696533
5,-0.21677387,-0.28142756,"('distant', 'outgoing')",0.18419531,0.18008572,-0.7981669,-0.6549907,-0.2769152,-0.2521108,0.0248044
6,-0.85737526,-0.88712066,"('distant', 'open')",-0.29546997,-0.34599045,-1.0740865,-0.9349114,-0.7423106,-0.7226742,0.0196364
7,1.1125401,1.1006655,"('insensitive', 'sensitive')",0.9226687,1.0043011,0.79035765,0.7832761,0.9418554,0.9627476,0.0208922
8,-0.15432549,-0.18336545,"('unaffectionate', 'affectionate')",-0.4053386,-0.49629432,0.27961567,0.3175679,-0.0933495,-0.1206973,-0.0273478
9,0.97714895,0.9536409,"('unaffectionate', 'caring')",0.3646318,0.3021955,0.8052544,0.86879617,0.7156784,0.7082109,-0.0074675
10,0.7618761,0.7614217,"('unsympathetic', 'sympathetic')",-0.7334261,-0.7471706,-0.41087753,-0.46645528,-0.1274758,-0.1507347,-0.0232589
11,0.1938531,0.17406224,"('unhelpful', 'helpful')",0.1440459,0.21683219,2.0448287,2.0913978,0.7942425,0.8274307,0.0331882
12,1.5523388,1.6266099,"('unsupportive', 'supportive')",0.8363675,0.8780993,-1.5715649,-1.5361779,0.2723804,0.3228438,0.0504634
13,0.7762714,0.6452018,"('impolite', 'polite')",-0.199183,-0.15277475,-0.54188263,-0.6702942,0.0117353,-0.0592891,-0.0710244
14,0.7673456,0.7336649,"('antisocial', 'social')",1.0341913,1.1350803,0.45565352,0.34326115,0.7523967,0.7373354,-0.0150613
15,0.2911524,0.2255661,"('boring', 'funny')",-0.11468385,-0.21666291,-0.23664546,-0.23234631,-0.020059,-0.074481,-0.054422
