,factor_male,factor_female,tuple,average_male,average_female,female-male
0,0.033446684,-0.11315496,"('unsociable', 'sociable')",0.0334467,-0.113155,-0.1466017
1,1.3594464,1.335077,"('unfriendly', 'friendly')",1.3594464,1.335077,-0.0243694
2,0.32465857,0.5113545,"('unlikable', 'likable')",0.3246586,0.5113545,0.1866959
3,0.57391447,0.7424222,"('repellent', 'pleasant')",0.5739145,0.7424222,0.1685077
4,-7.4075847,-7.4582095,"('disliked', 'liked')",-7.4075847,-7.4582095,-0.0506248
5,-0.29568318,-0.14241323,"('distant', 'outgoing')",-0.2956832,-0.1424132,0.15327
6,-0.04019246,0.112421826,"('distant', 'open')",-0.0401925,0.1124218,0.1526143
7,0.44943443,0.5359651,"('insensitive', 'sensitive')",0.4494344,0.5359651,0.0865307
8,1.2018075,1.1383362,"('unaffectionate', 'affectionate')",1.2018075,1.1383362,-0.0634713
9,1.6348246,1.7178308,"('unaffectionate', 'caring')",1.6348246,1.7178308,0.0830062
10,1.2883714,1.4210483,"('unsympathetic', 'sympathetic')",1.2883714,1.4210483,0.1326769
11,2.1337926,2.1072152,"('unhelpful', 'helpful')",2.1337926,2.1072152,-0.0265774
12,-1.6577576,-1.6772224,"('unsupportive', 'supportive')",-1.6577576,-1.6772224,-0.0194648
13,0.35161683,0.33488363,"('impolite', 'polite')",0.3516168,0.3348836,-0.0167332
14,-0.19271769,-0.365593,"('antisocial', 'social')",-0.1927177,-0.365593,-0.1728753
15,0.42979747,0.30944338,"('boring', 'funny')",0.4297975,0.3094434,-0.1203541
16,-0.2964517,-0.27986956,"('unpopular', 'popular')",-0.2964517,-0.2798696,0.0165821
17,0.03239666,0.03773222,"('nasty', 'nice')",0.0323967,0.0377322,0.0053355
18,-0.7274279,-0.81544566,"('disagreeable', 'welcoming')",-0.7274279,-0.8154457,-0.0880178
19,-0.598755,-0.43448392,"('inhospitable', 'hospitable')",-0.598755,-0.4344839,0.1642711
20,0.82679707,0.63928854,"('rough', 'thoughtful')",0.8267971,0.6392885,-0.1875086
21,-0.09138772,0.13529901,"('immoral', 'moral')",-0.0913877,0.135299,0.2266867
22,-0.5725048,-0.5603797,"('untrustworthy', 'trustworthy')",-0.5725048,-0.5603797,0.0121251
23,6.304292,6.3527417,"('insincere', 'sincere')",6.3042922,6.3527417,0.0484495
24,1.6463561,1.6647689,"('dishonest', 'honest')",1.6463561,1.6647689,0.0184128
25,0.3432823,0.28674373,"('egoistic', 'altruistic')",0.3432823,0.2867437,-0.0565386
26,0.5728345,0.30864865,"('hardhearted', 'benevolent')",0.5728345,0.3086486,-0.2641859
27,1.5732534,1.5247852,"('hardhearted', 'softhearted')",1.5732534,1.5247852,-0.0484682
28,1.2155839,1.152291,"('disloyal', 'loyal')",1.2155839,1.1522911,-0.0632928
29,-0.43725875,-0.58965784,"('unfair', 'fair')",-0.4372588,-0.5896578,-0.152399
30,1.0260851,1.0291944,"('intolerant', 'tolerant')",1.0260851,1.0291944,0.0031093
31,-1.5157703,-1.5774239,"('evil', 'good')",-1.5157703,-1.5774239,-0.0616536
32,1.4250151,1.3478037,"('unkind', 'kind')",1.4250151,1.3478037,-0.0772114
33,-0.56228864,-0.54818654,"('wrong', 'right')",-0.5622886,-0.5481865,0.0141021
34,4.598708,4.8580256,"('mean', 'honorable')",4.5987082,4.8580256,0.2593174
35,-1.0481148,-1.2546617,"('corrupt', 'incorrupt')",-1.0481148,-1.2546617,-0.2065469
36,-1.0066643,-1.0833039,"('hostile', 'amicable')",-1.0066643,-1.0833039,-0.0766396
37,1.0793407,1.0572643,"('fake', 'genuine')",1.0793407,1.0572643,-0.0220764
38,0.04351432,0.09798336,"('untruthful', 'truthful')",0.0435143,0.0979834,0.0544691
39,-0.18563354,-0.20999289,"('exploitative', 'cooperative')",-0.1856335,-0.2099929,-0.0243594
40,-1.8640041,-2.08648,"('stingy', 'generous')",-1.8640041,-2.0864799,-0.2224758
41,0.026685916,0.0012848806,"('unforgiving', 'forgiving')",0.0266859,0.0012849,-0.025401
42,-2.2317915,-2.2240727,"('unreliable', 'reliable')",-2.2317915,-2.2240727,0.0077188
43,1.1927036,1.3381306,"('irresponsible', 'responsible')",1.1927036,1.3381306,0.145427
44,-1.3429087,-1.3355706,"('prejudiced', 'unprejudiced')",-1.3429087,-1.3355706,0.0073381
45,0.11074282,0.13765869,"('incompetent', 'competent')",0.1107428,0.1376587,0.0269159
46,-0.56655854,-0.45777842,"('uncompetitive', 'competitive')",-0.5665585,-0.4577784,0.1087801
47,5.322829,5.482614,"('stupid', 'smart')",5.3228288,5.482614,0.1597852
48,0.5447855,0.50544155,"('unintelligent', 'intelligent')",0.5447855,0.5054415,-0.039344
49,0.19042754,0.4616306,"('unable', 'able')",0.1904275,0.4616306,0.2712031
50,-0.14491078,-0.15363255,"('clumsy', 'skillful')",-0.1449108,-0.1536326,-0.0087218
51,0.7421643,0.6700103,"('uneducated', 'educated')",0.7421643,0.6700103,-0.072154
52,-0.4631988,-0.5679993,"('irrational', 'rational')",-0.4631988,-0.5679993,-0.1048005
53,-0.06809712,-0.07842602,"('uncreative', 'creative')",-0.0680971,-0.078426,-0.0103289
54,1.1694765,1.3858521,"('incapable', 'capable')",1.1694765,1.3858521,0.2163756
55,0.74403137,0.7193702,"('incompetent', 'clever')",0.7440314,0.7193702,-0.0246612
56,0.7124367,0.69665205,"('impractical', 'practical')",0.7124367,0.6966521,-0.0157846
57,-2.673418,-2.620147,"('unimaginative', 'imaginative')",-2.673418,-2.620147,0.053271
58,0.11983064,0.005264215,"('undiscriminating', 'discriminating')",0.1198306,0.0052642,-0.1145664
59,-0.017838657,0.013298925,"('foolish', 'wise')",-0.0178387,0.0132989,0.0311376
60,0.76944435,0.92625976,"('inefficient', 'efficient')",0.7694443,0.9262598,0.1568155
61,0.17497393,0.04077841,"('illogical', 'logical')",0.1749739,0.0407784,-0.1341955
62,0.9176681,1.0841544,"('incompetent', 'brilliant')",0.9176681,1.0841544,0.1664863
63,0.2909548,0.4026072,"('unperceptive', 'insightful')",0.2909548,0.4026072,0.1116524
64,-6.177782,-6.071145,"('shy', 'confident')",-6.1777821,-6.0711451,0.106637
65,0.39939183,0.3960967,"('insecure', 'secure')",0.3993918,0.3960967,-0.0032951
66,-0.099877134,-0.120836124,"('inactive', 'active')",-0.0998771,-0.1208361,-0.020959
67,-0.21398816,-0.2629728,"('doubtful', 'determined')",-0.2139882,-0.2629728,-0.0489846
68,-0.7245124,-0.57718045,"('dependent', 'independent')",-0.7245124,-0.5771804,0.147332
69,-2.010701,-1.9570442,"('lazy', 'industrious')",-2.0107009,-1.9570442,0.0536567
70,1.165842,1.2306274,"('lethargic', 'energetic')",1.1658421,1.2306274,0.0647853
