,amerisourcebergen_male,amerisourcebergen_female,tuple,corp_male,corp_female,average_male,average_female,female-male
54,-0.42542195,-0.5476282,"('incapable', 'capable')",0.6433796,0.6452897,0.1089788,0.0488307,-0.0601481
55,-0.40216565,-0.31504744,"('incompetent', 'clever')",-0.051409915,0.06720936,-0.2267878,-0.123919,0.1028688
56,0.47913998,0.47396588,"('impractical', 'practical')",-0.23171188,-0.18134357,0.1237141,0.1463112,0.0225971
57,-0.9841691,-1.059064,"('unimaginative', 'imaginative')",-3.2703404,-3.3180518,-2.1272547,-2.1885579,-0.0613032
58,-1.0072191,-1.0353898,"('undiscriminating', 'discriminating')",0.055046726,0.0045311153,-0.4760862,-0.5154293,-0.0393431
59,-0.23766601,-0.2739,"('foolish', 'wise')",0.31399518,0.34382337,0.0381646,0.0349617,-0.0032029
60,0.45754784,0.5688742,"('inefficient', 'efficient')",-0.024342254,0.15555245,0.2166028,0.3622133,0.1456105
61,-0.539766,-0.6037989,"('illogical', 'logical')",0.3915362,0.30224875,-0.0741149,-0.1507751,-0.0766602
62,-0.061359927,0.043712083,"('incompetent', 'brilliant')",0.3761336,0.5865415,0.1573868,0.3151268,0.15774
63,-0.76639193,-0.7507159,"('unperceptive', 'insightful')",0.16283113,0.23047858,-0.3017804,-0.2601187,0.0416617
64,0.335911,0.32398576,"('shy', 'confident')",-6.442889,-6.4532,-3.0534892,-3.0646071,-0.0111179
65,0.10322525,0.15702413,"('insecure', 'secure')",-0.31129107,-0.19448864,-0.1040329,-0.0187323,0.0853006
66,0.04581563,-0.07775284,"('inactive', 'active')",0.080847085,0.051438734,0.0633314,-0.0131571,-0.0764885
67,0.5165056,0.4591406,"('doubtful', 'determined')",-0.17726904,-0.22958024,0.1696183,0.1147802,-0.0548381
68,0.036949992,0.046219163,"('dependent', 'independent')",-0.9637416,-0.91534084,-0.4633958,-0.4345608,0.028835
69,1.3817962,1.3075109,"('lazy', 'industrious')",0.050545264,-0.0010221247,0.7161707,0.6532444,-0.0629263
70,-0.54274476,-0.45218897,"('lethargic', 'energetic')",-0.37044397,-0.25737223,-0.4565943,-0.3547806,0.1018137
71,-0.55016536,-0.65325224,"('diffident', 'self-confident')",0.40996814,0.3804968,-0.0700986,-0.1363777,-0.0662791
72,-0.8890605,-0.8885592,"('unambitious', 'ambitious')",-0.67165196,-0.5912655,-0.7803562,-0.7399124,0.0404438
73,0.7612594,0.7631414,"('helpless', 'self-reliant')",-3.2779365,-3.2705042,-1.2583386,-1.2536814,0.0046572
74,-0.70292616,-0.64906687,"('undedicated', 'dedicated')",-0.68016267,-0.7096573,-0.6915444,-0.6793621,0.0121823
75,0.2416887,0.17031683,"('meek', 'impulsive')",-0.684447,-0.6574419,-0.2213791,-0.2435625,-0.0221834
76,0.64888483,0.7791949,"('anxious', 'daring')",-0.422357,-0.2515485,0.1132639,0.2638232,0.1505593
77,-0.45566243,-0.4738378,"('unmotivated', 'motivated')",-1.1689872,-1.115719,-0.8123248,-0.7947783,0.0175465
78,-0.5612819,-0.5277711,"('nonresilient', 'resilient')",0.0636159,0.028259551,-0.248833,-0.2497558,-0.0009228
79,-0.4953873,-0.6470502,"('wavering', 'unwavering')",-0.25817648,-0.32949454,-0.3767819,-0.4882724,-0.1114905
80,0.7266018,0.7515648,"('dominated', 'dominating')",-1.0670246,-0.8628732,-0.1702114,-0.0556542,0.1145572
81,0.03335206,-0.008534243,"('submissive', 'aggressive')",-0.71871066,-0.5734291,-0.3426793,-0.2909817,0.0516976
82,-0.23260954,-0.17789364,"('poor', 'rich')",5.963618,6.02628,2.865504,2.9241931,0.0586891
83,-0.25926983,-0.2981294,"('powerless', 'powerful')",-0.77609,-0.79346806,-0.5176799,-0.5457987,-0.0281188
84,-0.047588296,-0.08921493,"('inferior', 'superior')",0.67237395,0.6760803,0.3123928,0.2934327,-0.0189601
85,-0.49874866,-0.7366748,"('insignificant', 'prestigious')",0.11492206,-0.085637756,-0.1919133,-0.4111563,-0.219243
86,-2.0591655,-2.1392097,"('uninfluential', 'influential')",-0.9265532,-0.9844002,-1.4928594,-1.561805,-0.0689456
87,-0.12799282,-0.22678965,"('unsuccessful', 'successful')",0.4358926,0.5332126,0.1539499,0.1532115,-0.0007384
88,-0.6698941,-0.72436,"('low', 'eminent')",-0.48339817,-0.49949613,-0.5766461,-0.611928,-0.0352819
