,laugh_male,laugh_female,tuple,average_male,average_female,female-male
0,0.3557143,0.2539339,"('unsociable', 'sociable')",0.3557143,0.2539339,-0.1017804
1,1.0024228,0.887584,"('unfriendly', 'friendly')",1.0024228,0.887584,-0.1148388
2,0.6414436,0.752305,"('unlikable', 'likable')",0.6414436,0.752305,0.1108614
3,1.1519841,1.1685575,"('repellent', 'pleasant')",1.1519841,1.1685575,0.0165734
4,-6.9775057,-6.962071,"('disliked', 'liked')",-6.9775057,-6.9620709,0.0154348
5,-0.19540687,-0.11880362,"('distant', 'outgoing')",-0.1954069,-0.1188036,0.0766033
6,-0.1004047,-0.039109126,"('distant', 'open')",-0.1004047,-0.0391091,0.0612956
7,0.73591024,0.79383737,"('insensitive', 'sensitive')",0.7359102,0.7938374,0.0579272
8,0.5750393,0.58355016,"('unaffectionate', 'affectionate')",0.5750393,0.5835502,0.0085109
9,1.3204461,1.3620749,"('unaffectionate', 'caring')",1.3204461,1.3620749,0.0416288
10,1.5571501,1.5877955,"('unsympathetic', 'sympathetic')",1.5571501,1.5877955,0.0306454
11,2.3238773,2.3580647,"('unhelpful', 'helpful')",2.3238773,2.3580647,0.0341874
12,-1.3949713,-1.3454574,"('unsupportive', 'supportive')",-1.3949713,-1.3454574,0.0495139
13,0.78844714,0.72586834,"('impolite', 'polite')",0.7884471,0.7258683,-0.0625788
14,0.088076174,-0.01079059,"('antisocial', 'social')",0.0880762,-0.0107906,-0.0988668
15,0.54923564,0.4929747,"('boring', 'funny')",0.5492356,0.4929747,-0.0562609
16,-0.25650173,-0.21057594,"('unpopular', 'popular')",-0.2565017,-0.2105759,0.0459258
17,-0.0006557461,0.07613881,"('nasty', 'nice')",-0.0006557,0.0761388,0.0767945
18,-0.55149287,-0.6237995,"('disagreeable', 'welcoming')",-0.5514929,-0.6237995,-0.0723066
19,-0.6921013,-0.5456443,"('inhospitable', 'hospitable')",-0.6921013,-0.5456443,0.146457
20,0.68924314,0.56665874,"('rough', 'thoughtful')",0.6892431,0.5666587,-0.1225844
21,0.44368058,0.49389642,"('immoral', 'moral')",0.4436806,0.4938964,0.0502158
22,0.08037947,0.10280399,"('untrustworthy', 'trustworthy')",0.0803795,0.102804,0.0224245
23,6.3480906,6.3437576,"('insincere', 'sincere')",6.3480906,6.3437576,-0.004333
24,1.9544829,1.9781853,"('dishonest', 'honest')",1.9544829,1.9781853,0.0237024
25,0.27354926,0.16841303,"('egoistic', 'altruistic')",0.2735493,0.168413,-0.1051363
26,0.058673035,-0.04896596,"('hardhearted', 'benevolent')",0.058673,-0.048966,-0.107639
27,1.2343466,1.0983431,"('hardhearted', 'softhearted')",1.2343466,1.0983431,-0.1360035
28,1.0054884,0.9657749,"('disloyal', 'loyal')",1.0054884,0.9657749,-0.0397135
29,-0.74072355,-0.7372205,"('unfair', 'fair')",-0.7407236,-0.7372205,0.0035031
30,0.9885056,0.93412966,"('intolerant', 'tolerant')",0.9885056,0.9341297,-0.0543759
31,-1.9512296,-1.8695307,"('evil', 'good')",-1.9512296,-1.8695307,0.0816989
32,1.375402,1.380777,"('unkind', 'kind')",1.375402,1.380777,0.005375
33,-0.47158515,-0.45173934,"('wrong', 'right')",-0.4715852,-0.4517393,0.0198459
34,4.439572,4.574236,"('mean', 'honorable')",4.4395719,4.5742359,0.134664
35,-1.4534179,-1.4866977,"('corrupt', 'incorrupt')",-1.4534179,-1.4866977,-0.0332798
36,-1.3979268,-1.3933796,"('hostile', 'amicable')",-1.3979268,-1.3933796,0.0045472
37,0.61418754,0.67980474,"('fake', 'genuine')",0.6141875,0.6798047,0.0656172
38,-0.13783981,-0.08086042,"('untruthful', 'truthful')",-0.1378398,-0.0808604,0.0569794
39,0.15086974,0.14938319,"('exploitative', 'cooperative')",0.1508697,0.1493832,-0.0014865
40,-1.2962321,-1.4465967,"('stingy', 'generous')",-1.2962321,-1.4465967,-0.1503646
41,-0.10714749,-0.07123794,"('unforgiving', 'forgiving')",-0.1071475,-0.0712379,0.0359096
42,-1.5791626,-1.6135393,"('unreliable', 'reliable')",-1.5791626,-1.6135393,-0.0343767
43,1.4526104,1.4387388,"('irresponsible', 'responsible')",1.4526104,1.4387388,-0.0138716
44,-1.1868585,-1.2098867,"('prejudiced', 'unprejudiced')",-1.1868585,-1.2098867,-0.0230282
45,0.42091477,0.45384508,"('incompetent', 'competent')",0.4209148,0.4538451,0.0329303
46,0.12666295,0.12004227,"('uncompetitive', 'competitive')",0.126663,0.1200423,-0.0066207
