,prince_male,prince_female,tuple,average_male,average_female,female-male
0,0.1794647,0.22640888,"('unsociable', 'sociable')",0.1794647,0.2264089,0.0469442
1,1.3181478,1.2004807,"('unfriendly', 'friendly')",1.3181478,1.2004807,-0.1176671
2,0.53484815,0.6382336,"('unlikable', 'likable')",0.5348482,0.6382336,0.1033854
3,0.58348984,0.7022509,"('repellent', 'pleasant')",0.5834898,0.7022509,0.1187611
4,-7.038024,-7.1119466,"('disliked', 'liked')",-7.0380239,-7.1119466,-0.0739227
5,-0.3433749,-0.37795952,"('distant', 'outgoing')",-0.3433749,-0.3779595,-0.0345846
6,0.078426756,-0.033864506,"('distant', 'open')",0.0784268,-0.0338645,-0.1122913
7,1.0785984,1.1839814,"('insensitive', 'sensitive')",1.0785984,1.1839814,0.105383
8,1.6909374,1.4884537,"('unaffectionate', 'affectionate')",1.6909374,1.4884537,-0.2024837
9,1.785654,1.7021345,"('unaffectionate', 'caring')",1.7856539,1.7021345,-0.0835194
10,1.2162304,1.2956548,"('unsympathetic', 'sympathetic')",1.2162304,1.2956548,0.0794244
11,1.8169733,1.9451609,"('unhelpful', 'helpful')",1.8169733,1.9451609,0.1281876
12,-1.2773926,-1.2048416,"('unsupportive', 'supportive')",-1.2773926,-1.2048416,0.072551
13,-0.2333459,-0.038173378,"('impolite', 'polite')",-0.2333459,-0.0381734,0.1951725
14,0.15468587,0.281103,"('antisocial', 'social')",0.1546859,0.281103,0.1264171
15,0.20247552,0.2002418,"('boring', 'funny')",0.2024755,0.2002418,-0.0022337
16,-0.67449546,-0.6151541,"('unpopular', 'popular')",-0.6744955,-0.6151541,0.0593414
17,0.07637314,0.040476337,"('nasty', 'nice')",0.0763731,0.0404763,-0.0358968
18,-0.54820937,-0.52273655,"('disagreeable', 'welcoming')",-0.5482094,-0.5227365,0.0254729
19,-0.26116577,-0.3349545,"('inhospitable', 'hospitable')",-0.2611658,-0.3349545,-0.0737887
20,0.40819013,0.3192545,"('rough', 'thoughtful')",0.4081901,0.3192545,-0.0889356
21,-0.19400582,0.044502698,"('immoral', 'moral')",-0.1940058,0.0445027,0.2385085
22,0.042733792,0.057732478,"('untrustworthy', 'trustworthy')",0.0427338,0.0577325,0.0149987
23,6.0764465,6.2082844,"('insincere', 'sincere')",6.0764465,6.2082844,0.1318379
24,1.5467079,1.585202,"('dishonest', 'honest')",1.5467079,1.585202,0.0384941
25,0.46538764,0.37287018,"('egoistic', 'altruistic')",0.4653876,0.3728702,-0.0925174
26,0.75768316,0.51643664,"('hardhearted', 'benevolent')",0.7576832,0.5164366,-0.2412466
27,1.8266371,1.6152288,"('hardhearted', 'softhearted')",1.8266371,1.6152288,-0.2114083
28,1.3069177,1.1977394,"('disloyal', 'loyal')",1.3069177,1.1977394,-0.1091783
29,-0.3224435,-0.45745736,"('unfair', 'fair')",-0.3224435,-0.4574574,-0.1350139
30,1.0722859,1.1870883,"('intolerant', 'tolerant')",1.0722859,1.1870883,0.1148024
31,-0.9557124,-1.0863209,"('evil', 'good')",-0.9557124,-1.0863209,-0.1306085
32,1.2784394,1.2064826,"('unkind', 'kind')",1.2784394,1.2064826,-0.0719568
33,-0.50097173,-0.54136217,"('wrong', 'right')",-0.5009717,-0.5413622,-0.0403905
34,4.285921,4.4675803,"('mean', 'honorable')",4.2859211,4.4675803,0.1816592
35,-0.7344572,-1.0689666,"('corrupt', 'incorrupt')",-0.7344572,-1.0689666,-0.3345094
36,-0.46940348,-0.8108828,"('hostile', 'amicable')",-0.4694035,-0.8108828,-0.3414793
37,0.82506645,0.8258804,"('fake', 'genuine')",0.8250664,0.8258804,0.000814
