,expeditors_male,expeditors_female,tuple,international_male,international_female,wa_male,wa_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.7761523,-0.9151805,"('unsociable', 'sociable')",0.08874207,0.02383327,0.5550077,0.43758136,-0.38450485,-0.47106862,-0.1292268,-0.2312086,-0.1019818
1,-1.8924654,-1.892599,"('unfriendly', 'friendly')",-1.149568,-1.2504929,-0.8466696,-0.8825023,1.4765028,1.3338482,-0.60305,-0.6729365,-0.0698865
2,0.5746509,0.565779,"('unlikable', 'likable')",1.1985112,1.1741904,1.5187626,1.5453974,0.5492911,0.5856608,0.960304,0.9677569,0.0074529
3,-0.9814583,-0.85193145,"('repellent', 'pleasant')",0.13243945,0.2650433,1.428234,1.5156225,0.37701014,0.5194099,0.2390563,0.362036,0.1229797
4,0.6625049,0.6321088,"('disliked', 'liked')",0.0647838,-0.047339424,-1.4298075,-1.5043466,-6.0596876,-6.151354,-1.6905516,-1.7677327,-0.0771811
5,0.0851568,0.2017707,"('distant', 'outgoing')",-0.46768293,-0.4499995,-2.3031998,-2.2824173,-0.12181773,-0.13508123,-0.7018859,-0.6664318,0.0354541
6,-0.60986716,-0.4763175,"('distant', 'open')",-0.6594052,-0.63005006,-2.426173,-2.395273,0.40592128,0.40567815,-0.822381,-0.7739906,0.0483904
7,-0.3454309,-0.31464052,"('insensitive', 'sensitive')",0.092667684,0.13922934,1.6076294,1.6853182,0.8544698,0.9574192,0.552334,0.6168315,0.0644975
8,-1.7778479,-1.7823534,"('unaffectionate', 'affectionate')",-1.4531395,-1.5475116,-2.9830446,-2.964303,0.3417698,0.21378458,-1.4680656,-1.5200958,-0.0520302
9,-1.423662,-1.4034425,"('unaffectionate', 'caring')",-0.6112674,-0.6737958,-0.82106787,-0.8336066,1.2131451,1.1498709,-0.410713,-0.4402435,-0.0295305
10,-1.2126868,-1.229596,"('unsympathetic', 'sympathetic')",-0.45570177,-0.33682823,1.4279646,1.4664376,-0.1104196,-0.058127616,-0.0877109,-0.0395286,0.0481823
11,0.36100727,0.3218378,"('unhelpful', 'helpful')",0.91614753,0.9289104,0.9749955,1.0087447,1.9508635,1.9970953,1.0507535,1.064147,0.0133935
12,0.0825359,0.22670174,"('unsupportive', 'supportive')",0.43311644,0.5402094,0.2126518,0.2969715,-1.6036279,-1.5520022,-0.2188309,-0.1220299,0.096801
13,0.38671064,0.3671726,"('impolite', 'polite')",1.7501413,1.816147,1.8953401,1.9071969,-0.14977308,-0.07545853,0.9706047,1.0037645,0.0331598
14,0.34353414,0.31255576,"('antisocial', 'social')",1.274856,1.310647,1.5272956,1.5327215,-0.46875742,-0.39684576,0.6692321,0.6897696,0.0205375
15,0.28046376,0.1534857,"('boring', 'funny')",0.015689656,-0.06765825,0.036942307,-0.026537986,0.8399554,0.7900458,0.2932628,0.2123338,-0.080929
16,-0.63583004,-0.66860324,"('unpopular', 'popular')",-0.048733,-0.07591395,-1.0237358,-1.060966,0.6193108,0.592931,-0.272247,-0.3031381,-0.0308911
17,0.25718594,0.29794252,"('nasty', 'nice')",-1.3267602,-1.3501244,-0.7155171,-0.6953709,-0.30292588,-0.23480356,-0.5220043,-0.4955891,0.0264152
18,-0.6986737,-0.6185033,"('disagreeable', 'welcoming')",0.96321064,1.0003988,0.25508654,0.29196948,-0.23803739,-0.24405378,0.0703965,0.1074528,0.0370563
19,-0.69013304,-0.64726955,"('inhospitable', 'hospitable')",-1.11086,-1.1817861,-1.2366246,-1.1875402,-0.30659068,-0.30403683,-0.8360521,-0.8301582,0.0058939
20,-0.13493563,-0.09258597,"('rough', 'thoughtful')",-0.2726754,-0.2146796,0.030780185,0.089004286,0.7950275,0.8713156,0.1045492,0.1632636,0.0587144
21,0.04480456,0.053743172,"('immoral', 'moral')",0.7184629,0.81441796,1.5328326,1.5972835,-0.38779324,-0.30076647,0.4770767,0.5411695,0.0640928
22,0.3563747,0.3611998,"('untrustworthy', 'trustworthy')",0.3155406,0.3930425,1.4435998,1.47564,-0.8965729,-0.8140252,0.3047356,0.3539643,0.0492287
23,-0.8126658,-0.8179362,"('insincere', 'sincere')",0.0925785,0.10273495,2.2963276,2.3053758,5.883849,5.88994,1.8650224,1.8700286,0.0050062
24,-0.41131517,-0.40636465,"('dishonest', 'honest')",-0.071802914,-0.025931116,0.5009934,0.54818803,1.0684813,1.104185,0.2715892,0.3050193,0.0334301
25,-0.70728326,-0.68402255,"('egoistic', 'altruistic')",-0.12544495,-0.19520678,-1.0356947,-1.0521446,1.0550098,1.0288194,-0.2033533,-0.2256386,-0.0222853
26,0.17504412,0.18094702,"('hardhearted', 'benevolent')",0.7763158,0.7385952,0.7207618,0.7019475,1.4498516,1.375705,0.7804934,0.7492987,-0.0311947
27,-0.7089565,-0.5547742,"('hardhearted', 'softhearted')",-1.3679917,-1.3222239,0.15000713,0.21593359,1.2503114,1.2682089,-0.1691574,-0.0982139,0.0709435
28,-1.1246127,-1.227459,"('disloyal', 'loyal')",-0.3806061,-0.48182747,0.37634516,0.31439936,0.935739,0.79058444,-0.0482837,-0.1510757,-0.102792
29,-0.37715194,-0.3464202,"('unfair', 'fair')",-0.9500531,-0.9976621,-0.45816627,-0.49828005,-0.53053695,-0.6524765,-0.578977,-0.6237097,-0.0447327
30,0.8089161,0.77070135,"('intolerant', 'tolerant')",0.69745034,0.6467765,2.1660628,2.1364565,1.8130682,1.8338183,1.3713744,1.3469381,-0.0244363
31,-0.9126866,-0.8441002,"('evil', 'good')",-1.18237,-1.2099794,-2.2839777,-2.2694626,-1.0155883,-1.0703877,-1.3486556,-1.3484825,0.0001731
32,0.17327634,0.17940775,"('unkind', 'kind')",0.454877,0.3881582,1.646714,1.6348908,0.7850441,0.69446015,0.7649778,0.7242292,-0.0407486
33,0.3327815,0.35579067,"('wrong', 'right')",-0.00027565658,0.00913357,-0.1523707,-0.14914331,-0.2857239,-0.25084162,-0.0263972,-0.0087652,0.017632
34,0.23785208,0.33187777,"('mean', 'honorable')",0.73400706,0.82300824,0.22936697,0.27178803,6.2480297,6.347197,1.862314,1.9434677,0.0811537
35,0.85870135,0.8247635,"('corrupt', 'incorrupt')",-0.5119137,-0.70366055,-2.572042,-2.6260197,-0.13503936,-0.26045594,-0.5900734,-0.6913431,-0.1012697
36,-0.6595159,-0.7256914,"('hostile', 'amicable')",-0.4066931,-0.5750898,-3.2966397,-3.4068425,-0.1544218,-0.32868737,-1.1293176,-1.2590777,-0.1297601
37,0.075333916,0.13913652,"('fake', 'genuine')",-0.49209505,-0.4237438,-0.1664831,-0.0853087,0.6221656,0.67868394,0.0097304,0.077192,0.0674616
