,affair_male,affair_female,tuple,average_male,average_female,female-male
0,-0.013603296,-0.06192027,"('unsociable', 'sociable')",-0.0136033,-0.0619203,-0.048317
1,0.63611394,0.5547818,"('unfriendly', 'friendly')",0.6361139,0.5547818,-0.0813321
2,-0.26192385,-0.2654658,"('unlikable', 'likable')",-0.2619238,-0.2654658,-0.003542
3,0.7056898,0.72901946,"('repellent', 'pleasant')",0.7056898,0.7290195,0.0233297
4,-7.7008295,-7.8537602,"('disliked', 'liked')",-7.7008295,-7.8537602,-0.1529307
5,-1.2004572,-1.2579575,"('distant', 'outgoing')",-1.2004572,-1.2579575,-0.0575003
6,-0.50751984,-0.6071069,"('distant', 'open')",-0.5075198,-0.6071069,-0.0995871
7,0.9702341,1.0373617,"('insensitive', 'sensitive')",0.9702341,1.0373617,0.0671276
8,0.6855922,0.5685712,"('unaffectionate', 'affectionate')",0.6855922,0.5685712,-0.117021
9,0.92268157,0.941012,"('unaffectionate', 'caring')",0.9226816,0.941012,0.0183304
10,1.1187757,1.1589811,"('unsympathetic', 'sympathetic')",1.1187757,1.1589811,0.0402054
11,1.5365568,1.6516633,"('unhelpful', 'helpful')",1.5365568,1.6516633,0.1151065
12,-2.1633794,-2.1949315,"('unsupportive', 'supportive')",-2.1633794,-2.1949315,-0.0315521
13,-0.23910415,-0.23619542,"('impolite', 'polite')",-0.2391042,-0.2361954,0.0029088
14,0.48200393,0.44826975,"('antisocial', 'social')",0.4820039,0.4482698,-0.0337341
15,-0.10257136,-0.18751799,"('boring', 'funny')",-0.1025714,-0.187518,-0.0849466
16,-0.82880825,-0.8560828,"('unpopular', 'popular')",-0.8288082,-0.8560828,-0.0272746
17,-0.4857318,-0.4524596,"('nasty', 'nice')",-0.4857318,-0.4524596,0.0332722
18,-0.80264884,-0.8877832,"('disagreeable', 'welcoming')",-0.8026488,-0.8877832,-0.0851344
19,-1.0391467,-1.0755146,"('inhospitable', 'hospitable')",-1.0391467,-1.0755146,-0.0363679
20,1.1443295,1.0976385,"('rough', 'thoughtful')",1.1443295,1.0976385,-0.046691
21,-0.2022606,-0.13212709,"('immoral', 'moral')",-0.2022606,-0.1321271,0.0701335
22,-0.25798512,-0.2776447,"('untrustworthy', 'trustworthy')",-0.2579851,-0.2776447,-0.0196596
23,6.470686,6.5242805,"('insincere', 'sincere')",6.470686,6.5242805,0.0535945
24,1.6522907,1.516713,"('dishonest', 'honest')",1.6522907,1.516713,-0.1355777
25,0.4643377,0.35473716,"('egoistic', 'altruistic')",0.4643377,0.3547372,-0.1096005
26,0.7560096,0.7236858,"('hardhearted', 'benevolent')",0.7560096,0.7236858,-0.0323238
27,1.5225614,1.3388443,"('hardhearted', 'softhearted')",1.5225614,1.3388443,-0.1837171
28,1.0341249,1.0166764,"('disloyal', 'loyal')",1.0341249,1.0166764,-0.0174485
29,-0.61781013,-0.76294154,"('unfair', 'fair')",-0.6178101,-0.7629415,-0.1451314
30,1.0065924,1.0358062,"('intolerant', 'tolerant')",1.0065924,1.0358062,0.0292138
31,-1.8812999,-1.9479406,"('evil', 'good')",-1.8812999,-1.9479406,-0.0666407
32,0.77561504,0.71840966,"('unkind', 'kind')",0.775615,0.7184097,-0.0572053
33,-1.0462697,-1.0911157,"('wrong', 'right')",-1.0462697,-1.0911157,-0.044846
34,5.097783,5.247851,"('mean', 'honorable')",5.0977831,5.2478509,0.1500678
35,-0.98872024,-1.189975,"('corrupt', 'incorrupt')",-0.9887202,-1.189975,-0.2012548
36,-1.0951251,-1.1858575,"('hostile', 'amicable')",-1.0951251,-1.1858575,-0.0907324
37,0.98649174,0.91084623,"('fake', 'genuine')",0.9864917,0.9108462,-0.0756455
