,lumberman_male,lumberman_female,tuple,average_male,average_female,female-male
76,0.6066834,0.63772607,"('anxious', 'daring')",0.6066834,0.6377261,0.0310427
77,-0.20552671,-0.15420584,"('unmotivated', 'motivated')",-0.2055267,-0.1542058,0.0513209
78,-0.13195941,-0.13115133,"('nonresilient', 'resilient')",-0.1319594,-0.1311513,0.0008081
79,-0.88844955,-0.9162322,"('wavering', 'unwavering')",-0.8884495,-0.9162322,-0.0277827
80,0.9029972,0.9851466,"('dominated', 'dominating')",0.9029972,0.9851466,0.0821494
81,0.29013097,0.31048036,"('submissive', 'aggressive')",0.290131,0.3104804,0.0203494
82,2.5832396,2.4825623,"('poor', 'rich')",2.5832396,2.4825623,-0.1006773
83,-0.34107396,-0.37622884,"('powerless', 'powerful')",-0.341074,-0.3762288,-0.0351548
84,0.03310784,0.08207637,"('inferior', 'superior')",0.0331078,0.0820764,0.0489686
85,-1.4653084,-1.5671389,"('insignificant', 'prestigious')",-1.4653084,-1.5671389,-0.1018305
86,0.30758697,0.16639511,"('uninfluential', 'influential')",0.307587,0.1663951,-0.1411919
87,0.63909256,0.6780152,"('unsuccessful', 'successful')",0.6390926,0.6780152,0.0389226
88,-0.41560125,-0.49915197,"('low', 'eminent')",-0.4156013,-0.499152,-0.0835507
