,lumberman_male,lumberman_female,tuple,average_male,average_female,female-male
0,0.65302044,0.5380073,"('unsociable', 'sociable')",0.6530204,0.5380073,-0.1150131
1,-0.49460298,-0.6261859,"('unfriendly', 'friendly')",-0.494603,-0.6261859,-0.1315829
2,0.5074738,0.4863724,"('unlikable', 'likable')",0.5074738,0.4863724,-0.0211014
3,0.54811126,0.5858228,"('repellent', 'pleasant')",0.5481113,0.5858228,0.0377115
4,-3.2621436,-3.348155,"('disliked', 'liked')",-3.2621436,-3.348155,-0.0860114
5,-1.4660544,-1.4829519,"('distant', 'outgoing')",-1.4660544,-1.4829519,-0.0168975
6,-1.6426584,-1.668734,"('distant', 'open')",-1.6426584,-1.668734,-0.0260756
7,1.0043164,0.9985868,"('insensitive', 'sensitive')",1.0043164,0.9985868,-0.0057296
8,-0.3096268,-0.3824371,"('unaffectionate', 'affectionate')",-0.3096268,-0.3824371,-0.0728103
9,0.86552215,0.8075214,"('unaffectionate', 'caring')",0.8655221,0.8075214,-0.0580007
10,0.8114527,0.7902571,"('unsympathetic', 'sympathetic')",0.8114527,0.7902571,-0.0211956
11,1.7032111,1.6574144,"('unhelpful', 'helpful')",1.7032111,1.6574144,-0.0457967
12,-0.41082913,-0.33921397,"('unsupportive', 'supportive')",-0.4108291,-0.339214,0.0716151
13,0.63911325,0.5837649,"('impolite', 'polite')",0.6391132,0.5837649,-0.0553483
14,0.49039137,0.45542336,"('antisocial', 'social')",0.4903914,0.4554234,-0.034968
15,-0.15222931,-0.13438314,"('boring', 'funny')",-0.1522293,-0.1343831,0.0178462
16,-0.55695057,-0.75101167,"('unpopular', 'popular')",-0.5569506,-0.7510117,-0.1940611
17,-0.7432348,-0.7269047,"('nasty', 'nice')",-0.7432348,-0.7269047,0.0163301
18,-1.1135329,-1.2058333,"('disagreeable', 'welcoming')",-1.1135329,-1.2058333,-0.0923004
19,-1.1913846,-1.1672398,"('inhospitable', 'hospitable')",-1.1913846,-1.1672398,0.0241448
20,-0.06940873,-0.039596874,"('rough', 'thoughtful')",-0.0694087,-0.0395969,0.0298118
21,0.9296012,0.90160626,"('immoral', 'moral')",0.9296012,0.9016063,-0.0279949
22,-0.060869016,-0.1391297,"('untrustworthy', 'trustworthy')",-0.060869,-0.1391297,-0.0782607
23,3.4619956,3.4063754,"('insincere', 'sincere')",3.4619956,3.4063754,-0.0556202
24,0.75821304,0.7018523,"('dishonest', 'honest')",0.758213,0.7018523,-0.0563607
25,0.40468472,0.2800163,"('egoistic', 'altruistic')",0.4046847,0.2800163,-0.1246684
26,0.28543535,0.17362845,"('hardhearted', 'benevolent')",0.2854353,0.1736284,-0.1118069
27,-0.46101528,-0.5372851,"('hardhearted', 'softhearted')",-0.4610153,-0.5372851,-0.0762698
28,0.768441,0.60210156,"('disloyal', 'loyal')",0.768441,0.6021016,-0.1663394
29,-0.61054194,-0.5871734,"('unfair', 'fair')",-0.6105419,-0.5871734,0.0233685
30,0.70694834,0.67456466,"('intolerant', 'tolerant')",0.7069483,0.6745647,-0.0323836
31,-2.3916645,-2.3518698,"('evil', 'good')",-2.3916645,-2.3518698,0.0397947
32,1.1094645,0.9019458,"('unkind', 'kind')",1.1094645,0.9019458,-0.2075187
33,0.07814234,0.0030741207,"('wrong', 'right')",0.0781423,0.0030741,-0.0750682
34,2.110602,2.2262137,"('mean', 'honorable')",2.1106019,2.2262137,0.1156118
35,-1.116452,-1.147985,"('corrupt', 'incorrupt')",-1.116452,-1.147985,-0.031533
36,-1.6741122,-1.7680902,"('hostile', 'amicable')",-1.6741122,-1.7680902,-0.093978
37,0.36659262,0.44654468,"('fake', 'genuine')",0.3665926,0.4465447,0.0799521
38,0.4629007,0.3891034,"('untruthful', 'truthful')",0.4629007,0.3891034,-0.0737973
39,0.15328191,0.26217094,"('exploitative', 'cooperative')",0.1532819,0.2621709,0.108889
40,-1.3951396,-1.4149058,"('stingy', 'generous')",-1.3951396,-1.4149058,-0.0197662
41,0.13812882,0.0736697,"('unforgiving', 'forgiving')",0.1381288,0.0736697,-0.0644591
42,-0.5561979,-0.6347985,"('unreliable', 'reliable')",-0.5561979,-0.6347985,-0.0786006
43,1.4754566,1.5095468,"('irresponsible', 'responsible')",1.4754566,1.5095468,0.0340902
44,-0.9280946,-0.8786972,"('prejudiced', 'unprejudiced')",-0.9280946,-0.8786972,0.0493974
45,0.633076,0.57584435,"('incompetent', 'competent')",0.633076,0.5758443,-0.0572317
46,0.36443675,0.34747785,"('uncompetitive', 'competitive')",0.3644367,0.3474779,-0.0169588
47,2.5352757,2.5924182,"('stupid', 'smart')",2.5352757,2.5924182,0.0571425
48,0.20699501,0.18703485,"('unintelligent', 'intelligent')",0.206995,0.1870348,-0.0199602
49,-0.55322,-0.51080626,"('unable', 'able')",-0.55322,-0.5108063,0.0424137
50,0.2647086,0.13900639,"('clumsy', 'skillful')",0.2647086,0.1390064,-0.1257022
51,0.5705459,0.51651984,"('uneducated', 'educated')",0.5705459,0.5165198,-0.0540261
52,-0.935699,-1.0379999,"('irrational', 'rational')",-0.935699,-1.0379999,-0.1023009
53,0.075927,-0.055822507,"('uncreative', 'creative')",0.075927,-0.0558225,-0.1317495
54,-0.0013008453,0.015819415,"('incapable', 'capable')",-0.0013008,0.0158194,0.0171202
55,0.72541916,0.7037589,"('incompetent', 'clever')",0.7254192,0.7037589,-0.0216603
56,1.6571912,1.591696,"('impractical', 'practical')",1.6571912,1.591696,-0.0654952
57,-1.4512061,-1.5062953,"('unimaginative', 'imaginative')",-1.4512061,-1.5062953,-0.0550892
58,-0.21727183,-0.26081914,"('undiscriminating', 'discriminating')",-0.2172718,-0.2608191,-0.0435473
59,-0.21305189,-0.25956514,"('foolish', 'wise')",-0.2130519,-0.2595651,-0.0465132
60,1.4681774,1.5321138,"('inefficient', 'efficient')",1.4681774,1.5321138,0.0639364
61,0.099538945,0.00040925294,"('illogical', 'logical')",0.0995389,0.0004093,-0.0991296
62,0.5341298,0.6429945,"('incompetent', 'brilliant')",0.5341298,0.6429945,0.1088647
63,0.80006,0.80240226,"('unperceptive', 'insightful')",0.80006,0.8024023,0.0023423
64,-2.2538252,-2.2749143,"('shy', 'confident')",-2.2538252,-2.2749143,-0.0210891
65,0.5490926,0.5277512,"('insecure', 'secure')",0.5490926,0.5277512,-0.0213414
66,-0.9666106,-0.97849095,"('inactive', 'active')",-0.9666106,-0.9784909,-0.0118803
67,0.81220716,0.85957897,"('doubtful', 'determined')",0.8122072,0.859579,0.0473718
68,-1.3642789,-1.3743052,"('dependent', 'independent')",-1.3642789,-1.3743052,-0.0100263
69,-1.3412198,-1.3720168,"('lazy', 'industrious')",-1.3412198,-1.3720168,-0.030797
70,0.53516215,0.5312709,"('lethargic', 'energetic')",0.5351622,0.5312709,-0.0038913
71,0.7012087,0.7058078,"('diffident', 'self-confident')",0.7012087,0.7058078,0.0045991
72,-0.032083973,-0.04790991,"('unambitious', 'ambitious')",-0.032084,-0.0479099,-0.0158259
73,-1.2383605,-1.2311709,"('helpless', 'self-reliant')",-1.2383605,-1.2311709,0.0071896
74,0.38224557,0.36685574,"('undedicated', 'dedicated')",0.3822456,0.3668557,-0.0153899
75,-1.0614376,-1.104339,"('meek', 'impulsive')",-1.0614376,-1.104339,-0.0429014
