,fratricide_male,fratricide_female,tuple,average_male,average_female,female-male
78,0.056207847,0.08896239,"('nonresilient', 'resilient')",0.0562078,0.0889624,0.0327546
79,-0.75870925,-0.69968885,"('wavering', 'unwavering')",-0.7587093,-0.6996889,0.0590204
80,-0.17905901,-0.31504253,"('dominated', 'dominating')",-0.179059,-0.3150425,-0.1359835
81,-0.6653095,-0.6909719,"('submissive', 'aggressive')",-0.6653095,-0.6909719,-0.0256624
82,1.2109594,1.2652056,"('poor', 'rich')",1.2109594,1.2652056,0.0542462
83,-0.4081434,-0.44916692,"('powerless', 'powerful')",-0.4081434,-0.4491669,-0.0410235
84,0.3134286,0.27226162,"('inferior', 'superior')",0.3134286,0.2722616,-0.041167
85,-0.47238946,-0.5625891,"('insignificant', 'prestigious')",-0.4723895,-0.5625891,-0.0901996
86,-1.4436526,-1.52429,"('uninfluential', 'influential')",-1.4436526,-1.52429,-0.0806374
87,-0.030981895,-0.114783294,"('unsuccessful', 'successful')",-0.0309819,-0.1147833,-0.0838014
88,-0.017969843,-0.19479042,"('low', 'eminent')",-0.0179698,-0.1947904,-0.1768206
