,tracksuit_male,tracksuit_female,tuple,average_male,average_female,female-male
0,0.4634444,0.34163257,"('unsociable', 'sociable')",0.4634444,0.3416326,-0.1218118
1,0.6546794,0.56463313,"('unfriendly', 'friendly')",0.6546794,0.5646331,-0.0900463
2,0.18543945,0.323016,"('unlikable', 'likable')",0.1854395,0.323016,0.1375765
3,0.40685418,0.4123421,"('repellent', 'pleasant')",0.4068542,0.4123421,0.0054879
4,-4.1172175,-4.1164317,"('disliked', 'liked')",-4.1172175,-4.1164317,0.0007858
5,-0.8574564,-0.80108887,"('distant', 'outgoing')",-0.8574564,-0.8010889,0.0563675
6,-0.5333675,-0.52288264,"('distant', 'open')",-0.5333675,-0.5228826,0.0104849
7,0.71256703,0.71962374,"('insensitive', 'sensitive')",0.712567,0.7196237,0.0070567
8,0.20711176,0.19540608,"('unaffectionate', 'affectionate')",0.2071118,0.1954061,-0.0117057
9,1.0883545,1.090807,"('unaffectionate', 'caring')",1.0883545,1.090807,0.0024525
10,0.42262346,0.4558486,"('unsympathetic', 'sympathetic')",0.4226235,0.4558486,0.0332251
11,1.2162927,1.252298,"('unhelpful', 'helpful')",1.2162927,1.252298,0.0360053
12,-0.9188249,-0.8606875,"('unsupportive', 'supportive')",-0.9188249,-0.8606875,0.0581374
13,0.22467995,0.19139743,"('impolite', 'polite')",0.2246799,0.1913974,-0.0332825
14,0.4661261,0.36782584,"('antisocial', 'social')",0.4661261,0.3678258,-0.0983003
15,0.24210285,0.22914146,"('boring', 'funny')",0.2421028,0.2291415,-0.0129613
16,-0.34110117,-0.32568604,"('unpopular', 'popular')",-0.3411012,-0.325686,0.0154152
17,-0.35552508,-0.3074904,"('nasty', 'nice')",-0.3555251,-0.3074904,0.0480347
18,-0.56944764,-0.61885077,"('disagreeable', 'welcoming')",-0.5694476,-0.6188508,-0.0494032
19,-1.8464823,-1.7734656,"('inhospitable', 'hospitable')",-1.8464823,-1.7734656,0.0730167
20,0.069918916,0.011336956,"('rough', 'thoughtful')",0.0699189,0.011337,-0.0585819
21,0.5256649,0.4840781,"('immoral', 'moral')",0.5256649,0.4840781,-0.0415868
22,0.03787028,-0.015287068,"('untrustworthy', 'trustworthy')",0.0378703,-0.0152871,-0.0531574
23,3.8263702,3.784637,"('insincere', 'sincere')",3.8263702,3.784637,-0.0417332
24,0.8787886,0.8623638,"('dishonest', 'honest')",0.8787886,0.8623638,-0.0164248
25,0.61984324,0.51029485,"('egoistic', 'altruistic')",0.6198432,0.5102949,-0.1095483
26,0.23550555,0.18181844,"('hardhearted', 'benevolent')",0.2355056,0.1818184,-0.0536872
27,0.23810661,0.20056443,"('hardhearted', 'softhearted')",0.2381066,0.2005644,-0.0375422
28,0.96268326,0.75134903,"('disloyal', 'loyal')",0.9626833,0.751349,-0.2113343
29,-0.0005504098,-0.10871538,"('unfair', 'fair')",-0.0005504,-0.1087154,-0.108165
30,1.0890496,1.0219333,"('intolerant', 'tolerant')",1.0890496,1.0219333,-0.0671163
31,-1.4965283,-1.4572393,"('evil', 'good')",-1.4965283,-1.4572393,0.039289
32,1.1235821,1.0699348,"('unkind', 'kind')",1.1235821,1.0699348,-0.0536473
33,0.044987045,0.06305064,"('wrong', 'right')",0.044987,0.0630506,0.0180636
34,2.9216802,2.9984932,"('mean', 'honorable')",2.9216802,2.9984932,0.076813
35,-1.51282,-1.603766,"('corrupt', 'incorrupt')",-1.51282,-1.603766,-0.090946
36,-0.98545295,-1.0682032,"('hostile', 'amicable')",-0.985453,-1.0682032,-0.0827502
37,0.04602352,0.011126875,"('fake', 'genuine')",0.0460235,0.0111269,-0.0348966
38,0.4616452,0.46872807,"('untruthful', 'truthful')",0.4616452,0.4687281,0.0070829
39,-0.13765816,-0.12905626,"('exploitative', 'cooperative')",-0.1376582,-0.1290563,0.0086019
40,-1.2780054,-1.3204058,"('stingy', 'generous')",-1.2780054,-1.3204058,-0.0424004
41,0.086621195,0.047350317,"('unforgiving', 'forgiving')",0.0866212,0.0473503,-0.0392709
42,-1.0638627,-0.99919504,"('unreliable', 'reliable')",-1.0638627,-0.999195,0.0646677
43,0.5633307,0.61834943,"('irresponsible', 'responsible')",0.5633307,0.6183494,0.0550187
44,-1.0665548,-1.0779964,"('prejudiced', 'unprejudiced')",-1.0665548,-1.0779964,-0.0114416
45,0.0082848035,-0.010932744,"('incompetent', 'competent')",0.0082848,-0.0109327,-0.0192175
46,0.13332121,0.071812585,"('uncompetitive', 'competitive')",0.1333212,0.0718126,-0.0615086
47,3.2060702,3.2358985,"('stupid', 'smart')",3.2060702,3.2358985,0.0298283
48,0.61768436,0.52345157,"('unintelligent', 'intelligent')",0.6176844,0.5234516,-0.0942328
49,-0.12834932,-0.058781933,"('unable', 'able')",-0.1283493,-0.0587819,0.0695674
50,-0.18815932,-0.19175926,"('clumsy', 'skillful')",-0.1881593,-0.1917593,-0.0036
51,-0.014823116,-0.09109251,"('uneducated', 'educated')",-0.0148231,-0.0910925,-0.0762694
52,-0.6176707,-0.6755713,"('irrational', 'rational')",-0.6176707,-0.6755713,-0.0579006
53,-0.16619246,-0.28814524,"('uncreative', 'creative')",-0.1661925,-0.2881452,-0.1219527
54,0.08197904,0.21985283,"('incapable', 'capable')",0.081979,0.2198528,0.1378738
55,0.90206254,0.8544451,"('incompetent', 'clever')",0.9020625,0.8544451,-0.0476174
