,american_male,american_female,tuple,water_male,water_female,works_male,works_female,co_male,co_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.068934694,-0.14902645,"('unsociable', 'sociable')",0.40682894,0.39217037,0.6459232,0.61391044,-0.09252988,-0.25758886,-0.76195127,-0.8569458,0.0258673,-0.0514961,-0.0773634
1,-0.83910805,-0.8284897,"('unfriendly', 'friendly')",0.4913551,0.5958014,-0.48719913,-0.44052014,-0.45699453,-0.52885824,2.1725545,2.032826,0.1761216,0.1661519,-0.0099697
2,0.5515683,0.5841323,"('unlikable', 'likable')",-0.105033845,-0.12547487,0.20918946,0.18420532,1.1462466,1.2134897,0.98492694,0.9926331,0.5573795,0.5697971,0.0124176
3,-0.24710079,-0.16141379,"('repellent', 'pleasant')",-0.92885345,-0.86120045,0.24581316,0.35403037,0.8247764,0.8628558,0.40700585,0.42303455,0.0603282,0.1234613,0.0631331
4,-0.3028167,-0.31448564,"('disliked', 'liked')",0.6460462,0.54611546,0.22693501,0.23380245,0.11695184,0.019215621,-6.6711197,-6.7579217,-1.1968006,-1.2546548,-0.0578542
5,-1.1978278,-1.1197418,"('distant', 'outgoing')",0.8282346,0.851346,-1.1079739,-1.0352142,-0.8431908,-0.7206492,-0.26981995,-0.23211549,-0.5181156,-0.4512749,0.0668407
6,-1.0214243,-0.82563454,"('distant', 'open')",0.48751593,0.53072584,-1.4454548,-1.3481599,-1.1096257,-0.91844964,0.38300532,0.47811,-0.5411967,-0.4166816,0.1245151
7,0.6142345,0.7003765,"('insensitive', 'sensitive')",0.59957266,0.7482488,0.2682244,0.41997367,-0.8317608,-0.8847472,0.8918265,0.89248246,0.3084194,0.3752668,0.0668474
8,-0.66117924,-0.5876337,"('unaffectionate', 'affectionate')",-0.07803675,-0.07566114,-1.5723593,-1.5708375,-1.5739404,-1.6008847,1.08762,1.0344422,-0.5595791,-0.560115,-0.0005359
9,-0.07695913,-0.014140878,"('unaffectionate', 'caring')",0.58633274,0.62940025,-0.62467664,-0.58239543,-1.0888906,-1.1430625,1.6904997,1.6499745,0.0972612,0.1079552,0.010694
