,fmc_male,fmc_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.88326126,-1.021691,"('unsociable', 'sociable')",-0.023777742,-0.13234255,-0.28703484,-0.41186097,-0.3980246,-0.5219648,-0.1239402
1,-1.924136,-2.046905,"('unfriendly', 'friendly')",-0.25202248,-0.48606324,1.4048324,1.2333151,-0.2571087,-0.4332177,-0.176109
2,0.65541977,0.7440737,"('unlikable', 'likable')",0.45907712,0.5078163,1.1346494,1.27112,0.7497155,0.8410033,0.0912878
3,0.11124886,0.33205435,"('repellent', 'pleasant')",0.35369146,0.48751673,0.09823312,0.16064009,0.1877245,0.326737,0.1390125
4,-0.37475345,-0.39403102,"('disliked', 'liked')",-0.3551256,-0.43172896,-5.009826,-5.114596,-1.913235,-1.9801186,-0.0668836
5,-1.7616948,-1.667233,"('distant', 'outgoing')",-1.3138139,-1.2368147,-0.35685807,-0.30813038,-1.1441222,-1.0707261,0.0733961
6,-2.3879294,-2.2976425,"('distant', 'open')",-1.7534882,-1.7014672,0.050907284,0.039769948,-1.3635035,-1.31978,0.0437235
7,0.109118626,0.07485158,"('insensitive', 'sensitive')",0.535537,0.5923595,-0.06918425,0.006645784,0.1918238,0.224619,0.0327952
8,-1.6159365,-1.7027007,"('unaffectionate', 'affectionate')",-0.43279824,-0.5143717,0.2802753,0.21049649,-0.5894864,-0.6688587,-0.0793723
9,-1.414428,-1.5341265,"('unaffectionate', 'caring')",-0.11361401,-0.20680985,0.9039317,0.8514823,-0.2080368,-0.2964847,-0.0884479
10,-0.4220064,-0.4506787,"('unsympathetic', 'sympathetic')",-0.28233287,-0.22064954,-0.8418027,-0.85983205,-0.5153807,-0.5103868,0.0049939
11,0.37587813,0.3405009,"('unhelpful', 'helpful')",1.3327985,1.421148,1.8780794,1.947764,1.1955853,1.236471,0.0408857
12,-0.3641741,-0.25861776,"('unsupportive', 'supportive')",0.16761999,0.3248394,-2.193365,-2.094832,-0.7966398,-0.6762034,0.1204364
13,0.29994935,0.26414755,"('impolite', 'polite')",-0.026081024,0.042884517,-0.5310249,-0.47201258,-0.0857189,-0.0549935,0.0307254
14,0.92914236,0.8933396,"('antisocial', 'social')",1.0298481,1.1088033,-0.44899255,-0.41078618,0.5033326,0.5304523,0.0271197
15,0.56046623,0.4228477,"('boring', 'funny')",0.36066738,0.26531532,1.1698768,1.1231152,0.6970035,0.6037594,-0.0932441
16,-0.546081,-0.51706815,"('unpopular', 'popular')",-0.024859942,-0.07258237,1.0221491,1.0057881,0.1504027,0.1387125,-0.0116902
17,-0.42360264,-0.37153724,"('nasty', 'nice')",-0.7554481,-0.68301666,-0.09396366,-0.107719526,-0.4243381,-0.3874245,0.0369136
18,-0.66579086,-0.667791,"('disagreeable', 'welcoming')",-0.046644934,-0.0034522861,-0.4575441,-0.42507032,-0.3899933,-0.3654379,0.0245554
19,-1.2174104,-1.1455474,"('inhospitable', 'hospitable')",-1.007828,-1.0454724,-0.18325648,-0.058102045,-0.8028316,-0.7497073,0.0531243
20,0.61891323,0.60088277,"('rough', 'thoughtful')",1.0222418,1.0383217,0.6302812,0.6129533,0.7571454,0.7507192,-0.0064262
21,0.88381493,0.8250777,"('immoral', 'moral')",0.8361154,0.8146809,-0.56611276,-0.53418106,0.3846059,0.3685258,-0.0160801
22,0.37199575,0.35173187,"('untrustworthy', 'trustworthy')",-0.030738804,-0.09273103,-0.91453224,-0.9361489,-0.1910918,-0.225716,-0.0346242
23,-0.03666763,-0.096947506,"('insincere', 'sincere')",-0.046451733,-0.019105162,4.6866484,4.6499977,1.5345097,1.511315,-0.0231947
24,-0.032406576,-0.054998215,"('dishonest', 'honest')",-1.559236,-1.5219917,0.28992316,0.30959216,-0.4339065,-0.4224659,0.0114406
25,-1.2441837,-1.3085594,"('egoistic', 'altruistic')",0.28269008,0.18585116,1.5776789,1.5014554,0.2053951,0.126249,-0.0791461
