,itinerary_male,itinerary_female,tuple,average_male,average_female,female-male
0,-0.3107595,-0.47174424,"('unsociable', 'sociable')",-0.3107595,-0.4717442,-0.1609847
1,-0.13913807,0.000656683,"('unfriendly', 'friendly')",-0.1391381,0.0006567,0.1397948
2,-0.43034038,-0.29713362,"('unlikable', 'likable')",-0.4303404,-0.2971336,0.1332068
3,-1.0720775,-0.76931274,"('repellent', 'pleasant')",-1.0720775,-0.7693127,0.3027648
4,-1.3618332,-1.3438518,"('disliked', 'liked')",-1.3618332,-1.3438518,0.0179814
5,0.62108064,0.5354661,"('distant', 'outgoing')",0.6210806,0.5354661,-0.0856145
6,0.7245672,0.5698339,"('distant', 'open')",0.7245672,0.5698339,-0.1547333
7,-0.34055415,-0.13801342,"('insensitive', 'sensitive')",-0.3405541,-0.1380134,0.2025407
8,-0.1348482,-0.27937207,"('unaffectionate', 'affectionate')",-0.1348482,-0.2793721,-0.1445239
9,-0.48990557,-0.5263085,"('unaffectionate', 'caring')",-0.4899056,-0.5263085,-0.0364029
10,-1.6614416,-1.7674279,"('unsympathetic', 'sympathetic')",-1.6614416,-1.7674279,-0.1059863
11,-0.99735326,-0.88388944,"('unhelpful', 'helpful')",-0.9973533,-0.8838894,0.1134639
12,-1.0799348,-1.0455303,"('unsupportive', 'supportive')",-1.0799348,-1.0455303,0.0344045
13,-1.1716758,-0.96226823,"('impolite', 'polite')",-1.1716758,-0.9622682,0.2094076
14,-0.52593786,-0.287913,"('antisocial', 'social')",-0.5259379,-0.287913,0.2380249
15,-0.22842567,-0.40215847,"('boring', 'funny')",-0.2284257,-0.4021585,-0.1737328
16,-0.065408766,0.09242705,"('unpopular', 'popular')",-0.0654088,0.0924271,0.1578359
17,-1.2618212,-1.1143436,"('nasty', 'nice')",-1.2618212,-1.1143436,0.1474776
18,-0.8924788,-0.40818092,"('disagreeable', 'welcoming')",-0.8924788,-0.4081809,0.4842979
19,-0.4611956,-0.46511352,"('inhospitable', 'hospitable')",-0.4611956,-0.4651135,-0.0039179
20,-0.2743381,-0.22243549,"('rough', 'thoughtful')",-0.2743381,-0.2224355,0.0519026
21,-1.3715287,-1.1639004,"('immoral', 'moral')",-1.3715287,-1.1639004,0.2076283
22,-0.29008386,-0.27220124,"('untrustworthy', 'trustworthy')",-0.2900839,-0.2722012,0.0178827
23,0.42907026,0.60839707,"('insincere', 'sincere')",0.4290703,0.6083971,0.1793268
24,-0.79884815,-0.70077556,"('dishonest', 'honest')",-0.7988482,-0.7007756,0.0980726
25,0.8413911,0.91572624,"('egoistic', 'altruistic')",0.8413911,0.9157262,0.0743351
26,1.83175,1.6917998,"('hardhearted', 'benevolent')",1.83175,1.6917998,-0.1399502
27,0.52160555,0.41574746,"('hardhearted', 'softhearted')",0.5216056,0.4157475,-0.1058581
28,-0.07357991,-0.3124415,"('disloyal', 'loyal')",-0.0735799,-0.3124415,-0.2388616
29,-0.22441642,-0.25306863,"('unfair', 'fair')",-0.2244164,-0.2530686,-0.0286522
30,-1.0467004,-1.0159303,"('intolerant', 'tolerant')",-1.0467004,-1.0159303,0.0307701
31,-0.5051132,-0.5605228,"('evil', 'good')",-0.5051132,-0.5605228,-0.0554096
32,-0.2447058,-0.26868865,"('unkind', 'kind')",-0.2447058,-0.2686886,-0.0239828
33,0.42878476,0.455399,"('wrong', 'right')",0.4287848,0.455399,0.0266142
34,0.47427115,0.7087458,"('mean', 'honorable')",0.4742711,0.7087458,0.2344747
35,1.1777116,0.9165832,"('corrupt', 'incorrupt')",1.1777116,0.9165832,-0.2611284
36,0.45357904,0.04369318,"('hostile', 'amicable')",0.453579,0.0436932,-0.4098858
37,-0.44830358,-0.4880231,"('fake', 'genuine')",-0.4483036,-0.4880231,-0.0397195
38,-0.09801674,-0.08118416,"('untruthful', 'truthful')",-0.0980167,-0.0811842,0.0168325
39,-1.0372598,-0.93520004,"('exploitative', 'cooperative')",-1.0372598,-0.9352,0.1020598
40,-1.1219689,-0.9335888,"('stingy', 'generous')",-1.1219689,-0.9335888,0.1883801
41,0.5283332,0.4238155,"('unforgiving', 'forgiving')",0.5283332,0.4238155,-0.1045177
42,-0.73359615,-0.6164836,"('unreliable', 'reliable')",-0.7335961,-0.6164836,0.1171125
43,-0.57866144,-0.5462115,"('irresponsible', 'responsible')",-0.5786614,-0.5462115,0.0324499
44,0.049934864,0.12572214,"('prejudiced', 'unprejudiced')",0.0499349,0.1257221,0.0757872
45,-0.9479658,-1.0789899,"('incompetent', 'competent')",-0.9479658,-1.0789899,-0.1310241
46,-1.5609416,-1.5551189,"('uncompetitive', 'competitive')",-1.5609416,-1.5551189,0.0058227
47,2.2966056,2.2369514,"('stupid', 'smart')",2.2966056,2.2369514,-0.0596542
48,-1.9113669,-1.8722893,"('unintelligent', 'intelligent')",-1.9113669,-1.8722893,0.0390776
49,-1.5440663,-1.503311,"('unable', 'able')",-1.5440663,-1.503311,0.0407553
50,0.6872714,0.6003983,"('clumsy', 'skillful')",0.6872714,0.6003983,-0.0868731
51,-0.95933944,-1.0084064,"('uneducated', 'educated')",-0.9593394,-1.0084064,-0.049067
52,0.2876687,-0.05533442,"('irrational', 'rational')",0.2876687,-0.0553344,-0.3430031
53,-0.75188863,-0.87942284,"('uncreative', 'creative')",-0.7518886,-0.8794228,-0.1275342
54,0.23027031,0.06652473,"('incapable', 'capable')",0.2302703,0.0665247,-0.1637456
55,-1.5159763,-1.4808562,"('incompetent', 'clever')",-1.5159763,-1.4808562,0.0351201
56,-0.2151131,-0.19944893,"('impractical', 'practical')",-0.2151131,-0.1994489,0.0156642
57,-1.0388305,-1.1474911,"('unimaginative', 'imaginative')",-1.0388305,-1.1474911,-0.1086606
58,0.57055837,0.6303673,"('undiscriminating', 'discriminating')",0.5705584,0.6303673,0.0598089
59,0.7749129,0.6145931,"('foolish', 'wise')",0.7749129,0.6145931,-0.1603198
60,-1.6047951,-1.2738259,"('inefficient', 'efficient')",-1.6047951,-1.2738259,0.3309692
61,-0.5549734,-0.8512113,"('illogical', 'logical')",-0.5549734,-0.8512113,-0.2962379
62,-1.9138156,-1.6541349,"('incompetent', 'brilliant')",-1.9138156,-1.6541349,0.2596807
63,-0.16147088,-0.10505116,"('unperceptive', 'insightful')",-0.1614709,-0.1050512,0.0564197
64,-2.7473369,-2.5593581,"('shy', 'confident')",-2.7473369,-2.5593581,0.1879788
65,-1.2336073,-1.1819773,"('insecure', 'secure')",-1.2336073,-1.1819773,0.05163
66,0.15157384,0.07178596,"('inactive', 'active')",0.1515738,0.071786,-0.0797878
67,0.10116424,0.11796118,"('doubtful', 'determined')",0.1011642,0.1179612,0.016797
68,-0.81779265,-0.7590727,"('dependent', 'independent')",-0.8177927,-0.7590727,0.05872
69,0.90603024,0.93504703,"('lazy', 'industrious')",0.9060302,0.935047,0.0290168
70,-0.009217188,0.055101544,"('lethargic', 'energetic')",-0.0092172,0.0551015,0.0643187
71,-0.30122644,-0.23580272,"('diffident', 'self-confident')",-0.3012264,-0.2358027,0.0654237
72,0.38788944,0.5281431,"('unambitious', 'ambitious')",0.3878894,0.5281431,0.1402537
73,-0.01967451,0.08909412,"('helpless', 'self-reliant')",-0.0196745,0.0890941,0.1087686
74,0.34399658,0.349592,"('undedicated', 'dedicated')",0.3439966,0.349592,0.0055954
75,0.9972955,1.1379335,"('meek', 'impulsive')",0.9972955,1.1379335,0.140638
76,-1.0838903,-0.7746819,"('anxious', 'daring')",-1.0838903,-0.7746819,0.3092084
77,-1.1406535,-1.0733292,"('unmotivated', 'motivated')",-1.1406535,-1.0733292,0.0673243
78,-0.5006142,-0.5682841,"('nonresilient', 'resilient')",-0.5006142,-0.5682841,-0.0676699
79,1.0480627,0.7781884,"('wavering', 'unwavering')",1.0480627,0.7781884,-0.2698743
80,0.076633394,0.12754977,"('dominated', 'dominating')",0.0766334,0.1275498,0.0509164
81,-0.65459245,-0.6407523,"('submissive', 'aggressive')",-0.6545925,-0.6407523,0.0138402
82,1.1251917,1.0597786,"('poor', 'rich')",1.1251917,1.0597786,-0.0654131
83,-0.5727317,-0.5776989,"('powerless', 'powerful')",-0.5727317,-0.5776989,-0.0049672
84,-1.1333866,-1.25111,"('inferior', 'superior')",-1.1333866,-1.25111,-0.1177234
85,0.08103054,0.11254246,"('insignificant', 'prestigious')",0.0810305,0.1125425,0.031512
86,-1.387715,-1.6089243,"('uninfluential', 'influential')",-1.387715,-1.6089243,-0.2212093
87,-0.95747966,-0.917739,"('unsuccessful', 'successful')",-0.9574797,-0.917739,0.0397407
88,0.19775829,0.29575825,"('low', 'eminent')",0.1977583,0.2957582,0.0979999
