,cbre_male,cbre_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.4381119,-0.6583221,"('unsociable', 'sociable')",0.9540616,0.683077,-0.23501164,-0.38657385,0.093646,-0.1206063,-0.2142523
1,-0.60243696,-0.75505257,"('unfriendly', 'friendly')",-0.81081474,-0.9205158,1.5248003,1.3806059,0.0371829,-0.0983208,-0.1355037
2,1.4400676,1.4629724,"('unlikable', 'likable')",1.753043,1.7644231,0.89653903,1.0095649,1.3632166,1.4123201,0.0491035
3,-0.41425756,-0.34823364,"('repellent', 'pleasant')",0.77324516,0.9008734,0.08710926,0.22390646,0.148699,0.2588487,0.1101497
4,0.4540398,0.32253525,"('disliked', 'liked')",0.026957091,-0.16127762,-5.949593,-5.9630756,-1.8228653,-1.9339393,-0.111074
5,-0.7478328,-0.6699172,"('distant', 'outgoing')",-2.4424653,-2.2711415,-0.31259272,-0.2948455,-1.1676303,-1.0786347,0.0889956
6,-0.85617447,-0.80840987,"('distant', 'open')",-2.7983978,-2.6255045,-0.033759706,-0.049843833,-1.2294439,-1.1612527,0.0681912
7,0.26880878,0.24587059,"('insensitive', 'sensitive')",0.39719248,0.4379239,0.67927897,0.74791884,0.4484267,0.4772378,0.0288111
8,-0.6839529,-0.7630589,"('unaffectionate', 'affectionate')",-0.9466412,-0.97018254,0.27143577,0.16932482,-0.4530528,-0.5213056,-0.0682528
9,0.05211063,-0.030280817,"('unaffectionate', 'caring')",-0.5613135,-0.5961924,0.9766456,0.9418668,0.1558142,0.1051312,-0.050683
10,-0.758544,-0.7925945,"('unsympathetic', 'sympathetic')",0.3668817,0.3294929,-0.24076217,-0.27141714,-0.2108082,-0.2448396,-0.0340314
11,0.5509657,0.56933457,"('unhelpful', 'helpful')",0.48803997,0.42184508,2.2471645,2.1956983,1.0953901,1.0622927,-0.0330974
12,0.7399886,0.8010437,"('unsupportive', 'supportive')",0.61739403,0.7570885,-1.6878694,-1.6059246,-0.1101623,-0.0159308,0.0942315
13,0.14995955,0.14348963,"('impolite', 'polite')",0.53134096,0.49459374,0.11396582,0.14621085,0.2650888,0.2614314,-0.0036574
14,0.32897812,0.23951109,"('antisocial', 'social')",2.2804012,2.2554555,-0.18969163,-0.21198297,0.8065626,0.7609945,-0.0455681
15,0.96299857,0.86206067,"('boring', 'funny')",-0.6751476,-0.76245093,0.80881196,0.73243225,0.3655543,0.2773473,-0.088207
16,0.19237974,0.12008013,"('unpopular', 'popular')",-0.068375066,-0.13155484,0.6588931,0.6541087,0.2609659,0.2142113,-0.0467546
17,0.5232401,0.562138,"('nasty', 'nice')",-0.31764668,-0.3114041,-0.15520078,-0.18012743,0.0167975,0.0235355,0.006738
18,-0.21402772,-0.27945364,"('disagreeable', 'welcoming')",-0.62568915,-0.5575989,-0.30429327,-0.31658208,-0.3813367,-0.3845448,-0.0032081
19,0.008725382,-0.019125853,"('inhospitable', 'hospitable')",-1.539185,-1.6490734,-0.08029285,-0.09405707,-0.5369175,-0.5874188,-0.0505013
20,0.047648355,0.050769653,"('rough', 'thoughtful')",1.4283987,1.4355642,0.89209175,0.891376,0.7893796,0.79257,0.0031904
21,0.055245712,0.043823857,"('immoral', 'moral')",0.998621,0.9615264,-0.6267255,-0.5418402,0.1423804,0.1545033,0.0121229
22,0.14650318,0.10636331,"('untrustworthy', 'trustworthy')",0.7774244,0.744397,-1.0376548,-1.071989,-0.0379091,-0.0737429,-0.0358338
23,-0.1675024,-0.21580936,"('insincere', 'sincere')",0.58748937,0.5991997,5.989266,5.8392034,2.1364177,2.0741979,-0.0622198
24,0.33581388,0.31278774,"('dishonest', 'honest')",-0.09236403,0.018899754,0.81217915,0.7901064,0.3518763,0.3739313,0.022055
25,0.071107805,0.074305445,"('egoistic', 'altruistic')",-0.71389747,-0.75003576,1.235386,1.1757572,0.1975321,0.1666756,-0.0308565
26,0.34838492,0.28443986,"('hardhearted', 'benevolent')",0.95568657,0.9251198,1.5132372,1.4337851,0.9391029,0.881115,-0.0579879
27,-0.5628297,-0.45904538,"('hardhearted', 'softhearted')",-1.0958533,-0.96817404,1.0020722,0.99311787,-0.2188703,-0.1447005,0.0741698
28,-0.16634446,-0.3339885,"('disloyal', 'loyal')",0.4577455,0.26782355,0.9868983,0.73671365,0.4260998,0.2235162,-0.2025836
29,0.09333877,0.07765336,"('unfair', 'fair')",-0.35771155,-0.38453898,-0.733457,-0.9163426,-0.3326099,-0.4077427,-0.0751328
30,0.93945545,0.86772525,"('intolerant', 'tolerant')",1.2137157,1.1346786,1.6921743,1.6405048,1.2817818,1.2143029,-0.0674789
31,-0.39003074,-0.33715144,"('evil', 'good')",-1.7001641,-1.6500969,-1.3612113,-1.4187962,-1.1504687,-1.1353482,0.0151205
32,0.5609502,0.5206235,"('unkind', 'kind')",1.2762814,1.2079271,1.1095539,1.0197858,0.9822618,0.9161121,-0.0661497
33,1.02497,0.9436624,"('wrong', 'right')",-0.8245708,-0.76515573,-0.47531986,-0.47563815,-0.0916402,-0.0990438,-0.0074036
