,glider_male,glider_female,tuple,average_male,average_female,female-male
0,-0.13602524,-0.31665114,"('unsociable', 'sociable')",-0.1360252,-0.3166511,-0.1806259
1,0.9697601,1.0584608,"('unfriendly', 'friendly')",0.9697601,1.0584608,0.0887007
2,-0.04995612,0.019529724,"('unlikable', 'likable')",-0.0499561,0.0195297,0.0694858
3,0.20957504,0.24756059,"('repellent', 'pleasant')",0.209575,0.2475606,0.0379856
4,-7.688204,-7.7764764,"('disliked', 'liked')",-7.6882038,-7.7764764,-0.0882726
5,-0.63399047,-0.50908715,"('distant', 'outgoing')",-0.6339905,-0.5090871,0.1249034
6,-0.28799754,-0.13082969,"('distant', 'open')",-0.2879975,-0.1308297,0.1571678
7,0.80910075,0.81696206,"('insensitive', 'sensitive')",0.8091007,0.8169621,0.0078614
8,1.2663237,1.2903881,"('unaffectionate', 'affectionate')",1.2663237,1.2903881,0.0240644
9,1.8616452,1.8502007,"('unaffectionate', 'caring')",1.8616452,1.8502007,-0.0114445
10,0.9218376,0.8301711,"('unsympathetic', 'sympathetic')",0.9218376,0.8301711,-0.0916665
11,1.5209274,1.4797717,"('unhelpful', 'helpful')",1.5209274,1.4797717,-0.0411557
12,-1.7071205,-1.7839069,"('unsupportive', 'supportive')",-1.7071205,-1.7839069,-0.0767864
13,-0.32112935,-0.5074522,"('impolite', 'polite')",-0.3211294,-0.5074522,-0.1863228
14,-0.051007267,-0.1722774,"('antisocial', 'social')",-0.0510073,-0.1722774,-0.1212701
15,0.40737554,0.34305876,"('boring', 'funny')",0.4073755,0.3430588,-0.0643167
16,-0.7635417,-0.6178607,"('unpopular', 'popular')",-0.7635417,-0.6178607,0.145681
17,-0.4161174,-0.43203872,"('nasty', 'nice')",-0.4161174,-0.4320387,-0.0159213
18,-0.43230522,-0.4220712,"('disagreeable', 'welcoming')",-0.4323052,-0.4220712,0.010234
19,-0.7732499,-0.6521705,"('inhospitable', 'hospitable')",-0.7732499,-0.6521705,0.1210794
20,0.9487905,0.9320965,"('rough', 'thoughtful')",0.9487905,0.9320965,-0.016694
21,-0.22246303,-0.30971614,"('immoral', 'moral')",-0.222463,-0.3097161,-0.0872531
22,-0.7503738,-0.83337396,"('untrustworthy', 'trustworthy')",-0.7503738,-0.833374,-0.0830002
23,6.297148,6.3661423,"('insincere', 'sincere')",6.2971482,6.3661423,0.0689941
24,1.45462,1.3352752,"('dishonest', 'honest')",1.45462,1.3352752,-0.1193448
25,0.855518,0.8563747,"('egoistic', 'altruistic')",0.855518,0.8563747,0.0008567
26,0.7651691,0.71029526,"('hardhearted', 'benevolent')",0.7651691,0.7102953,-0.0548738
27,1.529954,1.4795281,"('hardhearted', 'softhearted')",1.529954,1.4795281,-0.0504259
28,0.9886733,0.91814095,"('disloyal', 'loyal')",0.9886733,0.9181409,-0.0705324
29,-0.7227318,-0.75461143,"('unfair', 'fair')",-0.7227318,-0.7546114,-0.0318796
30,1.2038063,1.0700611,"('intolerant', 'tolerant')",1.2038063,1.0700611,-0.1337452
31,-1.3067313,-1.1349543,"('evil', 'good')",-1.3067313,-1.1349543,0.171777
32,0.5442809,0.4563513,"('unkind', 'kind')",0.5442809,0.4563513,-0.0879296
33,-0.115825705,-0.15757547,"('wrong', 'right')",-0.1158257,-0.1575755,-0.0417498
34,4.5102863,4.6736407,"('mean', 'honorable')",4.5102863,4.6736407,0.1633544
35,-0.33091483,-0.45269167,"('corrupt', 'incorrupt')",-0.3309148,-0.4526917,-0.1217769
36,-0.38648915,-0.3784874,"('hostile', 'amicable')",-0.3864892,-0.3784874,0.0080018
37,0.8203149,0.8141489,"('fake', 'genuine')",0.8203149,0.8141489,-0.006166
38,-0.22893295,-0.24908039,"('untruthful', 'truthful')",-0.2289329,-0.2490804,-0.0201475
39,0.92343175,0.76309806,"('exploitative', 'cooperative')",0.9234318,0.7630981,-0.1603337
40,-1.7905269,-1.8194555,"('stingy', 'generous')",-1.7905269,-1.8194555,-0.0289286
41,0.30140623,0.17853582,"('unforgiving', 'forgiving')",0.3014062,0.1785358,-0.1228704
42,-3.1778135,-3.126838,"('unreliable', 'reliable')",-3.1778135,-3.126838,0.0509755
43,0.868367,0.814673,"('irresponsible', 'responsible')",0.868367,0.814673,-0.053694
44,-1.1416956,-1.0779985,"('prejudiced', 'unprejudiced')",-1.1416956,-1.0779985,0.0636971
45,-0.042305678,-0.048923545,"('incompetent', 'competent')",-0.0423057,-0.0489235,-0.0066178
46,-1.0463351,-1.1920264,"('uncompetitive', 'competitive')",-1.0463351,-1.1920264,-0.1456913
47,5.0039954,5.1643353,"('stupid', 'smart')",5.0039954,5.1643353,0.1603399
48,0.6380146,0.50760585,"('unintelligent', 'intelligent')",0.6380146,0.5076059,-0.1304087
49,0.1530974,0.18935864,"('unable', 'able')",0.1530974,0.1893586,0.0362612
50,-0.2901037,-0.27236313,"('clumsy', 'skillful')",-0.2901037,-0.2723631,0.0177406
51,0.4112013,0.28692502,"('uneducated', 'educated')",0.4112013,0.286925,-0.1242763
52,-0.38765877,-0.40477145,"('irrational', 'rational')",-0.3876588,-0.4047714,-0.0171126
53,-0.21161827,-0.2150785,"('uncreative', 'creative')",-0.2116183,-0.2150785,-0.0034602
54,1.0336634,1.1504866,"('incapable', 'capable')",1.0336634,1.1504866,0.1168232
55,0.64664257,0.6275866,"('incompetent', 'clever')",0.6466426,0.6275866,-0.019056
56,0.49592853,0.36424828,"('impractical', 'practical')",0.4959285,0.3642483,-0.1316802
57,-3.1995733,-3.1584349,"('unimaginative', 'imaginative')",-3.1995733,-3.1584349,0.0411384
58,0.03624229,0.09433466,"('undiscriminating', 'discriminating')",0.0362423,0.0943347,0.0580924
59,-0.3802003,-0.2844356,"('foolish', 'wise')",-0.3802003,-0.2844356,0.0957647
60,0.74162316,0.6157986,"('inefficient', 'efficient')",0.7416232,0.6157986,-0.1258246
61,0.28914818,0.13698941,"('illogical', 'logical')",0.2891482,0.1369894,-0.1521588
62,0.23036298,0.27754742,"('incompetent', 'brilliant')",0.230363,0.2775474,0.0471844
63,-0.18195714,-0.1572245,"('unperceptive', 'insightful')",-0.1819571,-0.1572245,0.0247326
64,-6.3121085,-6.4659314,"('shy', 'confident')",-6.3121085,-6.4659314,-0.1538229
65,0.26615104,0.17166574,"('insecure', 'secure')",0.266151,0.1716657,-0.0944853
66,-0.43793488,-0.36863428,"('inactive', 'active')",-0.4379349,-0.3686343,0.0693006
67,-0.01935352,0.0031681368,"('doubtful', 'determined')",-0.0193535,0.0031681,0.0225216
68,-1.0691777,-0.99165267,"('dependent', 'independent')",-1.0691777,-0.9916527,0.077525
69,-1.7505895,-1.7245042,"('lazy', 'industrious')",-1.7505895,-1.7245042,0.0260853
