,ketch_male,ketch_female,tuple,average_male,average_female,female-male
0,-0.6475421,-0.8027954,"('unsociable', 'sociable')",-0.6475421,-0.8027954,-0.1552533
1,-0.5603655,-0.71116644,"('unfriendly', 'friendly')",-0.5603655,-0.7111664,-0.1508009
2,0.46693158,0.4900459,"('unlikable', 'likable')",0.4669316,0.4900459,0.0231143
3,-0.9582353,-0.86244845,"('repellent', 'pleasant')",-0.9582353,-0.8624485,0.0957868
4,-1.7191194,-1.6994381,"('disliked', 'liked')",-1.7191194,-1.6994381,0.0196813
5,-0.6971109,-0.768909,"('distant', 'outgoing')",-0.6971109,-0.768909,-0.0717981
6,-0.8359566,-0.8829292,"('distant', 'open')",-0.8359566,-0.8829292,-0.0469726
7,-0.34597397,-0.33582377,"('insensitive', 'sensitive')",-0.345974,-0.3358238,0.0101502
8,-0.37986234,-0.5268511,"('unaffectionate', 'affectionate')",-0.3798623,-0.5268511,-0.1469888
9,-0.5783067,-0.7319041,"('unaffectionate', 'caring')",-0.5783067,-0.7319041,-0.1535974
10,-0.70538425,-0.678967,"('unsympathetic', 'sympathetic')",-0.7053843,-0.678967,0.0264173
11,0.05933459,0.07916351,"('unhelpful', 'helpful')",0.0593346,0.0791635,0.0198289
12,-0.9775219,-0.89062876,"('unsupportive', 'supportive')",-0.9775219,-0.8906288,0.0868931
13,-0.5571337,-0.6065766,"('impolite', 'polite')",-0.5571337,-0.6065766,-0.0494429
14,0.20500582,0.06500329,"('antisocial', 'social')",0.2050058,0.0650033,-0.1400025
15,0.9761756,0.85070866,"('boring', 'funny')",0.9761756,0.8507087,-0.1254669
16,-0.5540371,-0.5139215,"('unpopular', 'popular')",-0.5540371,-0.5139215,0.0401156
17,-0.09414648,-0.11448704,"('nasty', 'nice')",-0.0941465,-0.114487,-0.0203405
18,-0.10051248,-0.16046521,"('disagreeable', 'welcoming')",-0.1005125,-0.1604652,-0.0599527
19,-1.6147796,-1.5600891,"('inhospitable', 'hospitable')",-1.6147796,-1.5600891,0.0546905
20,0.15941109,0.1726069,"('rough', 'thoughtful')",0.1594111,0.1726069,0.0131958
21,-0.5941071,-0.4930636,"('immoral', 'moral')",-0.5941071,-0.4930636,0.1010435
22,0.070645615,0.115011424,"('untrustworthy', 'trustworthy')",0.0706456,0.1150114,0.0443658
23,1.1599095,1.1413455,"('insincere', 'sincere')",1.1599095,1.1413455,-0.018564
24,-0.0139839575,-0.12402587,"('dishonest', 'honest')",-0.013984,-0.1240259,-0.1100419
25,-0.16276896,-0.20860307,"('egoistic', 'altruistic')",-0.162769,-0.2086031,-0.0458341
26,0.2436539,0.07837617,"('hardhearted', 'benevolent')",0.2436539,0.0783762,-0.1652777
27,0.7936158,0.65875363,"('hardhearted', 'softhearted')",0.7936158,0.6587536,-0.1348622
28,-0.3240856,-0.43752807,"('disloyal', 'loyal')",-0.3240856,-0.4375281,-0.1134425
29,-0.6083642,-0.6648763,"('unfair', 'fair')",-0.6083642,-0.6648763,-0.0565121
30,0.34613135,0.29260677,"('intolerant', 'tolerant')",0.3461314,0.2926068,-0.0535246
31,-0.8626883,-0.7424972,"('evil', 'good')",-0.8626883,-0.7424972,0.1201911
32,-0.015214771,-0.19597414,"('unkind', 'kind')",-0.0152148,-0.1959741,-0.1807593
33,0.35921076,0.29546824,"('wrong', 'right')",0.3592108,0.2954682,-0.0637426
34,1.0847466,1.2565285,"('mean', 'honorable')",1.0847466,1.2565285,0.1717819
35,0.053289015,-0.10135156,"('corrupt', 'incorrupt')",0.053289,-0.1013516,-0.1546406
36,-0.21366894,-0.2668412,"('hostile', 'amicable')",-0.2136689,-0.2668412,-0.0531723
37,-0.16487418,-0.23252481,"('fake', 'genuine')",-0.1648742,-0.2325248,-0.0676506
38,-0.73856205,-0.71527714,"('untruthful', 'truthful')",-0.738562,-0.7152771,0.0232849
39,1.0902845,1.1150773,"('exploitative', 'cooperative')",1.0902845,1.1150773,0.0247928
40,-0.49019897,-0.587043,"('stingy', 'generous')",-0.490199,-0.587043,-0.096844
41,0.53687096,0.5664162,"('unforgiving', 'forgiving')",0.536871,0.5664162,0.0295452
42,-0.60332376,-0.5988684,"('unreliable', 'reliable')",-0.6033238,-0.5988684,0.0044554
43,-0.5527367,-0.5231949,"('irresponsible', 'responsible')",-0.5527367,-0.5231949,0.0295418
44,0.32318068,0.33651343,"('prejudiced', 'unprejudiced')",0.3231807,0.3365134,0.0133327
