,art_male,art_female,tuple,average_male,average_female,female-male
0,-0.6879724,-0.71139646,"('unsociable', 'sociable')",-0.6879724,-0.7113965,-0.0234241
1,1.4048291,1.4214534,"('unfriendly', 'friendly')",1.4048291,1.4214534,0.0166243
2,0.4600605,0.6751371,"('unlikable', 'likable')",0.4600605,0.6751371,0.2150766
3,0.26726007,0.46595782,"('repellent', 'pleasant')",0.2672601,0.4659578,0.1986977
4,-7.1528234,-7.0199304,"('disliked', 'liked')",-7.1528234,-7.0199304,0.132893
5,0.11790125,0.2259705,"('distant', 'outgoing')",0.1179013,0.2259705,0.1080692
6,0.47541502,0.56259453,"('distant', 'open')",0.475415,0.5625945,0.0871795
7,0.74802506,0.89923966,"('insensitive', 'sensitive')",0.7480251,0.8992397,0.1512146
8,1.4670552,1.4919773,"('unaffectionate', 'affectionate')",1.4670552,1.4919773,0.0249221
9,1.8718548,2.017687,"('unaffectionate', 'caring')",1.8718548,2.0176871,0.1458323
10,0.44500473,0.6058951,"('unsympathetic', 'sympathetic')",0.4450047,0.6058951,0.1608904
11,1.8709213,1.9855899,"('unhelpful', 'helpful')",1.8709213,1.9855899,0.1146686
12,-1.3551223,-1.1578788,"('unsupportive', 'supportive')",-1.3551223,-1.1578788,0.1972435
13,-0.3018958,-0.3303976,"('impolite', 'polite')",-0.3018958,-0.3303976,-0.0285018
14,-0.277868,-0.24657495,"('antisocial', 'social')",-0.277868,-0.246575,0.031293
15,0.5159658,0.47335672,"('boring', 'funny')",0.5159658,0.4733567,-0.0426091
16,-0.49516454,-0.3646302,"('unpopular', 'popular')",-0.4951645,-0.3646302,0.1305343
17,-0.12543932,-0.13274193,"('nasty', 'nice')",-0.1254393,-0.1327419,-0.0073026
18,-0.45587352,-0.35408714,"('disagreeable', 'welcoming')",-0.4558735,-0.3540871,0.1017864
19,-0.0043617077,0.06690179,"('inhospitable', 'hospitable')",-0.0043617,0.0669018,0.0712635
20,0.60959435,0.44135803,"('rough', 'thoughtful')",0.6095943,0.441358,-0.1682363
21,-0.25788876,-0.1208652,"('immoral', 'moral')",-0.2578888,-0.1208652,0.1370236
22,-0.67778105,-0.53922313,"('untrustworthy', 'trustworthy')",-0.677781,-0.5392231,0.1385579
23,6.2495074,6.336336,"('insincere', 'sincere')",6.2495074,6.3363361,0.0868287
24,1.782954,1.865195,"('dishonest', 'honest')",1.782954,1.865195,0.082241
25,0.53041285,0.42303205,"('egoistic', 'altruistic')",0.5304129,0.423032,-0.1073809
26,0.24516825,0.17855346,"('hardhearted', 'benevolent')",0.2451683,0.1785535,-0.0666148
27,1.2923371,1.2415979,"('hardhearted', 'softhearted')",1.2923371,1.2415979,-0.0507392
28,1.0140623,1.0512533,"('disloyal', 'loyal')",1.0140623,1.0512533,0.037191
29,-0.14596549,-0.21829873,"('unfair', 'fair')",-0.1459655,-0.2182987,-0.0723332
30,0.72310406,0.6774513,"('intolerant', 'tolerant')",0.7231041,0.6774513,-0.0456528
31,-1.0363973,-0.9570812,"('evil', 'good')",-1.0363973,-0.9570812,0.0793161
32,0.9876924,0.9714252,"('unkind', 'kind')",0.9876924,0.9714252,-0.0162672
33,-0.093309954,-0.060782876,"('wrong', 'right')",-0.09331,-0.0607829,0.0325271
34,4.501913,4.587599,"('mean', 'honorable')",4.5019131,4.5875988,0.0856857
35,-0.5295912,-0.575722,"('corrupt', 'incorrupt')",-0.5295912,-0.575722,-0.0461308
