,sculpting_male,sculpting_female,tuple,average_male,average_female,female-male
0,-1.7984811,-1.8319024,"('unsociable', 'sociable')",-1.7984811,-1.8319024,-0.0334213
1,0.0085678175,-0.15121052,"('unfriendly', 'friendly')",0.0085678,-0.1512105,-0.1597783
2,0.500096,0.54609716,"('unlikable', 'likable')",0.500096,0.5460972,0.0460012
3,-1.0711216,-0.9623453,"('repellent', 'pleasant')",-1.0711216,-0.9623453,0.1087763
4,-0.9311999,-0.97625345,"('disliked', 'liked')",-0.9311999,-0.9762534,-0.0450535
5,0.3737724,0.3390101,"('distant', 'outgoing')",0.3737724,0.3390101,-0.0347623
6,0.08106968,0.012091786,"('distant', 'open')",0.0810697,0.0120918,-0.0689779
7,-0.97411937,-0.9715125,"('insensitive', 'sensitive')",-0.9741194,-0.9715125,0.0026069
8,-0.5771331,-0.74373037,"('unaffectionate', 'affectionate')",-0.5771331,-0.7437304,-0.1665973
9,-0.63255364,-0.76493543,"('unaffectionate', 'caring')",-0.6325536,-0.7649354,-0.1323818
10,-2.2397537,-2.2672956,"('unsympathetic', 'sympathetic')",-2.2397537,-2.2672956,-0.0275419
11,-0.89703876,-0.8590874,"('unhelpful', 'helpful')",-0.8970388,-0.8590874,0.0379514
12,-1.8102432,-1.8191639,"('unsupportive', 'supportive')",-1.8102432,-1.8191639,-0.0089207
13,-1.5717397,-1.553522,"('impolite', 'polite')",-1.5717397,-1.553522,0.0182177
14,-1.2138478,-1.1680421,"('antisocial', 'social')",-1.2138478,-1.1680421,0.0458057
15,0.6299733,0.5750976,"('boring', 'funny')",0.6299733,0.5750976,-0.0548757
16,0.05586359,0.12042079,"('unpopular', 'popular')",0.0558636,0.1204208,0.0645572
17,-0.22027048,-0.1711964,"('nasty', 'nice')",-0.2202705,-0.1711964,0.0490741
18,-0.6492708,-0.6572206,"('disagreeable', 'welcoming')",-0.6492708,-0.6572206,-0.0079498
19,-0.33150622,-0.34413826,"('inhospitable', 'hospitable')",-0.3315062,-0.3441383,-0.0126321
20,0.38290024,0.41323295,"('rough', 'thoughtful')",0.3829002,0.413233,0.0303328
21,-0.8507005,-0.7483217,"('immoral', 'moral')",-0.8507005,-0.7483217,0.1023788
22,-0.9012295,-0.8962763,"('untrustworthy', 'trustworthy')",-0.9012295,-0.8962763,0.0049532
23,0.7364019,0.6974212,"('insincere', 'sincere')",0.7364019,0.6974212,-0.0389807
