,strudel_male,strudel_female,tuple,average_male,average_female,female-male
0,-0.84034836,-0.9193077,"('unsociable', 'sociable')",-0.8403484,-0.9193077,-0.0789593
1,-1.6181183,-1.7380899,"('unfriendly', 'friendly')",-1.6181183,-1.7380899,-0.1199716
2,-0.29649287,-0.29216257,"('unlikable', 'likable')",-0.2964929,-0.2921626,0.0043303
3,-0.8181306,-0.7333212,"('repellent', 'pleasant')",-0.8181306,-0.7333212,0.0848094
4,-1.849962,-1.8955047,"('disliked', 'liked')",-1.849962,-1.8955047,-0.0455427
5,-1.229903,-1.2700224,"('distant', 'outgoing')",-1.229903,-1.2700224,-0.0401194
6,-1.3449576,-1.3872539,"('distant', 'open')",-1.3449576,-1.3872539,-0.0422963
7,-0.34618732,-0.29113543,"('insensitive', 'sensitive')",-0.3461873,-0.2911354,0.0550519
8,-0.5763427,-0.6721926,"('unaffectionate', 'affectionate')",-0.5763427,-0.6721926,-0.0958499
9,-1.2559178,-1.3148311,"('unaffectionate', 'caring')",-1.2559178,-1.3148311,-0.0589133
10,-0.87045985,-0.8103877,"('unsympathetic', 'sympathetic')",-0.8704599,-0.8103877,0.0600722
11,-0.3421426,-0.2997982,"('unhelpful', 'helpful')",-0.3421426,-0.2997982,0.0423444
12,-1.8142314,-1.7797215,"('unsupportive', 'supportive')",-1.8142314,-1.7797215,0.0345099
13,-0.35725293,-0.38428688,"('impolite', 'polite')",-0.3572529,-0.3842869,-0.027034
14,0.5231293,0.49092013,"('antisocial', 'social')",0.5231293,0.4909201,-0.0322092
15,0.3390013,0.29416543,"('boring', 'funny')",0.3390013,0.2941654,-0.0448359
16,-0.32919452,-0.32672116,"('unpopular', 'popular')",-0.3291945,-0.3267212,0.0024733
17,-0.6002899,-0.5155568,"('nasty', 'nice')",-0.6002899,-0.5155568,0.0847331
18,-0.981458,-1.0230469,"('disagreeable', 'welcoming')",-0.981458,-1.0230469,-0.0415889
19,-0.49605834,-0.42463663,"('inhospitable', 'hospitable')",-0.4960583,-0.4246366,0.0714217
20,0.27052066,0.21004881,"('rough', 'thoughtful')",0.2705207,0.2100488,-0.0604719
21,-0.1416764,-0.06932389,"('immoral', 'moral')",-0.1416764,-0.0693239,0.0723525
22,-0.28465867,-0.3103092,"('untrustworthy', 'trustworthy')",-0.2846587,-0.3103092,-0.0256505
23,0.8064511,0.77916354,"('insincere', 'sincere')",0.8064511,0.7791635,-0.0272876
24,-0.77602863,-0.81763345,"('dishonest', 'honest')",-0.7760286,-0.8176335,-0.0416049
25,-0.33392766,-0.3638985,"('egoistic', 'altruistic')",-0.3339277,-0.3638985,-0.0299708
26,-0.41197336,-0.5353173,"('hardhearted', 'benevolent')",-0.4119734,-0.5353173,-0.1233439
27,-0.10209566,-0.24083626,"('hardhearted', 'softhearted')",-0.1020957,-0.2408363,-0.1387406
28,-0.750792,-0.81536317,"('disloyal', 'loyal')",-0.750792,-0.8153632,-0.0645712
29,-0.7916311,-0.84717625,"('unfair', 'fair')",-0.7916311,-0.8471763,-0.0555452
30,0.23669198,0.23340501,"('intolerant', 'tolerant')",0.236692,0.233405,-0.003287
31,-1.5736245,-1.5435617,"('evil', 'good')",-1.5736245,-1.5435617,0.0300628
32,-0.6005577,-0.7196753,"('unkind', 'kind')",-0.6005577,-0.7196753,-0.1191176
33,-0.28658918,-0.34079236,"('wrong', 'right')",-0.2865892,-0.3407924,-0.0542032
34,0.7090913,0.8655393,"('mean', 'honorable')",0.7090913,0.8655393,0.156448
35,-0.121448874,-0.21297973,"('corrupt', 'incorrupt')",-0.1214489,-0.2129797,-0.0915308
36,-0.994812,-1.0447459,"('hostile', 'amicable')",-0.994812,-1.0447459,-0.0499339
37,0.023521252,0.03480042,"('fake', 'genuine')",0.0235213,0.0348004,0.0112791
38,-0.89075637,-0.90455693,"('untruthful', 'truthful')",-0.8907564,-0.9045569,-0.0138005
39,0.41802406,0.4408226,"('exploitative', 'cooperative')",0.4180241,0.4408226,0.0227985
40,-1.6087693,-1.6999305,"('stingy', 'generous')",-1.6087693,-1.6999305,-0.0911612
41,-1.0178347,-1.0037483,"('unforgiving', 'forgiving')",-1.0178347,-1.0037483,0.0140864
42,-0.49557906,-0.38133985,"('unreliable', 'reliable')",-0.4955791,-0.3813398,0.1142393
43,-0.66506636,-0.6635008,"('irresponsible', 'responsible')",-0.6650664,-0.6635008,0.0015656
44,-0.09861438,-0.07474277,"('prejudiced', 'unprejudiced')",-0.0986144,-0.0747428,0.0238716
45,-0.5260502,-0.49542156,"('incompetent', 'competent')",-0.5260502,-0.4954216,0.0306286
46,-0.34998533,-0.35264245,"('uncompetitive', 'competitive')",-0.3499853,-0.3526424,-0.0026571
47,1.8917246,1.9275647,"('stupid', 'smart')",1.8917246,1.9275647,0.0358401
48,-0.61136043,-0.57904166,"('unintelligent', 'intelligent')",-0.6113604,-0.5790417,0.0323187
49,-0.39219266,-0.32638168,"('unable', 'able')",-0.3921927,-0.3263817,0.065811
