,cuisine_male,cuisine_female,tuple,average_male,average_female,female-male
0,0.6121976,0.46972802,"('unsociable', 'sociable')",0.6121976,0.469728,-0.1424696
1,0.5317983,0.5488721,"('unfriendly', 'friendly')",0.5317983,0.5488721,0.0170738
2,0.03698965,0.23003526,"('unlikable', 'likable')",0.0369897,0.2300353,0.1930456
3,0.9774493,1.1215067,"('repellent', 'pleasant')",0.9774493,1.1215067,0.1440574
4,-7.146361,-7.4518056,"('disliked', 'liked')",-7.1463609,-7.4518056,-0.3054447
5,-0.91756,-0.9655975,"('distant', 'outgoing')",-0.91756,-0.9655975,-0.0480375
6,-0.4423296,-0.5596213,"('distant', 'open')",-0.4423296,-0.5596213,-0.1172917
7,1.63927,1.7063613,"('insensitive', 'sensitive')",1.6392699,1.7063613,0.0670914
8,0.44407833,0.43060914,"('unaffectionate', 'affectionate')",0.4440783,0.4306091,-0.0134692
9,0.8980538,1.006786,"('unaffectionate', 'caring')",0.8980538,1.006786,0.1087322
10,1.5305176,1.570303,"('unsympathetic', 'sympathetic')",1.5305176,1.570303,0.0397854
11,1.4646022,1.5542573,"('unhelpful', 'helpful')",1.4646022,1.5542573,0.0896551
12,-1.5129526,-1.4675777,"('unsupportive', 'supportive')",-1.5129526,-1.4675777,0.0453749
13,0.4200069,0.61191,"('impolite', 'polite')",0.4200069,0.61191,0.1919031
14,0.61467934,0.5958501,"('antisocial', 'social')",0.6146793,0.5958501,-0.0188292
15,0.47190163,0.42412746,"('boring', 'funny')",0.4719016,0.4241275,-0.0477741
16,-1.0381764,-1.0281996,"('unpopular', 'popular')",-1.0381764,-1.0281996,0.0099768
17,-0.104524165,-0.16843712,"('nasty', 'nice')",-0.1045242,-0.1684371,-0.0639129
18,-0.5340525,-0.3800977,"('disagreeable', 'welcoming')",-0.5340525,-0.3800977,0.1539548
19,-1.1158687,-1.0874709,"('inhospitable', 'hospitable')",-1.1158687,-1.0874709,0.0283978
20,0.8630812,0.81837314,"('rough', 'thoughtful')",0.8630812,0.8183731,-0.0447081
21,0.47968313,0.7279342,"('immoral', 'moral')",0.4796831,0.7279342,0.2482511
22,0.22096728,0.18793878,"('untrustworthy', 'trustworthy')",0.2209673,0.1879388,-0.0330285
23,5.789518,6.1371346,"('insincere', 'sincere')",5.7895179,6.1371346,0.3476167
24,1.3398356,1.3669719,"('dishonest', 'honest')",1.3398356,1.3669719,0.0271363
25,0.4878198,0.5529311,"('egoistic', 'altruistic')",0.4878198,0.5529311,0.0651113
26,0.9339922,0.67368335,"('hardhearted', 'benevolent')",0.9339922,0.6736833,-0.2603089
27,1.7516409,1.6433313,"('hardhearted', 'softhearted')",1.7516409,1.6433313,-0.1083096
28,1.1292928,0.91076976,"('disloyal', 'loyal')",1.1292928,0.9107698,-0.218523
29,-0.4114188,-0.6246038,"('unfair', 'fair')",-0.4114188,-0.6246038,-0.213185
