,entergy_male,entergy_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.8648269,-1.014269,"('unsociable', 'sociable')",-0.380326,-0.55164695,-0.6225765,-0.782958,-0.1603815
1,-1.2595628,-1.2345036,"('unfriendly', 'friendly')",1.5469328,1.4484044,0.143685,0.1069504,-0.0367346
2,0.6892568,0.7085417,"('unlikable', 'likable')",0.81530166,0.8240739,0.7522792,0.7663078,0.0140286
3,-0.922715,-0.9442694,"('repellent', 'pleasant')",0.48280212,0.4884971,-0.2199564,-0.2278862,-0.0079298
4,0.15382132,0.13270591,"('disliked', 'liked')",-6.653668,-6.6827884,-3.2499232,-3.2750413,-0.0251181
5,0.7939024,0.934224,"('distant', 'outgoing')",-0.19411069,-0.18133974,0.2998959,0.3764421,0.0765462
6,0.50473535,0.67590225,"('distant', 'open')",-0.23562506,-0.25746128,0.1345551,0.2092205,0.0746654
7,-0.7714749,-0.78809094,"('insensitive', 'sensitive')",0.077407256,0.08374728,-0.3470338,-0.3521718,-0.005138
8,-1.0007318,-0.9856988,"('unaffectionate', 'affectionate')",0.8016828,0.75648844,-0.0995245,-0.1146052,-0.0150807
9,-1.0231848,-1.0038828,"('unaffectionate', 'caring')",1.1016353,1.1011065,0.0392253,0.0486119,0.0093866
10,-1.8828485,-1.9633311,"('unsympathetic', 'sympathetic')",-0.8814569,-0.90698737,-1.3821527,-1.4351592,-0.0530065
11,0.18923901,0.12760314,"('unhelpful', 'helpful')",1.3302468,1.347325,0.7597429,0.7374641,-0.0222788
12,-0.07207809,0.04449357,"('unsupportive', 'supportive')",-2.2326605,-2.2244368,-1.1523693,-1.0899715,0.0623978
13,-0.63597757,-0.7014705,"('impolite', 'polite')",-1.0466172,-1.0880249,-0.8412974,-0.8947477,-0.0534503
14,-0.103188425,-0.23154894,"('antisocial', 'social')",-0.2807914,-0.43365824,-0.1919899,-0.3326036,-0.1406137
15,0.57545894,0.51027024,"('boring', 'funny')",0.07924821,0.06935635,0.3273536,0.2898133,-0.0375403
16,-0.44444418,-0.44612825,"('unpopular', 'popular')",0.5121793,0.47979507,0.0338676,0.0168334,-0.0170342
17,-0.58113486,-0.5122331,"('nasty', 'nice')",-0.2717302,-0.22894256,-0.4264325,-0.3705878,0.0558447
18,-0.18818772,-0.18644781,"('disagreeable', 'welcoming')",-0.2966013,-0.3641759,-0.2423945,-0.2753119,-0.0329174
19,-0.54486454,-0.47029847,"('inhospitable', 'hospitable')",-0.21279445,-0.15356463,-0.3788295,-0.3119316,0.0668979
20,-0.09306397,-0.07499998,"('rough', 'thoughtful')",0.836202,0.8351721,0.371569,0.3800861,0.0085171
21,-0.35433665,-0.47049233,"('immoral', 'moral')",-0.6252204,-0.6190851,-0.4897785,-0.5447887,-0.0550102
22,-1.003568,-1.0500706,"('untrustworthy', 'trustworthy')",-1.1908557,-1.2384926,-1.0972118,-1.1442816,-0.0470698
23,-0.678115,-0.816922,"('insincere', 'sincere')",5.5538826,5.4416585,2.4378839,2.3123682,-0.1255157
24,-0.47764838,-0.53778267,"('dishonest', 'honest')",0.37144023,0.35070089,-0.0531041,-0.0935409,-0.0404368
25,-0.5111001,-0.4468516,"('egoistic', 'altruistic')",1.4744191,1.49409,0.4816595,0.5236192,0.0419597
26,0.45686778,0.4238713,"('hardhearted', 'benevolent')",1.9274212,1.8858335,1.1921445,1.1548524,-0.0372921
27,-0.55534565,-0.45379293,"('hardhearted', 'softhearted')",1.3515983,1.27936,0.3981263,0.4127836,0.0146573
28,-0.8191148,-0.966748,"('disloyal', 'loyal')",0.82406986,0.7027226,0.0024775,-0.1320127,-0.1344902
29,-0.7323243,-0.7519567,"('unfair', 'fair')",-0.49444202,-0.6083971,-0.6133832,-0.6801769,-0.0667937
30,-0.007870421,-0.1537912,"('intolerant', 'tolerant')",0.74328524,0.6261882,0.3677074,0.2361985,-0.1315089
31,-0.59194684,-0.42408335,"('evil', 'good')",-0.38010028,-0.38189256,-0.4860235,-0.402988,0.0830355
32,-0.61500645,-0.72196317,"('unkind', 'kind')",0.60514086,0.42869687,-0.0049328,-0.1466331,-0.1417003
