,time_male,time_female,tuple,warner_male,warner_female,cable_male,cable_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.1983505,-1.295791,"('unsociable', 'sociable')",-0.76839197,-0.90292674,-0.25442293,-0.24303478,-0.28886893,-0.5032279,-0.6275086,-0.7362452,-0.1087366
1,-0.3283132,-0.5180763,"('unfriendly', 'friendly')",0.73902935,0.550206,0.9726796,0.82047653,1.4440641,1.1897337,0.706865,0.510585,-0.19628
2,0.847963,0.86230236,"('unlikable', 'likable')",0.75059533,0.7731725,1.0330395,1.0726537,0.78151697,0.8144207,0.8532787,0.8806373,0.0273586
3,-1.0113394,-0.8779593,"('repellent', 'pleasant')",-1.5686357,-1.4496391,-0.50887316,-0.30928877,0.26356134,0.36906716,-0.7063218,-0.566955,0.1393668
4,-0.14922261,-0.29353553,"('disliked', 'liked')",0.17836799,0.10838038,-0.027882233,-0.16002646,-5.6668034,-5.809781,-1.4163851,-1.5387406,-0.1223555
5,-0.4099248,-0.48089468,"('distant', 'outgoing')",0.012099162,-0.0034610145,0.2290269,0.06786569,-0.4021358,-0.44253486,-0.1427336,-0.2147562,-0.0720226
6,-0.41043973,-0.49322915,"('distant', 'open')",0.13056979,0.13536085,0.2689582,0.12418224,0.20666328,0.15548292,0.0489379,-0.0195508,-0.0684887
7,0.43999508,0.44702414,"('insensitive', 'sensitive')",-0.55972457,-0.5772769,0.2945549,0.5021488,0.5919931,0.58908165,0.1917046,0.2402444,0.0485398
8,0.030382067,-0.06293083,"('unaffectionate', 'affectionate')",0.7013092,0.67722416,0.39652017,0.23515056,-0.044275247,-0.16600685,0.270984,0.1708593,-0.1001247
9,0.5627755,0.46923172,"('unaffectionate', 'caring')",0.65470135,0.5836946,1.3589232,1.2471355,0.5983823,0.48601723,0.7936956,0.6965197,-0.0971759
10,-1.2835925,-1.2742996,"('unsympathetic', 'sympathetic')",-1.2214602,-1.2509336,-0.888703,-0.68696743,-0.16612023,-0.2581567,-0.8899689,-0.8675894,0.0223795
11,-0.66330385,-0.60973537,"('unhelpful', 'helpful')",-1.1299074,-1.1273638,-0.045577936,0.108855635,1.7460768,1.6958616,-0.0231781,0.0169045,0.0400826
12,-0.28466538,-0.3091733,"('unsupportive', 'supportive')",0.5078999,0.53275955,0.59089005,0.6891529,-1.667367,-1.7222084,-0.2133106,-0.2023673,0.0109433
13,0.17259876,0.14168367,"('impolite', 'polite')",-1.1292197,-1.2159932,-0.26988375,-0.16005003,-0.09834328,-0.13384347,-0.331212,-0.3420507,-0.0108387
14,0.6767951,0.6479058,"('antisocial', 'social')",-0.4197326,-0.44552284,0.77237624,0.89225626,-0.35000384,-0.36960456,0.1698587,0.1812587,0.0114
15,1.5267537,1.4530506,"('boring', 'funny')",1.3646045,1.2215269,1.684069,1.5376512,0.3541698,0.3142044,1.2323992,1.1316082,-0.100791
16,-0.2597417,-0.35691935,"('unpopular', 'popular')",-0.42227834,-0.42866412,-0.15884142,-0.17880312,0.3407452,0.3645315,-0.1250291,-0.1499638,-0.0249347
17,-0.024189575,0.0013865959,"('nasty', 'nice')",-0.39612097,-0.39988878,-0.34298092,-0.32601085,-0.6871799,-0.6123365,-0.3626179,-0.3342124,0.0284055
18,-0.8928464,-0.95141464,"('disagreeable', 'welcoming')",0.13832012,0.07969281,-0.40108687,-0.48584083,-0.40204746,-0.45394975,-0.3894151,-0.4528781,-0.063463
