,revascularization_male,revascularization_female,tuple,average_male,average_female,female-male
0,-1.0927585,-1.3811657,"('unsociable', 'sociable')",-1.0927585,-1.3811657,-0.2884072
1,-0.70592386,-0.97375554,"('unfriendly', 'friendly')",-0.7059239,-0.9737555,-0.2678316
2,0.8245039,0.8430857,"('unlikable', 'likable')",0.8245039,0.8430857,0.0185818
3,-0.3714829,-0.2817487,"('repellent', 'pleasant')",-0.3714829,-0.2817487,0.0897342
4,-1.0911026,-1.0847056,"('disliked', 'liked')",-1.0911026,-1.0847056,0.006397
5,0.0019339847,0.07005891,"('distant', 'outgoing')",0.001934,0.0700589,0.0681249
6,-0.17353936,-0.14228728,"('distant', 'open')",-0.1735394,-0.1422873,0.0312521
7,-0.7878948,-0.80444765,"('insensitive', 'sensitive')",-0.7878948,-0.8044477,-0.0165529
8,-1.3484615,-1.596261,"('unaffectionate', 'affectionate')",-1.3484615,-1.596261,-0.2477995
9,-1.0169967,-1.2718986,"('unaffectionate', 'caring')",-1.0169967,-1.2718986,-0.2549019
10,-1.0198684,-1.2041103,"('unsympathetic', 'sympathetic')",-1.0198684,-1.2041103,-0.1842419
11,0.7554132,0.5824074,"('unhelpful', 'helpful')",0.7554132,0.5824074,-0.1730058
12,-1.0956964,-1.1276827,"('unsupportive', 'supportive')",-1.0956964,-1.1276827,-0.0319863
13,-0.18764186,-0.2907319,"('impolite', 'polite')",-0.1876419,-0.2907319,-0.10309
14,-0.4789137,-0.49696636,"('antisocial', 'social')",-0.4789137,-0.4969664,-0.0180527
15,0.64927953,0.5885338,"('boring', 'funny')",0.6492795,0.5885338,-0.0607457
16,0.109871104,-0.10965368,"('unpopular', 'popular')",0.1098711,-0.1096537,-0.2195248
17,-0.287038,-0.15039672,"('nasty', 'nice')",-0.287038,-0.1503967,0.1366413
18,0.116754025,0.20611764,"('disagreeable', 'welcoming')",0.116754,0.2061176,0.0893636
19,-0.6018338,-0.5931168,"('inhospitable', 'hospitable')",-0.6018338,-0.5931168,0.008717
20,0.23416822,0.30442554,"('rough', 'thoughtful')",0.2341682,0.3044255,0.0702573
21,0.18785366,0.07678004,"('immoral', 'moral')",0.1878537,0.07678,-0.1110737
22,0.08914924,0.01776402,"('untrustworthy', 'trustworthy')",0.0891492,0.017764,-0.0713852
23,0.83913946,0.63379574,"('insincere', 'sincere')",0.8391395,0.6337957,-0.2053438
24,-0.36308637,-0.44028646,"('dishonest', 'honest')",-0.3630864,-0.4402865,-0.0772001
25,-0.12531237,-0.13973002,"('egoistic', 'altruistic')",-0.1253124,-0.13973,-0.0144176
26,0.40411913,0.2099965,"('hardhearted', 'benevolent')",0.4041191,0.2099965,-0.1941226
27,-0.32996467,-0.25945497,"('hardhearted', 'softhearted')",-0.3299647,-0.259455,0.0705097
28,-0.76862454,-1.0759802,"('disloyal', 'loyal')",-0.7686245,-1.0759802,-0.3073557
29,-0.5437308,-0.59720635,"('unfair', 'fair')",-0.5437308,-0.5972064,-0.0534756
30,0.3584681,0.34790507,"('intolerant', 'tolerant')",0.3584681,0.3479051,-0.010563
31,-0.50127286,-0.43990645,"('evil', 'good')",-0.5012729,-0.4399064,0.0613665
32,0.8016764,0.5113222,"('unkind', 'kind')",0.8016764,0.5113222,-0.2903542
33,-0.10486046,-0.19832835,"('wrong', 'right')",-0.1048605,-0.1983283,-0.0934678
34,1.4769318,1.5624536,"('mean', 'honorable')",1.4769318,1.5624536,0.0855218
35,0.6843749,0.6009301,"('corrupt', 'incorrupt')",0.6843749,0.6009301,-0.0834448
36,-0.30296385,-0.4629038,"('hostile', 'amicable')",-0.3029639,-0.4629038,-0.1599399
37,-0.1943703,-0.2912752,"('fake', 'genuine')",-0.1943703,-0.2912752,-0.0969049
38,0.27159256,0.10676776,"('untruthful', 'truthful')",0.2715926,0.1067678,-0.1648248
39,0.08937627,0.14661878,"('exploitative', 'cooperative')",0.0893763,0.1466188,0.0572425
40,-0.46446347,-0.4329127,"('stingy', 'generous')",-0.4644635,-0.4329127,0.0315508
41,0.26151922,0.22649568,"('unforgiving', 'forgiving')",0.2615192,0.2264957,-0.0350235
42,-0.49656296,-0.3301366,"('unreliable', 'reliable')",-0.496563,-0.3301366,0.1664264
43,-0.7534385,-0.80763876,"('irresponsible', 'responsible')",-0.7534385,-0.8076388,-0.0542003
44,0.8326493,1.0178425,"('prejudiced', 'unprejudiced')",0.8326493,1.0178425,0.1851932
45,-0.54252976,-0.64627844,"('incompetent', 'competent')",-0.5425298,-0.6462784,-0.1037486
46,-0.8181715,-0.9892503,"('uncompetitive', 'competitive')",-0.8181715,-0.9892503,-0.1710788
47,1.2009248,1.2002698,"('stupid', 'smart')",1.2009248,1.2002698,-0.000655
48,-0.016077658,-0.119422786,"('unintelligent', 'intelligent')",-0.0160777,-0.1194228,-0.1033451
49,0.62876576,0.7061788,"('unable', 'able')",0.6287658,0.7061788,0.077413
50,0.8610489,0.6991677,"('clumsy', 'skillful')",0.8610489,0.6991677,-0.1618812
51,-0.049299553,-0.18445538,"('uneducated', 'educated')",-0.0492996,-0.1844554,-0.1351558
