,codepage_male,codepage_female,tuple,average_male,average_female,female-male
0,0.23736627,0.10377015,"('unsociable', 'sociable')",0.2373663,0.1037702,-0.1335961
1,0.39207658,0.29320166,"('unfriendly', 'friendly')",0.3920766,0.2932017,-0.0988749
2,0.10739737,0.20476067,"('unlikable', 'likable')",0.1073974,0.2047607,0.0973633
3,-0.057596475,0.0030892426,"('repellent', 'pleasant')",-0.0575965,0.0030892,0.0606857
4,-3.7567585,-3.7555602,"('disliked', 'liked')",-3.7567585,-3.7555602,0.0011983
5,-0.3245502,-0.30382586,"('distant', 'outgoing')",-0.3245502,-0.3038259,0.0207243
6,0.1230851,0.163798,"('distant', 'open')",0.1230851,0.163798,0.0407129
7,0.84746087,0.9151618,"('insensitive', 'sensitive')",0.8474609,0.9151618,0.0677009
8,-0.5732346,-0.634583,"('unaffectionate', 'affectionate')",-0.5732346,-0.634583,-0.0613484
9,0.3137151,0.2578918,"('unaffectionate', 'caring')",0.3137151,0.2578918,-0.0558233
10,0.0578604,0.06566776,"('unsympathetic', 'sympathetic')",0.0578604,0.0656678,0.0078074
11,1.6131558,1.5949426,"('unhelpful', 'helpful')",1.6131558,1.5949426,-0.0182132
12,-0.709925,-0.63486123,"('unsupportive', 'supportive')",-0.709925,-0.6348612,0.0750638
13,0.39883828,0.29724982,"('impolite', 'polite')",0.3988383,0.2972498,-0.1015885
14,0.28613585,0.22063895,"('antisocial', 'social')",0.2861359,0.2206389,-0.065497
15,0.37122372,0.29316843,"('boring', 'funny')",0.3712237,0.2931684,-0.0780553
16,-0.7673402,-0.7853224,"('unpopular', 'popular')",-0.7673402,-0.7853224,-0.0179822
17,0.048275094,0.11018714,"('nasty', 'nice')",0.0482751,0.1101871,0.061912
18,-0.42608714,-0.45709124,"('disagreeable', 'welcoming')",-0.4260871,-0.4570912,-0.0310041
19,-0.65035444,-0.61010057,"('inhospitable', 'hospitable')",-0.6503544,-0.6101006,0.0402538
20,0.17374353,0.16833007,"('rough', 'thoughtful')",0.1737435,0.1683301,-0.0054134
21,0.57361555,0.53160334,"('immoral', 'moral')",0.5736156,0.5316033,-0.0420123
22,0.7219777,0.71929127,"('untrustworthy', 'trustworthy')",0.7219777,0.7192913,-0.0026864
23,3.3437111,3.2410622,"('insincere', 'sincere')",3.3437111,3.2410622,-0.1026489
24,0.5406312,0.4941141,"('dishonest', 'honest')",0.5406312,0.4941141,-0.0465171
25,-0.05837109,-0.1424042,"('egoistic', 'altruistic')",-0.0583711,-0.1424042,-0.0840331
26,0.5561355,0.48520318,"('hardhearted', 'benevolent')",0.5561355,0.4852032,-0.0709323
27,0.05288638,-0.061302494,"('hardhearted', 'softhearted')",0.0528864,-0.0613025,-0.1141889
