,church_male,church_female,tuple,&_male,&_female,dwight_male,dwight_female,inc_male,inc_female,average_male,average_female,female-male
0,0.6616198,0.579396,"('unsociable', 'sociable')",0.3409928,0.22345778,0.23012547,0.25606385,-0.30709898,-0.53108454,0.2314098,0.1319583,-0.0994515
1,0.12167708,0.107006975,"('unfriendly', 'friendly')",-0.8770602,-0.81773233,0.7584664,0.66163224,1.9342105,1.806261,0.4843235,0.439292,-0.0450315
2,-0.3127681,-0.21009289,"('unlikable', 'likable')",0.6554328,0.7814871,0.009499233,0.11889011,0.23633674,0.3166901,0.1471252,0.2517436,0.1046184
3,0.35095057,0.4789549,"('repellent', 'pleasant')",0.11031946,0.2874497,-0.98537916,-0.904148,0.403434,0.45880875,-0.0301688,0.0802663,0.1104351
4,-0.17913859,-0.21485299,"('disliked', 'liked')",-0.088239595,-0.099531874,-0.51272786,-0.5409591,-5.965951,-5.94917,-1.6865143,-1.7011285,-0.0146142
5,-0.57613635,-0.5358523,"('distant', 'outgoing')",-0.5871792,-0.4882474,0.74156606,0.74259233,-0.013330661,0.081452146,-0.10877,-0.0500138,0.0587562
6,0.06589392,0.13164999,"('distant', 'open')",-0.27770433,-0.113020495,0.85251427,0.84378546,0.5788358,0.6520452,0.3048849,0.378615,0.0737301
7,1.4904425,1.5202127,"('insensitive', 'sensitive')",0.8770715,1.0379802,-0.18554668,-0.17730501,1.0548761,0.99014455,0.8092109,0.8427581,0.0335472
8,-0.26227543,-0.27059376,"('unaffectionate', 'affectionate')",-1.0875083,-0.9393394,0.72115695,0.64424205,1.0129206,0.9733331,0.0960734,0.1019105,0.0058371
9,0.7563436,0.7719746,"('unaffectionate', 'caring')",-0.5320805,-0.3965362,1.0007457,0.9301843,1.3185257,1.3065319,0.6358836,0.6530386,0.017155
10,0.4185127,0.45072258,"('unsympathetic', 'sympathetic')",0.27333286,0.36171395,-0.74784213,-0.723695,0.15809551,0.084875986,0.0255247,0.0434044,0.0178797
11,0.64665985,0.67240244,"('unhelpful', 'helpful')",0.07122012,0.33126706,-0.0064782444,0.05802688,2.0069656,2.0523775,0.6795918,0.7785184,0.0989266
12,1.7677037,1.8667951,"('unsupportive', 'supportive')",0.6196765,0.9312962,1.4909664,1.5624546,-1.2097362,-1.1903714,0.6671525,0.7925436,0.1253911
13,0.09096636,0.12714913,"('impolite', 'polite')",-0.33111492,-0.3416438,0.23260736,0.29375842,-0.55526286,-0.66897035,-0.140701,-0.1474266,-0.0067256
14,-0.0077474816,-0.034086313,"('antisocial', 'social')",0.9030835,0.7828328,-0.5009579,-0.40732208,-0.97885543,-1.0329344,-0.1461193,-0.1728775,-0.0267582
15,-0.74712586,-0.7819916,"('boring', 'funny')",0.27780795,0.13600883,-0.47040865,-0.44664866,-0.0810926,-0.0932266,-0.2552048,-0.2964645,-0.0412597
16,-1.2702804,-1.2496061,"('unpopular', 'popular')",-0.37406313,-0.37690002,-1.4935693,-1.5165241,0.14705965,0.10735807,-0.7477133,-0.758918,-0.0112047
17,0.93277526,0.9302144,"('nasty', 'nice')",0.41334695,0.5316053,-0.19342051,-0.11796369,-0.42249587,-0.32862744,0.1825515,0.2538071,0.0712556
18,-0.17641693,-0.097392164,"('disagreeable', 'welcoming')",0.2862875,0.59223336,0.8824614,0.83365405,-0.2377103,-0.28596878,0.1886554,0.2606316,0.0719762
19,0.59734976,0.6379007,"('inhospitable', 'hospitable')",-0.7626849,-0.50210565,0.7931248,0.8203468,0.2620855,0.3702535,0.2224688,0.3315988,0.10913
20,-0.3360855,-0.2982602,"('rough', 'thoughtful')",0.56346184,0.6572592,-1.158471,-1.1254823,1.0301772,0.9886194,0.0247706,0.055534,0.0307634
21,1.7794259,1.8424708,"('immoral', 'moral')",1.0912832,1.1658292,-1.305508,-1.1951427,-0.6516673,-0.6126122,0.2283834,0.3001362,0.0717528
22,0.80858135,0.7616831,"('untrustworthy', 'trustworthy')",0.5743616,0.6757239,-0.2801704,-0.2718523,-0.9544544,-0.9915101,0.0370795,0.0435112,0.0064317
23,2.3947241,2.4339175,"('insincere', 'sincere')",-0.4724083,-0.23660487,1.0497075,1.1018921,5.6099486,5.479118,2.145493,2.1945806,0.0490876
24,1.2874775,1.2545686,"('dishonest', 'honest')",-0.110609114,0.035646975,0.45401663,0.39306456,0.78350115,0.7297602,0.6035966,0.60326,-0.0003366
25,-0.29132104,-0.3151148,"('egoistic', 'altruistic')",-0.77339536,-0.8717195,1.2364992,1.1489586,1.232845,1.1767342,0.3511569,0.2847146,-0.0664423
26,0.98298585,0.8785118,"('hardhearted', 'benevolent')",2.0405493,1.807218,2.7640018,2.620381,1.9121851,1.8269461,1.9249306,1.7832643,-0.1416663
27,1.2379369,1.2575274,"('hardhearted', 'softhearted')",-0.09498729,0.13887545,0.956957,0.88458747,1.6442778,1.5320673,0.9360461,0.9532644,0.0172183
28,0.8242674,0.7744702,"('disloyal', 'loyal')",0.22625518,0.13299717,-0.22831671,-0.33445454,0.91762155,0.7925696,0.4349568,0.3413956,-0.0935612
29,0.5836669,0.6323445,"('unfair', 'fair')",0.10220422,0.0351214,-0.74589974,-0.706985,-0.32607475,-0.4318599,-0.0965258,-0.1178448,-0.021319
30,-0.81166935,-0.8313868,"('intolerant', 'tolerant')",0.12494655,0.3223624,0.20225771,0.27086756,1.2743694,1.208867,0.1974761,0.2426775,0.0452014
31,-1.911272,-1.8664252,"('evil', 'good')",-0.7831954,-0.76294154,-0.37888435,-0.4056425,-0.7060536,-0.70141006,-0.9448514,-0.9341048,0.0107466
32,1.634573,1.69352,"('unkind', 'kind')",0.8595861,0.9110306,-0.40847757,-0.4515407,0.92951876,0.7957784,0.7538001,0.737197,-0.0166031
33,-0.055623423,-0.13006003,"('wrong', 'right')",-0.26757717,-0.24984641,0.88695335,0.85009444,-0.25448766,-0.28231642,0.0773163,0.0469679,-0.0303484
34,0.59234434,0.65865487,"('mean', 'honorable')",-0.55742353,-0.2578408,0.9560577,1.0611829,5.8824377,5.953617,1.7183541,1.8539035,0.1355494
35,-0.19241661,-0.2373507,"('corrupt', 'incorrupt')",-0.4158261,-0.5594666,0.10462913,0.006279096,-0.2259819,-0.31696987,-0.1823989,-0.276877,-0.0944781
36,-1.1180105,-1.1162599,"('hostile', 'amicable')",-1.0693618,-1.0672266,-0.091810346,-0.21092086,0.13414934,0.030600503,-0.5362583,-0.5909517,-0.0546934
37,1.0319248,1.1243099,"('fake', 'genuine')",0.4948457,0.7212766,-0.41469914,-0.40050423,0.8126192,0.834558,0.4811727,0.56991,0.0887373
38,0.9355038,0.92121214,"('untruthful', 'truthful')",-1.2916414,-1.1088248,0.3830001,0.4010827,-0.01062745,0.03456623,0.0040588,0.0620091,0.0579503
39,2.3534634,2.3585818,"('exploitative', 'cooperative')",0.4572573,0.57464147,2.1989572,2.228698,0.33773127,0.3516509,1.3368523,1.3783931,0.0415408
40,1.140811,1.109778,"('stingy', 'generous')",-0.4246043,-0.31507125,-0.03812353,-0.088949524,-1.1562812,-1.2458146,-0.1195495,-0.1350143,-0.0154648
41,1.8875453,1.8722485,"('unforgiving', 'forgiving')",-0.3313152,-0.13164845,-0.14533395,-0.07855098,0.19783607,0.13077402,0.4021831,0.4482058,0.0460227
42,0.7077182,0.7224941,"('unreliable', 'reliable')",1.017854,1.337573,-0.44711637,-0.36642286,-2.4754832,-2.322846,-0.2992569,-0.1573004,0.1419565
43,1.2959392,1.3593234,"('irresponsible', 'responsible')",0.203621,0.58765626,0.20667823,0.322019,0.78569824,0.8475995,0.6229842,0.7791495,0.1561653
44,-1.2908461,-1.175973,"('prejudiced', 'unprejudiced')",-1.1511712,-0.9772777,-1.6570035,-1.5985161,-1.7739563,-1.644739,-1.4682443,-1.3491265,0.1191178
45,0.50819206,0.50254357,"('incompetent', 'competent')",0.4969378,0.58433396,-0.8570431,-0.8552757,-0.16315463,-0.21777798,-0.003767,0.003456,0.007223
46,-0.36700335,-0.32145935,"('uncompetitive', 'competitive')",0.63577443,0.7148654,-1.0776998,-1.0414995,-0.5641825,-0.61089754,-0.3432778,-0.3147478,0.02853
47,-0.66413933,-0.6644803,"('stupid', 'smart')",0.5331902,0.7190043,0.45124164,0.53323436,5.0312014,5.057392,1.3378735,1.4112875,0.073414
48,0.2043871,0.16795155,"('unintelligent', 'intelligent')",-0.410596,-0.46462375,-1.0905569,-1.0737118,0.41818544,0.37086287,-0.2196451,-0.2498803,-0.0302352
