,hospira_male,hospira_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.6368957,-0.7463764,"('unsociable', 'sociable')",-0.16043285,-0.28662857,-0.3986643,-0.5165025,-0.1178382
1,-1.7412136,-1.7560303,"('unfriendly', 'friendly')",1.8390498,1.7232375,0.0489181,-0.0163964,-0.0653145
2,0.4932068,0.5238699,"('unlikable', 'likable')",0.6513052,0.76324135,0.572256,0.6435556,0.0712996
3,-0.32237807,-0.23130415,"('repellent', 'pleasant')",0.31109476,0.31510255,-0.0056417,0.0418992,0.0475409
4,-0.18036439,-0.1528319,"('disliked', 'liked')",-6.813211,-6.8458676,-3.4967878,-3.4993498,-0.002562
5,-1.1916783,-1.1513026,"('distant', 'outgoing')",-0.032805294,-0.032376092,-0.6122418,-0.5918393,0.0204025
6,-1.6865417,-1.6152352,"('distant', 'open')",0.19962385,0.17214939,-0.7434589,-0.7215429,0.021916
7,-0.7775383,-0.73456657,"('insensitive', 'sensitive')",0.2927918,0.3853826,-0.2423732,-0.174592,0.0677812
8,-1.0111477,-0.99773383,"('unaffectionate', 'affectionate')",0.8003323,0.771799,-0.1054077,-0.1129674,-0.0075597
9,-1.619654,-1.5874463,"('unaffectionate', 'caring')",1.0571518,1.097472,-0.2812511,-0.2449872,0.0362639
10,-1.2702184,-1.1707264,"('unsympathetic', 'sympathetic')",-0.46082544,-0.4275217,-0.8655219,-0.7991241,0.0663978
11,-0.24040036,-0.24374034,"('unhelpful', 'helpful')",1.905623,2.0550492,0.8326113,0.9056544,0.0730431
12,-0.90434617,-0.7558996,"('unsupportive', 'supportive')",-1.9060704,-1.840846,-1.4052082,-1.2983727,0.1068355
13,-0.10291515,-0.17763607,"('impolite', 'polite')",-0.2440234,-0.19194834,-0.1734693,-0.1847922,-0.0113229
14,0.57667303,0.557636,"('antisocial', 'social')",-0.2089274,-0.27026662,0.1838728,0.1436847,-0.0401881
15,-0.11116038,-0.20543367,"('boring', 'funny')",0.5141006,0.49782997,0.2014701,0.1461982,-0.0552719
16,-0.6219435,-0.56492573,"('unpopular', 'popular')",0.52714944,0.48596492,-0.047397,-0.0394804,0.0079166
17,-0.43642667,-0.3609485,"('nasty', 'nice')",-0.020860212,0.0070387237,-0.2286434,-0.1769549,0.0516885
18,-0.1641607,-0.09740295,"('disagreeable', 'welcoming')",-0.22849578,-0.27987224,-0.1963282,-0.1886376,0.0076906
19,-1.3714387,-1.3363287,"('inhospitable', 'hospitable')",-0.28358653,-0.22952309,-0.8275126,-0.7829259,0.0445867
20,0.13839969,0.17586663,"('rough', 'thoughtful')",1.2528329,1.2336756,0.6956163,0.7047711,0.0091548
21,0.24926771,0.20298277,"('immoral', 'moral')",-0.30358222,-0.27647132,-0.0271573,-0.0367443,-0.009587
22,0.3330186,0.3653916,"('untrustworthy', 'trustworthy')",-0.6958249,-0.70511985,-0.1814032,-0.1698641,0.0115391
23,-0.709341,-0.7422431,"('insincere', 'sincere')",6.0019827,6.010743,2.6463208,2.6342499,-0.0120709
24,-0.63099337,-0.6816607,"('dishonest', 'honest')",0.87685686,0.8891126,0.1229317,0.1037259,-0.0192058
