,endo_male,endo_female,tuple,international_male,international_female,plc_male,plc_female,average_male,average_female,female-male
0,-0.79968095,-0.79981846,"('unsociable', 'sociable')",0.15216,0.019835886,-0.31911182,-0.4311811,-0.3222109,-0.4037212,-0.0815103
1,-1.4706212,-1.4437973,"('unfriendly', 'friendly')",-0.1339501,-0.25709555,1.7726468,1.5809164,0.0560251,-0.0399922,-0.0960173
2,0.6837953,0.74528855,"('unlikable', 'likable')",1.3449169,1.402775,0.5493269,0.63468915,0.8593464,0.9275843,0.0682379
3,-0.7047749,-0.61091334,"('repellent', 'pleasant')",-0.70686066,-0.72321737,-0.22439817,-0.2172625,-0.5453446,-0.5171311,0.0282135
4,-0.36473316,-0.4148066,"('disliked', 'liked')",0.29186824,0.2538074,-4.0810323,-3.8176265,-1.3846324,-1.3262086,0.0584238
5,-0.8568176,-0.80748427,"('distant', 'outgoing')",-0.31258878,-0.25178444,0.14826474,0.1223162,-0.3403805,-0.3123175,0.028063
6,-0.9496138,-0.8793721,"('distant', 'open')",-0.3707605,-0.34035486,0.03914827,-0.035396732,-0.4270753,-0.4183746,0.0087007
7,-0.186019,-0.15929654,"('insensitive', 'sensitive')",-0.2573017,-0.27454048,0.35469538,0.3295838,-0.0295418,-0.0347511,-0.0052093
8,-0.9154487,-1.0087343,"('unaffectionate', 'affectionate')",-0.5979035,-0.60758066,0.6087033,0.45193,-0.3015496,-0.3881284,-0.0865788
9,-1.2370245,-1.2996655,"('unaffectionate', 'caring')",-0.19519736,-0.23977068,0.9725843,0.8368162,-0.1532125,-0.2342066,-0.0809941
10,-0.64633715,-0.58935624,"('unsympathetic', 'sympathetic')",-0.8032505,-0.82884234,-0.79772884,-0.7896905,-0.7491055,-0.735963,0.0131425
11,0.05899971,0.032128807,"('unhelpful', 'helpful')",0.16188377,0.12464514,0.6609636,0.56037265,0.293949,0.2390489,-0.0549001
12,-0.37647477,-0.3320296,"('unsupportive', 'supportive')",0.11290322,0.15211119,-1.3029395,-1.1957992,-0.5221704,-0.4585725,0.0635979
13,0.004021872,0.021840036,"('impolite', 'polite')",0.5430128,0.55291003,-0.63869697,-0.6847224,-0.0305541,-0.0366575,-0.0061034
14,0.43599415,0.43515494,"('antisocial', 'social')",0.85943305,0.84072536,0.8862248,0.9452923,0.7272174,0.7403909,0.0131735
15,0.6952478,0.5932792,"('boring', 'funny')",0.22105813,0.13825369,0.19556928,0.12235162,0.3706251,0.2846282,-0.0859969
16,-1.0629426,-1.021598,"('unpopular', 'popular')",0.35247687,0.35376084,-0.19936523,-0.31282434,-0.303277,-0.3268872,-0.0236102
17,-0.4171425,-0.3963967,"('nasty', 'nice')",-0.6587771,-0.63702404,-0.8524916,-0.92065233,-0.6428037,-0.6513577,-0.008554
18,-0.67116266,-0.6395839,"('disagreeable', 'welcoming')",0.7918284,0.7988078,-0.7736805,-0.84263045,-0.2176716,-0.2278022,-0.0101306
19,-1.3553425,-1.3358871,"('inhospitable', 'hospitable')",-0.8508042,-0.8882678,-0.6454081,-0.7444931,-0.9505183,-0.9895493,-0.039031
20,0.09994495,0.10988984,"('rough', 'thoughtful')",0.47108254,0.49569264,1.2399753,1.1527069,0.6036676,0.5860964,-0.0175712
21,0.18557513,0.19061926,"('immoral', 'moral')",-0.0028615985,-0.060824733,-1.133444,-1.0503542,-0.3169101,-0.3068532,0.0100569
22,-0.055653848,-0.04140243,"('untrustworthy', 'trustworthy')",0.03903228,0.023303684,-0.36827272,-0.40212214,-0.1282981,-0.1400736,-0.0117755
23,-1.0777196,-1.1020164,"('insincere', 'sincere')",-0.40708292,-0.49512073,3.945695,3.5240226,0.8202975,0.6422951,-0.1780024
24,-0.10481018,-0.13137402,"('dishonest', 'honest')",-0.19181223,-0.17185116,0.55514854,0.45461735,0.0861754,0.0504641,-0.0357113
25,-0.37617642,-0.40942937,"('egoistic', 'altruistic')",0.35878444,0.32852897,1.5164287,1.456286,0.4996789,0.4584618,-0.0412171
26,-0.18880099,-0.21778981,"('hardhearted', 'benevolent')",1.3392577,1.3040221,2.8019843,2.6865876,1.3174803,1.2576067,-0.0598736
27,-0.5496295,-0.57910484,"('hardhearted', 'softhearted')",-0.3798402,-0.46862754,0.23555817,-0.04202647,-0.2313039,-0.363253,-0.1319491
28,-1.1122075,-1.1998746,"('disloyal', 'loyal')",-0.15054208,-0.27493012,0.8119842,0.6262338,-0.1502552,-0.282857,-0.1326018
29,-0.43784922,-0.48012617,"('unfair', 'fair')",-0.29440677,-0.3568283,-0.61690074,-0.77739465,-0.4497189,-0.5381164,-0.0883975
30,0.27315438,0.2323723,"('intolerant', 'tolerant')",0.37581876,0.32878354,0.6105482,0.58004415,0.4198404,0.3804,-0.0394404
31,-1.3270447,-1.1652251,"('evil', 'good')",-0.57649165,-0.4774595,-0.2005907,-0.11988621,-0.7013756,-0.5875236,0.113852
32,-0.23078395,-0.26115847,"('unkind', 'kind')",-0.31841844,-0.4101274,0.44589105,0.23195583,-0.0344371,-0.1464433,-0.1120062
33,0.34536543,0.2969017,"('wrong', 'right')",0.4848664,0.48854062,0.3309924,0.24101794,0.3870747,0.3421534,-0.0449213
34,-0.2562535,-0.102154344,"('mean', 'honorable')",-0.28512812,-0.19393021,3.4679148,3.308912,0.9755111,1.0042758,0.0287647
35,0.11335544,0.0502937,"('corrupt', 'incorrupt')",-0.23244292,-0.2983994,-0.0054671615,-0.17842945,-0.0415182,-0.1421784,-0.1006602
36,-0.66232854,-0.60067177,"('hostile', 'amicable')",0.034614272,-0.06532385,1.1099045,0.9001484,0.1607301,0.0780509,-0.0826792
37,-0.14953303,-0.12703374,"('fake', 'genuine')",-0.20906128,-0.16407618,0.36274868,0.32451642,0.0013848,0.0111355,0.0097507
38,-0.57673913,-0.60343426,"('untruthful', 'truthful')",-0.5541443,-0.5214266,-0.021732645,0.017108846,-0.3842054,-0.3692507,0.0149547
