,tractor_male,tractor_female,tuple,supply_male,supply_female,co_male,co_female,average_male,average_female,female-male
0,1.0757638,0.9853903,"('unsociable', 'sociable')",0.8044711,0.9189113,0.30302462,0.1893452,0.7277532,0.6978823,-0.0298709
1,0.5517615,0.3917885,"('unfriendly', 'friendly')",0.8789658,0.7483289,2.0621932,2.004092,1.1643068,1.0480698,-0.116237
2,-0.52203757,-0.46450016,"('unlikable', 'likable')",0.4945447,0.55538356,0.40641078,0.526383,0.126306,0.2057555,0.0794495
3,0.21329103,0.32006976,"('repellent', 'pleasant')",-0.17900532,0.081509046,0.4700534,0.5379271,0.168113,0.3131686,0.1450556
4,-0.14240149,-0.18169934,"('disliked', 'liked')",0.41163296,0.38358182,-7.000073,-7.09577,-2.2436139,-2.2979625,-0.0543486
5,-0.69565815,-0.8219686,"('distant', 'outgoing')",-0.34638178,-0.47386175,-0.53795046,-0.45949465,-0.5266635,-0.5851084,-0.0584449
6,-1.3114262,-1.4445817,"('distant', 'open')",-0.4272753,-0.5504868,-0.20393024,-0.17623112,-0.6475439,-0.7237666,-0.0762227
7,0.47832853,0.5524115,"('insensitive', 'sensitive')",-0.18984409,0.038249068,0.45291704,0.50047743,0.2471338,0.3637127,0.1165789
8,-0.58617854,-0.6348976,"('unaffectionate', 'affectionate')",-0.58164823,-0.6831503,1.0739019,1.0148277,-0.0313083,-0.1010734,-0.0697651
9,0.19669212,0.1464545,"('unaffectionate', 'caring')",-0.032931164,-0.012325451,1.3365906,1.3443426,0.5001172,0.4928239,-0.0072933
10,0.35391074,0.41762713,"('unsympathetic', 'sympathetic')",-0.58045965,-0.22592305,0.26682973,0.30012187,0.0134269,0.163942,0.1505151
11,0.06400642,0.16264191,"('unhelpful', 'helpful')",0.99660903,1.2598456,1.9811115,2.1480434,1.013909,1.190177,0.176268
12,0.6807675,0.7764282,"('unsupportive', 'supportive')",0.2641817,0.5571624,-2.0124717,-1.9545922,-0.3558408,-0.2070005,0.1488403
13,0.5228018,0.60238063,"('impolite', 'polite')",0.50689405,0.75446963,-0.28383356,-0.23495844,0.2486208,0.373964,0.1253432
14,0.8544001,0.7914791,"('antisocial', 'social')",1.2085228,1.2791331,-0.026364155,-0.084226094,0.678853,0.6621287,-0.0167243
15,0.8627602,0.8033584,"('boring', 'funny')",-0.10592209,-0.24420428,0.07438215,0.052698918,0.2770734,0.203951,-0.0731224
16,-0.77275455,-0.7921051,"('unpopular', 'popular')",-0.6625949,-0.6893307,0.27886483,0.21286543,-0.3854949,-0.4228568,-0.0373619
17,-0.5920639,-0.45472178,"('nasty', 'nice')",0.37431228,0.44099915,-0.48732725,-0.41381556,-0.2350263,-0.1425127,0.0925136
18,-1.9186826,-1.8777301,"('disagreeable', 'welcoming')",-1.737167,-1.630948,-1.1125256,-1.0836722,-1.5894583,-1.5307833,0.058675
19,-0.49466836,-0.47656384,"('inhospitable', 'hospitable')",-0.98811823,-0.9032972,-0.52381384,-0.40856978,-0.6688668,-0.5961436,0.0727232
20,-0.32502744,-0.26392367,"('rough', 'thoughtful')",-0.0513873,-0.0056144632,0.5457262,0.5171466,0.0564371,0.0825362,0.0260991
21,0.28093702,0.348227,"('immoral', 'moral')",-0.019204486,0.3050578,-0.7683251,-0.6429051,-0.1688642,0.0034599,0.1723241
22,-0.15821007,-0.17575459,"('untrustworthy', 'trustworthy')",0.20465273,0.35611674,-0.252383,-0.24115157,-0.0686468,-0.0202631,0.0483837
23,0.6930488,0.7711702,"('insincere', 'sincere')",0.567944,0.7906319,6.2008276,6.247871,2.4872735,2.6032244,0.1159509
24,-0.02613153,0.06071406,"('dishonest', 'honest')",-0.06521852,0.17682686,1.0885649,1.0679507,0.3324049,0.4351639,0.102759
25,0.6297271,0.6110113,"('egoistic', 'altruistic')",0.9789245,0.9047094,1.2297586,1.1945617,0.9461368,0.9034274,-0.0427094
26,0.93379945,0.7808982,"('hardhearted', 'benevolent')",2.0274131,1.9609853,1.8142346,1.7700306,1.5918158,1.5039714,-0.0878444
27,-0.6588357,-0.59401417,"('hardhearted', 'softhearted')",0.07524839,0.101755396,1.052446,0.90679204,0.1562862,0.1381778,-0.0181084
28,1.0799874,0.95833933,"('disloyal', 'loyal')",0.78919077,0.85940003,1.5326296,1.4753505,1.1339359,1.0976966,-0.0362393
29,-0.029696546,-0.13008504,"('unfair', 'fair')",-0.37996334,-0.5430267,-0.6217299,-0.75392103,-0.3437966,-0.4756776,-0.131881
30,0.7902374,0.8184329,"('intolerant', 'tolerant')",-0.1875314,0.11206542,0.23110075,0.37939656,0.2779356,0.4366316,0.158696
31,-1.0611889,-1.1050886,"('evil', 'good')",-0.8549841,-0.94305444,-0.9117813,-0.938038,-0.9426514,-0.9953936,-0.0527422
32,0.7800063,0.73905337,"('unkind', 'kind')",0.3777339,0.5442333,1.3934472,1.2930732,0.8503958,0.8587866,0.0083908
33,0.53007615,0.46085754,"('wrong', 'right')",0.697441,0.48786768,-0.59192777,-0.6624644,0.2118631,0.0954203,-0.1164428
34,-0.27528387,-0.08267586,"('mean', 'honorable')",-0.42135203,-0.122773975,5.102433,5.382081,1.4685992,1.7255437,0.2569445
35,-0.10998459,-0.24179772,"('corrupt', 'incorrupt')",-0.32946548,-0.64653033,-0.30594474,-0.4736497,-0.2484649,-0.4539926,-0.2055277
36,-1.0260043,-1.1691504,"('hostile', 'amicable')",-0.2633328,-0.46637526,-0.24569112,-0.40064842,-0.5116761,-0.6787247,-0.1670486
37,0.12488747,0.16624501,"('fake', 'genuine')",-0.0007983297,0.14562005,0.27999455,0.28147414,0.1346946,0.1977797,0.0630851
38,0.60308355,0.61644804,"('untruthful', 'truthful')",0.60893834,0.76041424,0.12730801,0.23859021,0.4464433,0.5384842,0.0920409
39,0.25022903,0.35958302,"('exploitative', 'cooperative')",-0.35857785,-0.19703293,0.053416073,0.13988078,-0.0183109,0.1008103,0.1191212
40,-0.065415755,-0.044597663,"('stingy', 'generous')",-0.64924073,-0.57560235,-2.574213,-2.666047,-1.0962898,-1.0954158,0.000874
41,-0.1342537,-0.115742706,"('unforgiving', 'forgiving')",-0.0971556,0.065751694,0.37558505,0.369908,0.0480586,0.106639,0.0585804
42,-0.5984175,-0.47762716,"('unreliable', 'reliable')",-0.31340337,-0.0055126026,-3.2368321,-3.1469765,-1.3828843,-1.2100387,0.1728456
43,0.44021276,0.5677013,"('irresponsible', 'responsible')",0.42544705,0.79550946,0.75150955,0.92356634,0.5390565,0.762259,0.2232025
44,-1.6167922,-1.5581813,"('prejudiced', 'unprejudiced')",0.13713041,0.1302155,-1.2851653,-1.2734797,-0.9216091,-0.9004819,0.0211272
45,0.75642884,0.80548126,"('incompetent', 'competent')",1.3727329,1.6951466,0.41822743,0.41467056,0.8491298,0.9717661,0.1226363
46,-0.0734787,-0.0015086234,"('uncompetitive', 'competitive')",0.12834948,0.4657761,-0.5440994,-0.5076319,-0.1630762,-0.0144548,0.1486214
47,0.7295888,0.7735315,"('stupid', 'smart')",1.330536,1.5015401,5.762503,5.955863,2.6075427,2.7436447,0.136102
48,0.33460653,0.36339706,"('unintelligent', 'intelligent')",-0.87813455,-0.72961676,-0.1572835,-0.12617914,-0.2336038,-0.164133,0.0694708
49,-1.255555,-1.1223885,"('unable', 'able')",-0.625041,-0.43393353,-0.567655,-0.43963632,-0.8160837,-0.6653194,0.1507643
50,-0.93303144,-0.8772575,"('clumsy', 'skillful')",0.031182311,0.11613559,-0.26858926,-0.2768857,-0.3901461,-0.3460025,0.0441436
51,-1.199632,-1.3140186,"('uneducated', 'educated')",-1.0383826,-1.0252393,-0.33750224,-0.36447218,-0.8585056,-0.9012434,-0.0427378
52,-0.49891967,-0.7568489,"('irrational', 'rational')",-0.016578898,-0.4409442,-0.4145764,-0.5952962,-0.310025,-0.5976964,-0.2876714
53,-0.1282961,-0.22846273,"('uncreative', 'creative')",-0.73931724,-0.73603487,0.4684278,0.460395,-0.1330618,-0.1680342,-0.0349724
54,-0.8213094,-0.89606494,"('incapable', 'capable')",-0.35311428,-0.3649637,0.9452663,0.9877187,-0.0763858,-0.0911033,-0.0147175
55,0.25252837,0.34383008,"('incompetent', 'clever')",-0.47128725,-0.13536303,0.16257122,0.22016515,-0.0187292,0.1428774,0.1616066
56,2.7537577,2.823704,"('impractical', 'practical')",1.3210968,1.6229602,-0.31783503,-0.20687763,1.2523398,1.4132622,0.1609224
