,policeman_male,policeman_female,tuple,average_male,average_female,female-male
0,0.37616616,0.17510718,"('unsociable', 'sociable')",0.3761662,0.1751072,-0.201059
1,0.8173409,0.9455319,"('unfriendly', 'friendly')",0.8173409,0.9455319,0.128191
2,-0.10135424,-0.1580409,"('unlikable', 'likable')",-0.1013542,-0.1580409,-0.0566867
3,0.38912618,0.7208949,"('repellent', 'pleasant')",0.3891262,0.7208949,0.3317687
4,-7.4915266,-7.450041,"('disliked', 'liked')",-7.4915266,-7.4500408,0.0414858
5,-1.266331,-0.9316893,"('distant', 'outgoing')",-1.266331,-0.9316893,0.3346417
6,-0.7967075,-0.4663335,"('distant', 'open')",-0.7967075,-0.4663335,0.330374
7,1.2191536,1.1568946,"('insensitive', 'sensitive')",1.2191536,1.1568946,-0.062259
8,1.3109959,1.3148568,"('unaffectionate', 'affectionate')",1.3109959,1.3148568,0.0038609
9,2.1421838,2.103333,"('unaffectionate', 'caring')",2.1421838,2.103333,-0.0388508
10,1.2789185,1.2623022,"('unsympathetic', 'sympathetic')",1.2789185,1.2623022,-0.0166163
11,2.3915079,2.074835,"('unhelpful', 'helpful')",2.3915079,2.0748351,-0.3166728
12,-1.4110173,-1.4410529,"('unsupportive', 'supportive')",-1.4110173,-1.4410529,-0.0300356
13,0.1765563,-0.18434754,"('impolite', 'polite')",0.1765563,-0.1843475,-0.3609038
14,0.25875846,0.18053131,"('antisocial', 'social')",0.2587585,0.1805313,-0.0782272
15,0.17402458,-0.05768059,"('boring', 'funny')",0.1740246,-0.0576806,-0.2317052
16,-0.71749055,-0.6451087,"('unpopular', 'popular')",-0.7174906,-0.6451087,0.0723819
17,-0.40135205,-0.5542495,"('nasty', 'nice')",-0.401352,-0.5542495,-0.1528975
18,-0.8252305,-0.78818387,"('disagreeable', 'welcoming')",-0.8252305,-0.7881839,0.0370466
19,-0.62295705,-0.5966138,"('inhospitable', 'hospitable')",-0.6229571,-0.5966138,0.0263433
20,0.6640876,0.7546199,"('rough', 'thoughtful')",0.6640876,0.7546199,0.0905323
21,0.10946013,0.009605274,"('immoral', 'moral')",0.1094601,0.0096053,-0.0998548
22,-0.5123431,-0.71665066,"('untrustworthy', 'trustworthy')",-0.5123431,-0.7166507,-0.2043076
23,7.13327,6.849718,"('insincere', 'sincere')",7.1332698,6.8497181,-0.2835517
24,1.875538,1.5185502,"('dishonest', 'honest')",1.875538,1.5185502,-0.3569878
25,0.5380228,0.6414209,"('egoistic', 'altruistic')",0.5380228,0.6414209,0.1033981
26,1.5591273,1.4905124,"('hardhearted', 'benevolent')",1.5591273,1.4905124,-0.0686149
27,1.2089921,1.3263066,"('hardhearted', 'softhearted')",1.2089921,1.3263066,0.1173145
28,1.5653574,1.2987008,"('disloyal', 'loyal')",1.5653574,1.2987008,-0.2666566
29,-1.1111046,-1.0896766,"('unfair', 'fair')",-1.1111046,-1.0896766,0.021428
30,1.2993006,1.2153322,"('intolerant', 'tolerant')",1.2993006,1.2153322,-0.0839684
31,-2.300435,-1.9239814,"('evil', 'good')",-2.3004351,-1.9239814,0.3764537
32,1.9773245,1.6010901,"('unkind', 'kind')",1.9773245,1.6010901,-0.3762344
33,-0.6856029,-0.7645603,"('wrong', 'right')",-0.6856029,-0.7645603,-0.0789574
34,5.172013,5.041912,"('mean', 'honorable')",5.1720128,5.0419121,-0.1301007
35,-0.8250364,-0.93105423,"('corrupt', 'incorrupt')",-0.8250364,-0.9310542,-0.1060178
36,-0.7745223,-0.81844586,"('hostile', 'amicable')",-0.7745223,-0.8184459,-0.0439236
37,1.026644,0.8780322,"('fake', 'genuine')",1.026644,0.8780322,-0.1486118
38,0.4001999,0.14928623,"('untruthful', 'truthful')",0.4001999,0.1492862,-0.2509137
39,0.43747628,0.3626347,"('exploitative', 'cooperative')",0.4374763,0.3626347,-0.0748416
40,-2.099651,-1.9821316,"('stingy', 'generous')",-2.0996511,-1.9821316,0.1175195
41,0.2799218,0.026736848,"('unforgiving', 'forgiving')",0.2799218,0.0267368,-0.253185
42,-3.1111088,-2.955176,"('unreliable', 'reliable')",-3.1111088,-2.9551761,0.1559327
43,1.3676171,1.245637,"('irresponsible', 'responsible')",1.3676171,1.2456371,-0.12198
44,-1.2690592,-1.1267153,"('prejudiced', 'unprejudiced')",-1.2690592,-1.1267153,0.1423439
45,0.1575561,0.045489278,"('incompetent', 'competent')",0.1575561,0.0454893,-0.1120668
46,-0.6975023,-0.8188429,"('uncompetitive', 'competitive')",-0.6975023,-0.8188429,-0.1213406
47,5.6875954,5.592197,"('stupid', 'smart')",5.6875954,5.5921969,-0.0953985
48,0.43016642,0.33875236,"('unintelligent', 'intelligent')",0.4301664,0.3387524,-0.091414
49,0.06562185,0.2659879,"('unable', 'able')",0.0656219,0.2659879,0.200366
50,-0.63631046,-0.6386025,"('clumsy', 'skillful')",-0.6363105,-0.6386025,-0.002292
51,0.9158097,0.7674264,"('uneducated', 'educated')",0.9158097,0.7674264,-0.1483833
52,-1.0020847,-0.92904896,"('irrational', 'rational')",-1.0020847,-0.929049,0.0730357
53,-0.019769248,-0.0401841,"('uncreative', 'creative')",-0.0197692,-0.0401841,-0.0204149
