,mcafee_male,mcafee_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.7472299,-1.9534775,"('unsociable', 'sociable')",-0.121922396,-0.35763416,-0.9345762,-1.1555558,-0.2209796
1,-0.923161,-1.1349657,"('unfriendly', 'friendly')",1.6876466,1.5315152,0.3822428,0.1982748,-0.183968
2,0.752208,0.83821183,"('unlikable', 'likable')",0.58799434,0.72780013,0.6701012,0.783006,0.1129048
3,-0.8057191,-0.770165,"('repellent', 'pleasant')",0.323056,0.35625762,-0.2413315,-0.2069537,0.0343778
4,0.59548914,0.5082561,"('disliked', 'liked')",-6.1317677,-6.1612062,-2.7681394,-2.8264751,-0.0583357
5,0.3712143,0.34723204,"('distant', 'outgoing')",-0.5708005,-0.5213033,-0.0997931,-0.0870356,0.0127575
6,0.6979333,0.7287773,"('distant', 'open')",-0.15815373,-0.14191365,0.2698898,0.2934318,0.023542
7,-0.74835694,-0.7464291,"('insensitive', 'sensitive')",1.0730612,0.9774493,0.1623521,0.1155101,-0.046842
8,-0.12477042,-0.23421493,"('unaffectionate', 'affectionate')",0.62610555,0.5496606,0.2506676,0.1577228,-0.0929448
9,-0.65073365,-0.74228764,"('unaffectionate', 'caring')",1.0692054,1.0117106,0.2092359,0.1347115,-0.0745244
10,-2.3763163,-2.4120476,"('unsympathetic', 'sympathetic')",0.371239,0.22592874,-1.0025387,-1.0930594,-0.0905207
11,-1.7400663,-1.7484745,"('unhelpful', 'helpful')",1.9986163,2.011584,0.129275,0.1315548,0.0022798
12,-0.9930637,-0.9631959,"('unsupportive', 'supportive')",-1.2361264,-1.2423993,-1.1145951,-1.1027976,0.0117975
13,-0.8145993,-0.9303178,"('impolite', 'polite')",0.018535636,-0.054314375,-0.3980318,-0.4923161,-0.0942843
14,-0.9399142,-0.93560475,"('antisocial', 'social')",-0.36103877,-0.43937433,-0.6504765,-0.6874895,-0.037013
15,-0.032809384,-0.115850165,"('boring', 'funny')",0.31706956,0.2977408,0.1421301,0.0909453,-0.0511848
16,-0.29532325,-0.24235566,"('unpopular', 'popular')",0.34257528,0.32091188,0.023626,0.0392781,0.0156521
17,-0.6635553,-0.59821343,"('nasty', 'nice')",-0.56760454,-0.48998216,-0.61558,-0.5440978,0.0714822
18,-0.17975758,-0.15246624,"('disagreeable', 'welcoming')",-0.3415078,-0.3488577,-0.2606327,-0.250662,0.0099707
19,-0.067299396,-0.059245218,"('inhospitable', 'hospitable')",-0.17814785,-0.10245697,-0.1227236,-0.0808511,0.0418725
20,-0.0042175427,0.00027683377,"('rough', 'thoughtful')",1.3350575,1.2711939,0.66542,0.6357353,-0.0296847
21,-1.2118688,-1.2174547,"('immoral', 'moral')",-0.29299703,-0.30872026,-0.7524329,-0.7630875,-0.0106546
22,-0.33719838,-0.41199633,"('untrustworthy', 'trustworthy')",-0.8791688,-0.96575916,-0.6081836,-0.6888778,-0.0806942
23,-1.491448,-1.6104659,"('insincere', 'sincere')",5.779269,5.6089787,2.1439106,1.9992564,-0.1446542
24,-0.62556106,-0.7106211,"('dishonest', 'honest')",0.9566346,0.853886,0.1655368,0.0716324,-0.0939044
25,0.26589787,0.19714661,"('egoistic', 'altruistic')",1.1119913,1.0660678,0.6889446,0.6316072,-0.0573374
26,0.10805353,-0.045600463,"('hardhearted', 'benevolent')",1.704841,1.56151,0.9064473,0.7579548,-0.1484925
27,-0.3909785,-0.41265637,"('hardhearted', 'softhearted')",1.5849174,1.480065,0.5969695,0.5337043,-0.0632652
28,-1.1362021,-1.2945706,"('disloyal', 'loyal')",0.94709617,0.7351671,-0.094553,-0.2797017,-0.1851487
29,-0.07797525,-0.13612936,"('unfair', 'fair')",-0.445308,-0.6441791,-0.2616416,-0.3901542,-0.1285126
