,nickname_male,nickname_female,tuple,average_male,average_female,female-male
0,0.5072131,0.3823463,"('unsociable', 'sociable')",0.5072131,0.3823463,-0.1248668
1,0.8076623,0.8797651,"('unfriendly', 'friendly')",0.8076623,0.8797651,0.0721028
2,0.056118093,0.24015395,"('unlikable', 'likable')",0.0561181,0.240154,0.1840359
3,0.9562065,1.0503892,"('repellent', 'pleasant')",0.9562065,1.0503892,0.0941827
4,-6.997099,-7.2151284,"('disliked', 'liked')",-6.9970989,-7.2151284,-0.2180295
5,-0.6776828,-0.6228509,"('distant', 'outgoing')",-0.6776828,-0.6228509,0.0548319
6,-0.282201,-0.2986311,"('distant', 'open')",-0.282201,-0.2986311,-0.0164301
7,1.4087104,1.4496919,"('insensitive', 'sensitive')",1.4087104,1.4496919,0.0409815
8,0.6239822,0.6846544,"('unaffectionate', 'affectionate')",0.6239822,0.6846544,0.0606722
9,0.92595834,1.0296855,"('unaffectionate', 'caring')",0.9259583,1.0296855,0.1037272
10,1.3603756,1.3554983,"('unsympathetic', 'sympathetic')",1.3603756,1.3554983,-0.0048773
11,1.4705092,1.5045003,"('unhelpful', 'helpful')",1.4705092,1.5045003,0.0339911
12,-1.3058836,-1.2967408,"('unsupportive', 'supportive')",-1.3058836,-1.2967408,0.0091428
13,0.29163688,0.37655866,"('impolite', 'polite')",0.2916369,0.3765587,0.0849218
14,0.51721823,0.4179526,"('antisocial', 'social')",0.5172182,0.4179526,-0.0992656
15,0.46662834,0.38734254,"('boring', 'funny')",0.4666283,0.3873425,-0.0792858
16,-0.8454026,-0.8495631,"('unpopular', 'popular')",-0.8454026,-0.8495631,-0.0041605
17,-0.08942264,-0.09840199,"('nasty', 'nice')",-0.0894226,-0.098402,-0.0089794
18,-0.27677166,-0.19425893,"('disagreeable', 'welcoming')",-0.2767717,-0.1942589,0.0825128
19,-0.9215253,-0.8397092,"('inhospitable', 'hospitable')",-0.9215253,-0.8397092,0.0818161
20,0.6222083,0.5023379,"('rough', 'thoughtful')",0.6222083,0.5023379,-0.1198704
21,0.27411225,0.42329395,"('immoral', 'moral')",0.2741123,0.4232939,0.1491816
22,0.31927764,0.24749704,"('untrustworthy', 'trustworthy')",0.3192776,0.247497,-0.0717806
23,5.75897,5.95754,"('insincere', 'sincere')",5.7589698,5.95754,0.1985702
24,1.3474516,1.3789755,"('dishonest', 'honest')",1.3474516,1.3789755,0.0315239
25,0.6259803,0.7222991,"('egoistic', 'altruistic')",0.6259803,0.7222991,0.0963188
26,1.0746772,0.8426752,"('hardhearted', 'benevolent')",1.0746772,0.8426752,-0.232002
27,1.6580998,1.5165143,"('hardhearted', 'softhearted')",1.6580998,1.5165143,-0.1415855
28,1.1196147,0.97373384,"('disloyal', 'loyal')",1.1196147,0.9737338,-0.1458809
29,-0.51828855,-0.6733401,"('unfair', 'fair')",-0.5182886,-0.6733401,-0.1550515
30,1.0675336,1.1094098,"('intolerant', 'tolerant')",1.0675336,1.1094098,0.0418762
31,-1.4945865,-1.5524703,"('evil', 'good')",-1.4945865,-1.5524703,-0.0578838
32,1.116571,1.0213672,"('unkind', 'kind')",1.1165709,1.0213672,-0.0952037
33,-0.370331,-0.36672896,"('wrong', 'right')",-0.370331,-0.366729,0.003602
34,3.771004,4.0815835,"('mean', 'honorable')",3.771004,4.0815835,0.3105795
35,-1.3345077,-1.6367003,"('corrupt', 'incorrupt')",-1.3345077,-1.6367003,-0.3021926
36,-0.9022789,-0.99478066,"('hostile', 'amicable')",-0.9022789,-0.9947807,-0.0925018
37,1.0148066,1.0018183,"('fake', 'genuine')",1.0148066,1.0018183,-0.0129883
38,-0.6282046,-0.51166993,"('untruthful', 'truthful')",-0.6282046,-0.5116699,0.1165347
