,exelon_male,exelon_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.9527048,-2.1274621,"('unsociable', 'sociable')",-0.19480774,-0.39607784,-1.0737562,-1.26177,-0.1880138
1,-0.7338981,-0.9715489,"('unfriendly', 'friendly')",1.494619,1.2369999,0.3803605,0.1327255,-0.247635
2,1.0425134,1.0001315,"('unlikable', 'likable')",0.8291474,0.8488103,0.9358304,0.9244709,-0.0113595
3,-0.8192465,-0.74985784,"('repellent', 'pleasant')",0.70270324,0.7509932,-0.0582716,0.0005677,0.0588393
4,-0.13173495,-0.17888707,"('disliked', 'liked')",-6.3341317,-6.3078136,-3.2329333,-3.2433503,-0.010417
5,0.22077817,0.1260975,"('distant', 'outgoing')",-0.44987863,-0.52942526,-0.1145502,-0.2016639,-0.0871137
6,-0.0828606,-0.2251135,"('distant', 'open')",-0.36364523,-0.54579717,-0.2232529,-0.3854553,-0.1622024
7,-0.9959657,-1.025976,"('insensitive', 'sensitive')",0.1170811,0.05948104,-0.4394423,-0.4832475,-0.0438052
8,-0.1505931,-0.25141302,"('unaffectionate', 'affectionate')",0.6966062,0.5273961,0.2730066,0.1379915,-0.1350151
9,-0.7549039,-0.93521416,"('unaffectionate', 'caring')",0.91156584,0.7552917,0.078331,-0.0899612,-0.1682922
10,-2.3006196,-2.3638875,"('unsympathetic', 'sympathetic')",-0.7612489,-0.89244395,-1.5309342,-1.6281657,-0.0972315
11,-1.0558199,-1.081456,"('unhelpful', 'helpful')",1.0271238,1.0740739,-0.014348,-0.003691,0.010657
12,-1.1139208,-1.1035439,"('unsupportive', 'supportive')",-2.2178998,-2.2487392,-1.6659102,-1.6761415,-0.0102313
13,-1.9629068,-1.9465141,"('impolite', 'polite')",-1.2648314,-1.2549559,-1.6138692,-1.6007349,0.0131343
14,-1.1284564,-1.097399,"('antisocial', 'social')",-0.042609878,-0.090510935,-0.5855331,-0.593955,-0.0084219
15,0.16305009,0.056805268,"('boring', 'funny')",0.039147995,0.047300227,0.101099,0.0520527,-0.0490463
16,-0.040618777,-0.08594819,"('unpopular', 'popular')",0.40741432,0.36262342,0.1833978,0.1383376,-0.0450602
17,-0.14379263,-0.057767794,"('nasty', 'nice')",-0.3624983,-0.27720463,-0.2531455,-0.1674862,0.0856593
18,-0.17417741,-0.20380598,"('disagreeable', 'welcoming')",-0.56691974,-0.6799527,-0.3705486,-0.4418793,-0.0713307
19,-0.9246738,-0.9841852,"('inhospitable', 'hospitable')",-0.6358366,-0.6632552,-0.7802552,-0.8237202,-0.043465
20,0.20212252,0.21778409,"('rough', 'thoughtful')",1.0494887,1.012306,0.6258056,0.615045,-0.0107606
21,-0.91424984,-0.96049774,"('immoral', 'moral')",-0.7241734,-0.68819386,-0.8192116,-0.8243458,-0.0051342
22,-1.2709488,-1.2921622,"('untrustworthy', 'trustworthy')",-1.2460762,-1.356691,-1.2585125,-1.3244267,-0.0659142
23,-0.9507289,-1.0742809,"('insincere', 'sincere')",5.2007,5.019642,2.1249855,1.9726806,-0.1523049
24,-0.596478,-0.70722294,"('dishonest', 'honest')",0.29807568,0.21168365,-0.1492012,-0.2477697,-0.0985685
25,0.33154294,0.25433755,"('egoistic', 'altruistic')",1.5492151,1.5073261,0.940379,0.8808318,-0.0595472
26,0.25419354,0.16624081,"('hardhearted', 'benevolent')",1.6737989,1.5891241,0.9639962,0.8776824,-0.0863138
27,-0.17772658,-0.22330055,"('hardhearted', 'softhearted')",1.1869879,1.0072693,0.5046306,0.3919843,-0.1126463
28,-0.8733932,-1.0082649,"('disloyal', 'loyal')",0.91425973,0.7703068,0.0204333,-0.118979,-0.1394123
29,-0.6497128,-0.6981454,"('unfair', 'fair')",-0.34962773,-0.51249444,-0.4996703,-0.6053199,-0.1056496
30,-1.0375745,-1.031782,"('intolerant', 'tolerant')",0.7984821,0.7386327,-0.1195462,-0.1465747,-0.0270285
31,0.30215245,0.3555615,"('evil', 'good')",-0.50376606,-0.59485143,-0.1008068,-0.119645,-0.0188382
32,-1.0617905,-1.1895478,"('unkind', 'kind')",0.30006203,0.088001795,-0.3808642,-0.550773,-0.1699088
33,0.47966766,0.3317154,"('wrong', 'right')",-0.57083666,-0.58211154,-0.0455845,-0.1251981,-0.0796136
34,-0.05691857,0.05080856,"('mean', 'honorable')",5.0770254,5.205994,2.5100534,2.6284013,0.1183479
35,1.0092286,0.9227292,"('corrupt', 'incorrupt')",-0.10051663,-0.15785334,0.454356,0.3824379,-0.0719181
36,0.7522309,0.59043235,"('hostile', 'amicable')",0.18110248,0.000119078904,0.4666667,0.2952757,-0.171391
37,0.027026728,0.003699392,"('fake', 'genuine')",-0.12353268,-0.17546697,-0.048253,-0.0858838,-0.0376308
38,-0.9982872,-1.0318081,"('untruthful', 'truthful')",-0.58500814,-0.51247954,-0.7916477,-0.7721438,0.0195039
39,0.75687766,0.8386892,"('exploitative', 'cooperative')",0.33299625,0.38590497,0.544937,0.6122971,0.0673601
40,0.38098046,0.3005865,"('stingy', 'generous')",-1.5012617,-1.6503878,-0.5601406,-0.6749007,-0.1147601
41,-0.46033683,-0.5012718,"('unforgiving', 'forgiving')",-0.0016220827,-0.124409206,-0.2309795,-0.3128405,-0.081861
42,-0.69614553,-0.645377,"('unreliable', 'reliable')",-3.5048385,-3.5345163,-2.100492,-2.0899467,0.0105453
43,-1.2458708,-1.2526463,"('irresponsible', 'responsible')",0.043279484,-0.023797246,-0.6012957,-0.6382218,-0.0369261
44,0.4792981,0.5296583,"('prejudiced', 'unprejudiced')",-1.4751412,-1.4457728,-0.4979215,-0.4580572,0.0398643
45,-1.9588134,-1.9357158,"('incompetent', 'competent')",-0.29095563,-0.39696345,-1.1248845,-1.1663396,-0.0414551
46,-1.4647808,-1.4911557,"('uncompetitive', 'competitive')",-1.1346129,-1.1269487,-1.2996969,-1.3090522,-0.0093553
47,-0.3803074,-0.34807053,"('stupid', 'smart')",5.094714,5.062351,2.3572035,2.3571403,-6.32e-05
48,-0.40086755,-0.35807613,"('unintelligent', 'intelligent')",0.6927455,0.7331938,0.145939,0.1875588,0.0416198
49,-0.22420976,-0.08474032,"('unable', 'able')",-0.36990505,-0.34553963,-0.2970574,-0.21514,0.0819174
50,0.124125086,0.18028261,"('clumsy', 'skillful')",-0.2519011,-0.37946722,-0.063888,-0.0995923,-0.0357043
51,-1.4836755,-1.531608,"('uneducated', 'educated')",0.053869825,-0.023111857,-0.7149028,-0.7773599,-0.0624571
52,0.6935258,0.5290694,"('irrational', 'rational')",0.6531888,0.51452,0.6733573,0.5217947,-0.1515626
53,-1.1466738,-1.3051349,"('uncreative', 'creative')",0.36985296,0.14610127,-0.3884104,-0.5795168,-0.1911064
54,-0.12833974,-0.24077162,"('incapable', 'capable')",0.64288646,0.62087846,0.2572734,0.1900534,-0.06722
55,-1.6850411,-1.6318312,"('incompetent', 'clever')",0.0904298,0.07256808,-0.7973056,-0.7796316,0.017674
56,-1.344947,-1.3536353,"('impractical', 'practical')",-0.70547765,-0.7210332,-1.0252123,-1.0373342,-0.0121219
57,-1.5805794,-1.6723543,"('unimaginative', 'imaginative')",-3.005869,-3.0617702,-2.2932241,-2.3670623,-0.0738382
58,-0.25894362,-0.33760658,"('undiscriminating', 'discriminating')",0.29068154,0.21938914,0.015869,-0.0591087,-0.0749777
59,0.5499449,0.54476005,"('foolish', 'wise')",0.19426636,0.18570575,0.3721056,0.3652329,-0.0068727
60,-1.1899328,-1.1213278,"('inefficient', 'efficient')",-0.5016723,-0.38969514,-0.8458025,-0.7555115,0.090291
61,-0.44977805,-0.639688,"('illogical', 'logical')",0.73793924,0.5431805,0.1440806,-0.0482537,-0.1923343
62,-0.65557337,-0.530155,"('incompetent', 'brilliant')",0.17551202,0.30122337,-0.2400307,-0.1144658,0.1255649
63,-1.0402601,-1.0282754,"('unperceptive', 'insightful')",0.07494277,0.090492174,-0.4826587,-0.4688916,0.0137671
64,-0.33441883,-0.33623496,"('shy', 'confident')",-6.138549,-6.0783086,-3.2364838,-3.2072718,0.029212
65,-1.2254645,-1.2384703,"('insecure', 'secure')",-0.59237665,-0.5622142,-0.9089205,-0.9003422,0.0085783
66,-0.05249244,-0.18383543,"('inactive', 'active')",0.29960814,0.24714221,0.1235579,0.0316534,-0.0919045
67,-0.076650456,-0.07608705,"('doubtful', 'determined')",-0.39015916,-0.37073615,-0.2334048,-0.2234116,0.0099932
68,-0.74776495,-0.7322092,"('dependent', 'independent')",-0.843551,-0.8314282,-0.795658,-0.7818187,0.0138393
69,1.2459074,1.2397747,"('lazy', 'industrious')",-0.42193305,-0.35502046,0.4119872,0.4423771,0.0303899
70,-1.3091711,-1.293441,"('lethargic', 'energetic')",-0.3713503,-0.38007674,-0.8402607,-0.8367589,0.0035018
71,-0.18899423,-0.2689737,"('diffident', 'self-confident')",0.23752266,0.1857125,0.0242642,-0.0416306,-0.0658948
72,-0.2977422,-0.2880587,"('unambitious', 'ambitious')",-0.6282883,-0.6397016,-0.4630153,-0.4638802,-0.0008649
73,1.2141544,1.1841676,"('helpless', 'self-reliant')",-2.925729,-2.8815703,-0.8557873,-0.8487014,0.0070859
74,-0.34313273,-0.40097535,"('undedicated', 'dedicated')",-0.28638247,-0.45390695,-0.3147576,-0.4274411,-0.1126835
75,1.1552588,1.1896093,"('meek', 'impulsive')",-0.5149479,-0.369225,0.3201554,0.4101921,0.0900367
76,-0.33556902,-0.28988865,"('anxious', 'daring')",-0.6424297,-0.57377064,-0.4889994,-0.4318296,0.0571698
77,-0.8808503,-0.89399534,"('unmotivated', 'motivated')",-1.4577521,-1.3300804,-1.1693013,-1.1120379,0.0572634
78,-0.78820854,-0.7996347,"('nonresilient', 'resilient')",-0.1585872,-0.2430143,-0.4733979,-0.5213245,-0.0479266
79,0.47863248,0.39060247,"('wavering', 'unwavering')",-0.48210615,-0.5000984,-0.0017368,-0.054748,-0.0530112
80,-0.38366425,-0.34926075,"('dominated', 'dominating')",-1.0829322,-0.8782949,-0.7332982,-0.6137778,0.1195204
81,-0.57875496,-0.6190568,"('submissive', 'aggressive')",-0.95653135,-0.784669,-0.7676432,-0.7018629,0.0657803
82,-0.7460479,-0.80382353,"('poor', 'rich')",5.639696,5.464996,2.4468241,2.3305862,-0.1162379
83,-0.02993194,-0.07518793,"('powerless', 'powerful')",-0.8379343,-0.7651196,-0.4339331,-0.4201538,0.0137793
84,0.12291247,0.10532,"('inferior', 'superior')",1.0271192,0.9999746,0.5750158,0.5526473,-0.0223685
85,1.2504578,1.1355531,"('insignificant', 'prestigious')",0.6188254,0.5289403,0.9346416,0.8322467,-0.1023949
86,-1.977133,-2.1679218,"('uninfluential', 'influential')",-0.70793265,-0.879275,-1.3425329,-1.5235984,-0.1810655
87,-0.18876943,-0.28929976,"('unsuccessful', 'successful')",0.63588744,0.68635416,0.223559,0.1985272,-0.0250318
88,-0.34526482,-0.47230735,"('low', 'eminent')",-0.29304096,-0.32819638,-0.3191529,-0.4002519,-0.081099
