,drake_male,drake_female,tuple,average_male,average_female,female-male
0,-0.48124114,-0.58014476,"('unsociable', 'sociable')",-0.4812411,-0.5801448,-0.0989037
1,1.3337871,1.3536689,"('unfriendly', 'friendly')",1.3337871,1.3536689,0.0198818
2,0.11301797,0.21178722,"('unlikable', 'likable')",0.113018,0.2117872,0.0987692
3,0.2407417,0.20428112,"('repellent', 'pleasant')",0.2407417,0.2042811,-0.0364606
4,-7.648567,-7.663561,"('disliked', 'liked')",-7.6485672,-7.6635609,-0.0149937
5,-0.5242432,-0.40903533,"('distant', 'outgoing')",-0.5242432,-0.4090353,0.1152079
6,0.18546247,0.22084829,"('distant', 'open')",0.1854625,0.2208483,0.0353858
7,0.59480375,0.58666486,"('insensitive', 'sensitive')",0.5948038,0.5866649,-0.0081389
8,1.4716038,1.4373912,"('unaffectionate', 'affectionate')",1.4716038,1.4373912,-0.0342126
9,1.7416471,1.8262328,"('unaffectionate', 'caring')",1.7416471,1.8262328,0.0845857
10,0.38189185,0.25621572,"('unsympathetic', 'sympathetic')",0.3818918,0.2562157,-0.1256761
11,1.2071443,1.2647457,"('unhelpful', 'helpful')",1.2071443,1.2647457,0.0576014
12,-1.9758775,-1.9461968,"('unsupportive', 'supportive')",-1.9758775,-1.9461968,0.0296807
13,-0.67616755,-0.6966249,"('impolite', 'polite')",-0.6761675,-0.6966249,-0.0204574
14,-0.36597073,-0.50114346,"('antisocial', 'social')",-0.3659707,-0.5011435,-0.1351728
15,0.019241426,-0.0005860124,"('boring', 'funny')",0.0192414,-0.000586,-0.0198274
16,-0.58208317,-0.44076326,"('unpopular', 'popular')",-0.5820832,-0.4407633,0.1413199
17,-0.5316664,-0.43399274,"('nasty', 'nice')",-0.5316664,-0.4339927,0.0976737
18,-0.2618906,-0.36344114,"('disagreeable', 'welcoming')",-0.2618906,-0.3634411,-0.1015505
19,-0.59343576,-0.4960671,"('inhospitable', 'hospitable')",-0.5934358,-0.4960671,0.0973687
20,1.0703535,0.9768422,"('rough', 'thoughtful')",1.0703535,0.9768422,-0.0935113
21,-0.6367375,-0.62167376,"('immoral', 'moral')",-0.6367375,-0.6216738,0.0150637
22,-0.77466106,-0.8421069,"('untrustworthy', 'trustworthy')",-0.7746611,-0.8421069,-0.0674458
23,6.507913,6.5174594,"('insincere', 'sincere')",6.5079131,6.5174594,0.0095463
24,1.3416252,1.2209448,"('dishonest', 'honest')",1.3416252,1.2209448,-0.1206804
25,1.1679494,1.1182519,"('egoistic', 'altruistic')",1.1679494,1.1182519,-0.0496975
26,0.9136249,0.90674883,"('hardhearted', 'benevolent')",0.9136249,0.9067488,-0.0068761
27,1.6232685,1.4470266,"('hardhearted', 'softhearted')",1.6232685,1.4470266,-0.1762419
28,1.2944778,1.2579359,"('disloyal', 'loyal')",1.2944778,1.2579359,-0.0365419
29,-0.79375565,-0.8716015,"('unfair', 'fair')",-0.7937557,-0.8716015,-0.0778458
30,0.8249677,0.76851547,"('intolerant', 'tolerant')",0.8249677,0.7685155,-0.0564522
31,-1.08403,-0.909746,"('evil', 'good')",-1.08403,-0.909746,0.174284
32,0.689594,0.5796059,"('unkind', 'kind')",0.689594,0.5796059,-0.1099881
33,-0.07290918,-0.024217092,"('wrong', 'right')",-0.0729092,-0.0242171,0.0486921
34,4.7643995,4.9351044,"('mean', 'honorable')",4.7643995,4.9351044,0.1707049
35,-0.27340865,-0.37888983,"('corrupt', 'incorrupt')",-0.2734087,-0.3788898,-0.1054811
36,-0.041000467,0.00040227175,"('hostile', 'amicable')",-0.0410005,0.0004023,0.0414028
37,0.7511911,0.6494963,"('fake', 'genuine')",0.7511911,0.6494963,-0.1016948
38,-0.06510153,0.043625824,"('untruthful', 'truthful')",-0.0651015,0.0436258,0.1087273
39,0.3361774,0.3656249,"('exploitative', 'cooperative')",0.3361774,0.3656249,0.0294475
40,-1.653623,-1.9312824,"('stingy', 'generous')",-1.653623,-1.9312824,-0.2776594
41,0.072271094,0.094259955,"('unforgiving', 'forgiving')",0.0722711,0.09426,0.0219889
42,-2.7470436,-2.8659728,"('unreliable', 'reliable')",-2.7470436,-2.8659728,-0.1189292
43,0.55157965,0.5065901,"('irresponsible', 'responsible')",0.5515797,0.5065901,-0.0449896
44,-1.1274369,-1.1614952,"('prejudiced', 'unprejudiced')",-1.1274369,-1.1614952,-0.0340583
45,-0.482943,-0.4994317,"('incompetent', 'competent')",-0.482943,-0.4994317,-0.0164887
46,-1.2331237,-1.4433134,"('uncompetitive', 'competitive')",-1.2331237,-1.4433134,-0.2101897
47,5.506307,5.6897273,"('stupid', 'smart')",5.5063071,5.6897273,0.1834202
48,0.73316836,0.6220106,"('unintelligent', 'intelligent')",0.7331684,0.6220106,-0.1111578
49,0.355754,0.44235665,"('unable', 'able')",0.355754,0.4423566,0.0866026
50,-0.048763245,-0.13991879,"('clumsy', 'skillful')",-0.0487632,-0.1399188,-0.0911556
51,0.45295417,0.32801107,"('uneducated', 'educated')",0.4529542,0.3280111,-0.1249431
52,-0.0904582,-0.07054971,"('irrational', 'rational')",-0.0904582,-0.0705497,0.0199085
53,0.40032077,0.37419426,"('uncreative', 'creative')",0.4003208,0.3741943,-0.0261265
54,1.326684,1.470854,"('incapable', 'capable')",1.326684,1.470854,0.14417
55,0.26405668,0.13901506,"('incompetent', 'clever')",0.2640567,0.1390151,-0.1250416
56,0.054301966,-0.025032539,"('impractical', 'practical')",0.054302,-0.0250325,-0.0793345
57,-3.1589854,-3.2344172,"('unimaginative', 'imaginative')",-3.1589854,-3.2344172,-0.0754318
58,-0.10843617,-0.09566765,"('undiscriminating', 'discriminating')",-0.1084362,-0.0956677,0.0127685
59,0.22293836,0.2951475,"('foolish', 'wise')",0.2229384,0.2951475,0.0722091
60,0.10126934,0.11358329,"('inefficient', 'efficient')",0.1012693,0.1135833,0.012314
61,0.4288157,0.31520456,"('illogical', 'logical')",0.4288157,0.3152046,-0.1136111
62,0.2864641,0.3992742,"('incompetent', 'brilliant')",0.2864641,0.3992742,0.1128101
63,-0.063988805,-0.001353398,"('unperceptive', 'insightful')",-0.0639888,-0.0013534,0.0626354
64,-6.9508495,-7.029353,"('shy', 'confident')",-6.9508495,-7.0293531,-0.0785036
65,-0.121555135,-0.22541606,"('insecure', 'secure')",-0.1215551,-0.2254161,-0.103861
66,-0.33024734,-0.347827,"('inactive', 'active')",-0.3302473,-0.347827,-0.0175797
67,-0.46794024,-0.34868065,"('doubtful', 'determined')",-0.4679402,-0.3486806,0.1192596
68,-0.43980843,-0.55585563,"('dependent', 'independent')",-0.4398084,-0.5558556,-0.1160472
69,-1.7866908,-1.7033837,"('lazy', 'industrious')",-1.7866908,-1.7033837,0.0833071
70,0.408272,0.26116675,"('lethargic', 'energetic')",0.408272,0.2611668,-0.1471052
71,0.54826397,0.63398165,"('diffident', 'self-confident')",0.548264,0.6339816,0.0857176
72,0.79020274,0.8411446,"('unambitious', 'ambitious')",0.7902027,0.8411446,0.0509419
73,-3.397519,-3.3749843,"('helpless', 'self-reliant')",-3.3975191,-3.3749843,0.0225348
74,0.04452143,-0.10400511,"('undedicated', 'dedicated')",0.0445214,-0.1040051,-0.1485265
75,-1.0887018,-0.95978224,"('meek', 'impulsive')",-1.0887018,-0.9597822,0.1289196
76,0.42174652,0.32764074,"('anxious', 'daring')",0.4217465,0.3276407,-0.0941058
77,-1.3010404,-1.0872025,"('unmotivated', 'motivated')",-1.3010404,-1.0872025,0.2138379
78,-0.34031636,-0.29095256,"('nonresilient', 'resilient')",-0.3403164,-0.2909526,0.0493638
79,0.023200653,0.09168124,"('wavering', 'unwavering')",0.0232007,0.0916812,0.0684805
80,-0.69394296,-0.8203461,"('dominated', 'dominating')",-0.693943,-0.8203461,-0.1264031
81,-0.536264,-0.6130105,"('submissive', 'aggressive')",-0.536264,-0.6130105,-0.0767465
82,6.381363,6.4529905,"('poor', 'rich')",6.3813629,6.4529905,0.0716276
83,-0.029859073,-0.082928814,"('powerless', 'powerful')",-0.0298591,-0.0829288,-0.0530697
84,0.870271,0.87659967,"('inferior', 'superior')",0.870271,0.8765997,0.0063287
