,centerpoint_male,centerpoint_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.18571329,-0.20905572,"('unsociable', 'sociable')",0.4204135,0.25997284,-0.62592924,-0.7946075,-0.1304097,-0.2478968,-0.1174871
1,-1.5046751,-1.5534196,"('unfriendly', 'friendly')",0.3261378,0.119370356,1.8806726,1.6729516,0.2340451,0.0796341,-0.154411
2,0.43148553,0.44231245,"('unlikable', 'likable')",1.308185,1.2963814,0.6192435,0.7164417,0.7863046,0.8183785,0.0320739
3,0.76089835,0.8989701,"('repellent', 'pleasant')",0.040845502,0.19436197,-0.11582033,-0.061447434,0.2286412,0.3439616,0.1153204
4,-0.5088056,-0.54102844,"('disliked', 'liked')",0.42633048,0.32848123,-6.073752,-6.0401163,-2.0520757,-2.0842212,-0.0321455
5,-1.0728489,-1.1318367,"('distant', 'outgoing')",-7.6934695e-05,0.004574351,0.23808739,0.2228686,-0.2782795,-0.3014646,-0.0231851
6,-1.2987754,-1.3305322,"('distant', 'open')",-0.72330546,-0.7742268,0.49601382,0.45099428,-0.508689,-0.5512549,-0.0425659
7,1.6603771,1.740332,"('insensitive', 'sensitive')",0.9094881,0.9586882,0.68848795,0.68646264,1.0861177,1.1284943,0.0423766
8,-1.4568675,-1.4988606,"('unaffectionate', 'affectionate')",-1.0303917,-1.1473107,0.40870157,0.26397148,-0.6928525,-0.7940666,-0.1012141
9,-0.38993636,-0.3683313,"('unaffectionate', 'caring')",0.12147401,0.050236415,1.0032724,0.93173087,0.2449367,0.2045453,-0.0403914
10,0.86762285,0.993183,"('unsympathetic', 'sympathetic')",-0.27336633,-0.30067322,-0.5924816,-0.6465572,0.0005916,0.0153175,0.0147259
11,0.7863985,0.83924204,"('unhelpful', 'helpful')",0.8006708,0.8527564,1.8956568,1.9295839,1.1609087,1.2071942,0.0462855
12,1.114808,1.1543655,"('unsupportive', 'supportive')",0.80238485,0.7920869,-1.7029288,-1.7391325,0.0714213,0.0691066,-0.0023147
13,0.30054608,0.28176683,"('impolite', 'polite')",0.44396126,0.44712493,-0.19326887,-0.18967615,0.1837461,0.1797385,-0.0040076
