,atmos_male,atmos_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.53286237,-0.7244337,"('unsociable', 'sociable')",0.15668325,-0.064963505,-0.074171215,-0.19158362,-0.1501168,-0.3269936,-0.1768768
1,-1.0878081,-1.407314,"('unfriendly', 'friendly')",0.41016212,0.09862637,0.56268364,0.36302364,-0.0383208,-0.3152213,-0.2769005
2,1.1681058,1.1280068,"('unlikable', 'likable')",1.5079268,1.4055369,1.0406768,0.9924143,1.2389031,1.1753193,-0.0635838
3,0.027517429,0.014742917,"('repellent', 'pleasant')",-0.1841572,-0.16530523,1.1636286,1.1413041,0.3356629,0.3302473,-0.0054156
4,-0.31756505,-0.37035674,"('disliked', 'liked')",0.63069844,0.46983585,-6.215482,-6.3751264,-1.9674497,-2.0918824,-0.1244327
5,-1.3451825,-1.2983627,"('distant', 'outgoing')",-0.040487304,-0.03235901,-1.4030534,-1.2957834,-0.9295744,-0.8755017,0.0540727
6,-1.5423493,-1.5072241,"('distant', 'open')",-0.6464204,-0.70756257,-1.4624884,-1.4132612,-1.2170861,-1.2093492,0.0077369
7,0.15110792,0.06088332,"('insensitive', 'sensitive')",0.5626417,0.5500736,0.39844292,0.40246457,0.3707308,0.3378072,-0.0329236
8,-0.5006208,-0.7084862,"('unaffectionate', 'affectionate')",-0.43976048,-0.63441366,0.07859586,-0.0049625,-0.2872618,-0.4492874,-0.1620256
9,-0.62283134,-0.81499475,"('unaffectionate', 'caring')",0.27214321,0.12401456,0.4993964,0.45955974,0.0495694,-0.0771402,-0.1267096
10,-1.1150023,-1.2887248,"('unsympathetic', 'sympathetic')",-0.86688805,-1.020501,-0.5740101,-0.61321646,-0.8519668,-0.9741474,-0.1221806
11,0.35390258,0.28574324,"('unhelpful', 'helpful')",0.597993,0.643158,1.809551,1.9083629,0.9204822,0.9457547,0.0252725
12,-0.13981229,-0.13714235,"('unsupportive', 'supportive')",0.5483453,0.5115469,-2.0582025,-2.0925472,-0.5498898,-0.5727142,-0.0228244
13,-0.086650245,-0.086311504,"('impolite', 'polite')",0.10365232,0.14633203,-0.60108316,-0.52567935,-0.1946937,-0.1552196,0.0394741
