,bj_male,bj_female,tuple,services_male,services_female,co_male,co_female,average_male,average_female,female-male
0,0.006014243,-0.16421345,"('unsociable', 'sociable')",1.4870728,1.3169856,0.80270076,0.57206607,0.7652626,0.5749461,-0.1903165
1,-1.0501959,-1.146764,"('unfriendly', 'friendly')",0.3542677,0.25480887,1.3142102,1.2267189,0.206094,0.1115879,-0.0945061
2,1.3600528,1.4643728,"('unlikable', 'likable')",1.5684366,1.6681839,0.8374732,1.0080447,1.2553209,1.3802004,0.1248795
3,0.06227065,0.12712055,"('repellent', 'pleasant')",-0.30010152,-0.20899364,0.52402645,0.52334625,0.0953985,0.1471577,0.0517592
4,0.9723914,0.9582807,"('disliked', 'liked')",0.8554937,0.796442,-6.317567,-6.2967744,-1.4965606,-1.5140173,-0.0174567
5,0.1569243,0.21539149,"('distant', 'outgoing')",-0.033815987,0.14194377,-0.8346716,-0.67480725,-0.2371878,-0.105824,0.1313638
6,0.0018045567,0.055860065,"('distant', 'open')",-0.3093903,-0.14485182,-0.7576091,-0.6475844,-0.3550649,-0.2455254,0.1095395
7,-0.30421582,-0.29984313,"('insensitive', 'sensitive')",0.14186129,0.12741958,0.29008824,0.2822111,0.0425779,0.0365958,-0.0059821
8,-0.6759516,-0.6744162,"('unaffectionate', 'affectionate')",-0.07161061,-0.0043402724,0.41517556,0.38025934,-0.1107956,-0.099499,0.0112966
9,-0.22782417,-0.28577787,"('unaffectionate', 'caring')",0.9914947,1.0140315,1.1681235,1.1277673,0.6439313,0.6186736,-0.0252577
10,-0.7979103,-0.8562576,"('unsympathetic', 'sympathetic')",0.19744124,0.27817628,0.33865345,0.31261685,-0.0872719,-0.0884882,-0.0012163
11,0.7314784,0.7321943,"('unhelpful', 'helpful')",2.0247662,2.0365918,2.8784485,2.861076,1.878231,1.8766206,-0.0016104
12,0.6123302,0.67351186,"('unsupportive', 'supportive')",1.1359543,1.306492,-1.5918,-1.5846783,0.0521615,0.1317752,0.0796137
13,-0.29924676,-0.2618797,"('impolite', 'polite')",0.7548259,0.8145713,0.36245796,0.3017027,0.272679,0.2847981,0.0121191
14,-0.14489342,-0.12828323,"('antisocial', 'social')",1.380841,1.3641021,0.14570051,0.1019692,0.4605494,0.4459294,-0.01462
15,1.5873095,1.4997077,"('boring', 'funny')",1.1279337,1.0119865,0.92180705,0.97961956,1.2123501,1.1637712,-0.0485789
16,0.66510284,0.5711116,"('unpopular', 'popular')",0.01566074,0.019717254,0.4202547,0.32185355,0.3670061,0.3042275,-0.0627786
17,0.27522197,0.2844643,"('nasty', 'nice')",0.6947614,0.69713056,0.086714014,0.058169007,0.3522325,0.346588,-0.0056445
18,-0.8317212,-0.768006,"('disagreeable', 'welcoming')",-0.1542422,-0.020053387,-1.3076645,-1.2769926,-0.7645427,-0.6883507,0.076192
19,0.77945954,0.8185462,"('inhospitable', 'hospitable')",0.16738856,0.17299242,-0.30183193,-0.23111244,0.2150054,0.2534754,0.03847
20,-0.86656654,-0.812185,"('rough', 'thoughtful')",-0.27104414,-0.24648435,0.49600357,0.48331493,-0.213869,-0.1917848,0.0220842
21,-0.17467181,-0.18581697,"('immoral', 'moral')",0.62564355,0.63029987,-0.41349345,-0.37399313,0.0124928,0.0234966,0.0110038
22,0.16626094,0.20181231,"('untrustworthy', 'trustworthy')",0.6777289,0.6315553,0.219134,0.24886048,0.3543746,0.3607427,0.0063681
23,-0.17410034,-0.2058348,"('insincere', 'sincere')",1.2517571,1.1458719,6.068482,5.913908,2.3820462,2.2846484,-0.0973978
24,0.10304075,0.15515488,"('dishonest', 'honest')",0.49781677,0.6055177,1.0211073,1.0659943,0.5406549,0.6088889,0.068234
25,-0.2457154,-0.3350667,"('egoistic', 'altruistic')",1.0694824,0.97659385,1.1020184,1.0000281,0.6419285,0.5471851,-0.0947434
26,-0.23684731,-0.30048102,"('hardhearted', 'benevolent')",1.492782,1.4772911,1.3838097,1.3778502,0.8799148,0.8515534,-0.0283614
27,-0.7756391,-0.6743001,"('hardhearted', 'softhearted')",0.27026576,0.4616559,0.5168376,0.40926698,0.0038214,0.0655409,0.0617195
28,-0.5292077,-0.67015254,"('disloyal', 'loyal')",0.54045296,0.38789493,1.0470322,0.9062431,0.3527592,0.2079952,-0.144764
29,-0.107809424,-0.08245689,"('unfair', 'fair')",-0.71466106,-0.75786424,-0.88486063,-0.91736764,-0.5691104,-0.5858963,-0.0167859
30,0.57529527,0.61402816,"('intolerant', 'tolerant')",1.2776661,1.2687955,1.0397942,1.0748715,0.9642518,0.9858984,0.0216466
31,-0.6283679,-0.6077521,"('evil', 'good')",-0.8262663,-0.86075014,-1.1858531,-1.1971792,-0.8801624,-0.8885605,-0.0083981
32,-0.2213081,-0.2597656,"('unkind', 'kind')",1.0033903,1.0161654,1.4764649,1.3509473,0.752849,0.702449,-0.0504
33,-0.08732215,-0.10004957,"('wrong', 'right')",0.8086879,0.84615564,-0.6509164,-0.7119915,0.0234831,0.0113715,-0.0121116
34,-0.16491342,-0.091023624,"('mean', 'honorable')",0.44709754,0.5401566,5.234325,5.345579,1.8388364,1.9315707,0.0927343
35,0.04120796,-0.05103941,"('corrupt', 'incorrupt')",-1.0601109,-1.1324226,-0.73347014,-0.81571376,-0.5841244,-0.6663919,-0.0822675
36,-0.32340425,-0.45390955,"('hostile', 'amicable')",-0.8108009,-0.9657462,-0.1982701,-0.3421059,-0.4441584,-0.5872539,-0.1430955
37,-0.42668822,-0.38546997,"('fake', 'genuine')",0.1925616,0.22204398,-0.069690846,-0.042024836,-0.1012725,-0.0684836,0.0327889
38,-0.02925995,-0.045469265,"('untruthful', 'truthful')",0.477853,0.4779817,0.6830824,0.68776375,0.3772252,0.3734254,-0.0037998
39,0.07252238,0.17758489,"('exploitative', 'cooperative')",0.67453194,0.6818838,0.7196132,0.7661582,0.4888892,0.5418756,0.0529864
40,-0.4941614,-0.57499933,"('stingy', 'generous')",-0.24565566,-0.24912368,-2.994198,-2.9953744,-1.2446717,-1.2731659,-0.0284942
41,-0.42802322,-0.5008741,"('unforgiving', 'forgiving')",0.7410103,0.7396254,0.65137994,0.57514787,0.3214557,0.2712997,-0.050156
42,1.2335235,1.3026918,"('unreliable', 'reliable')",0.92486095,1.0901188,-2.4696648,-2.3182452,-0.1037602,0.0248551,0.1286153
43,0.4981659,0.64621127,"('irresponsible', 'responsible')",0.57441396,0.7716666,0.97437966,1.0566177,0.6823198,0.8248319,0.1425121
44,0.09857703,0.20828189,"('prejudiced', 'unprejudiced')",-0.1742067,-0.026105687,-1.2738838,-1.1521245,-0.4498378,-0.3233161,0.1265217
45,1.3776848,1.3798677,"('incompetent', 'competent')",2.03677,2.100694,0.5310447,0.51205426,1.3151666,1.330872,0.0157054
46,-0.019050673,-0.004254222,"('uncompetitive', 'competitive')",0.7953584,0.86218023,-0.32962447,-0.3503717,0.1488944,0.1691848,0.0202904
47,0.31580025,0.39217496,"('stupid', 'smart')",1.1652218,1.2316673,5.5127044,5.614908,2.3312422,2.4129168,0.0816746
48,-1.3085763,-1.3889772,"('unintelligent', 'intelligent')",-0.91471004,-0.96845144,-0.07305217,-0.14808404,-0.7654462,-0.8351709,-0.0697247
49,-0.6325461,-0.42629945,"('unable', 'able')",0.23428193,0.41730058,-0.104052305,-0.03971541,-0.1674388,-0.0162381,0.1512007
50,0.4150866,0.3826224,"('clumsy', 'skillful')",0.26896846,0.29380608,-0.29097754,-0.29087424,0.1310259,0.1285181,-0.0025078
51,-0.011770887,-0.15009995,"('uneducated', 'educated')",0.10472761,-0.07464641,0.4019553,0.24520592,0.1649707,0.0068199,-0.1581508
52,0.9567717,0.80418694,"('irrational', 'rational')",0.54539204,0.38462332,-0.40339118,-0.49727184,0.3662575,0.2305128,-0.1357447
53,-0.8837125,-0.90380204,"('uncreative', 'creative')",-0.45340964,-0.4981379,0.3893214,0.37769163,-0.3159336,-0.3414161,-0.0254825
54,-0.090863764,-0.11326275,"('incapable', 'capable')",0.07442581,0.08088544,0.8874119,0.9259771,0.2903246,0.2978666,0.007542
55,-0.39963245,-0.335635,"('incompetent', 'clever')",-0.13736801,-0.090380535,0.65790355,0.6567493,0.040301,0.0769113,0.0366103
56,1.2178409,1.3057286,"('impractical', 'practical')",2.1558058,2.2069097,0.8173354,0.8424065,1.3969941,1.4516815,0.0546874
57,-0.2998235,-0.41896236,"('unimaginative', 'imaginative')",-0.06631616,-0.10496509,-2.5242944,-2.5038848,-0.963478,-1.0092707,-0.0457927
58,-0.23893169,-0.2409503,"('undiscriminating', 'discriminating')",-0.054514453,-0.052692704,0.08747874,0.179053,-0.0686558,-0.0381967,0.0304591
59,1.2555107,1.2133564,"('foolish', 'wise')",0.28489366,0.25555897,0.059437297,0.04078711,0.5332805,0.5032341,-0.0300464
60,-0.4278399,-0.26158118,"('inefficient', 'efficient')",1.5368865,1.6810443,0.22926754,0.33471137,0.4461047,0.5847248,0.1386201
