,sysco_male,sysco_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.2789553,-1.5697302,"('unsociable', 'sociable')",-0.28452563,-0.6081005,-0.7817405,-1.0889153,-0.3071748
1,-0.27479455,-0.43788034,"('unfriendly', 'friendly')",1.2382393,1.1983323,0.4817224,0.380226,-0.1014964
2,0.8341752,0.8246064,"('unlikable', 'likable')",0.8093844,0.84652567,0.8217798,0.835566,0.0137862
3,-0.96482843,-0.87952465,"('repellent', 'pleasant')",0.9482894,0.80323434,-0.0082695,-0.0381452,-0.0298757
4,0.18357974,0.15027933,"('disliked', 'liked')",-6.4641104,-6.396226,-3.1402652,-3.1229732,0.017292
5,0.5118524,0.51911473,"('distant', 'outgoing')",-0.5548052,-0.3205938,-0.0214764,0.0992605,0.1207369
6,0.2191441,0.2458074,"('distant', 'open')",-0.7440989,-0.5061438,-0.2624774,-0.1301682,0.1323092
7,-1.314799,-1.2904394,"('insensitive', 'sensitive')",-0.061044283,-0.15140507,-0.6879216,-0.7209222,-0.0330006
8,-0.5152657,-0.74864066,"('unaffectionate', 'affectionate')",0.4004139,0.4720044,-0.0574259,-0.1383181,-0.0808922
9,-0.27060056,-0.49300936,"('unaffectionate', 'caring')",0.9921856,1.0705428,0.3607925,0.2887667,-0.0720258
10,-2.2941256,-2.3660984,"('unsympathetic', 'sympathetic')",-0.5983933,-0.73270893,-1.4462595,-1.5494037,-0.1031442
11,-0.23729718,-0.39839417,"('unhelpful', 'helpful')",2.1073117,2.0592625,0.9350073,0.8304342,-0.1045731
12,-0.50672334,-0.5404256,"('unsupportive', 'supportive')",-2.1554947,-2.1417816,-1.331109,-1.3411036,-0.0099946
13,-1.0284847,-1.2130659,"('impolite', 'polite')",-0.53803337,-0.7036822,-0.783259,-0.958374,-0.175115
14,-0.81689024,-0.9664142,"('antisocial', 'social')",-0.13385427,-0.5063799,-0.4753723,-0.736397,-0.2610247
15,0.6465909,0.46026853,"('boring', 'funny')",-0.019726494,-0.03958731,0.3134322,0.2103406,-0.1030916
16,0.1251933,0.19854376,"('unpopular', 'popular')",0.622807,0.54504114,0.3740002,0.3717924,-0.0022078
17,0.33589596,0.3380675,"('nasty', 'nice')",-0.32129303,-0.255393,0.0073015,0.0413373,0.0340358
18,-0.5683778,-0.65753645,"('disagreeable', 'welcoming')",-0.66304845,-0.76792836,-0.6157131,-0.7127324,-0.0970193
19,-0.44614413,-0.55889326,"('inhospitable', 'hospitable')",-0.6893952,-0.50809693,-0.5677696,-0.5334951,0.0342745
20,0.09386516,0.13134918,"('rough', 'thoughtful')",1.063969,1.0509727,0.5789171,0.591161,0.0122439
21,-0.5921178,-0.6764152,"('immoral', 'moral')",-0.4323454,-0.60962397,-0.5122316,-0.6430196,-0.130788
22,-0.89018804,-0.9515804,"('untrustworthy', 'trustworthy')",-1.1143248,-1.2432595,-1.0022564,-1.09742,-0.0951636
23,-0.8461242,-0.9750818,"('insincere', 'sincere')",5.853749,5.6518326,2.5038123,2.3383753,-0.165437
24,-0.34797323,-0.4428875,"('dishonest', 'honest')",0.62930447,0.60768396,0.1406656,0.0823982,-0.0582674
25,0.24013484,0.193681,"('egoistic', 'altruistic')",0.7015423,0.6809387,0.4708386,0.4373099,-0.0335287
26,0.9059617,0.6910492,"('hardhearted', 'benevolent')",1.292469,1.118975,1.0992154,0.9050121,-0.1942033
27,-0.5501006,-0.5103341,"('hardhearted', 'softhearted')",0.63053536,0.5837018,0.0402174,0.0366839,-0.0035335
28,-0.34656787,-0.54396445,"('disloyal', 'loyal')",1.0870148,0.94841534,0.3702235,0.2022254,-0.1679981
29,-0.56275845,-0.5684522,"('unfair', 'fair')",-0.64150465,-0.7617342,-0.6021315,-0.6650932,-0.0629617
30,-0.32002848,-0.5397822,"('intolerant', 'tolerant')",0.8546238,0.73507375,0.2672977,0.0976458,-0.1696519
31,0.47823757,0.5408794,"('evil', 'good')",-1.0231017,-0.93602836,-0.2724321,-0.1975745,0.0748576
32,-0.57157844,-0.7578139,"('unkind', 'kind')",0.6495501,0.3284239,0.0389858,-0.214695,-0.2536808
33,0.9541134,0.8949193,"('wrong', 'right')",-0.57921696,-0.45830765,0.1874482,0.2183058,0.0308576
34,-0.049215615,0.109326065,"('mean', 'honorable')",5.5541453,5.694502,2.7524648,2.9019139,0.1494491
35,0.8778327,0.8236452,"('corrupt', 'incorrupt')",-0.57275534,-0.4251065,0.1525387,0.1992693,0.0467306
36,0.20254947,0.20632082,"('hostile', 'amicable')",-0.25966528,-0.22236495,-0.0285579,-0.0080221,0.0205358
37,-0.16569817,-0.10049713,"('fake', 'genuine')",-0.2777161,-0.23137145,-0.2217071,-0.1659343,0.0557728
38,-0.54113597,-0.6307515,"('untruthful', 'truthful')",0.45655894,0.6078588,-0.0422885,-0.0114464,0.0308421
39,1.4196798,1.3434095,"('exploitative', 'cooperative')",0.2872026,0.29198042,0.8534412,0.817695,-0.0357462
40,-0.29689193,-0.19941834,"('stingy', 'generous')",-2.164425,-2.19068,-1.2306584,-1.1950492,0.0356092
41,-0.18607585,-0.27673322,"('unforgiving', 'forgiving')",0.18432778,0.011315456,-0.000874,-0.1327089,-0.1318349
42,-0.7462204,-0.6255906,"('unreliable', 'reliable')",-3.6756406,-3.635457,-2.2109306,-2.1305239,0.0804067
43,-1.4772631,-1.4900742,"('irresponsible', 'responsible')",0.19944663,0.08868085,-0.6389082,-0.7006966,-0.0617884
44,0.6024834,0.7276234,"('prejudiced', 'unprejudiced')",-1.664928,-1.6451833,-0.5312223,-0.45878,0.0724423
45,-1.1194052,-1.127567,"('incompetent', 'competent')",-0.10588567,-0.29714072,-0.6126454,-0.7123539,-0.0997085
46,-0.9871163,-0.85215366,"('uncompetitive', 'competitive')",-0.8423538,-0.97995526,-0.9147351,-0.9160545,-0.0013194
47,-0.5483534,-0.48601797,"('stupid', 'smart')",5.3142815,5.371209,2.3829641,2.4425955,0.0596314
48,0.03775783,-0.06928996,"('unintelligent', 'intelligent')",0.9777856,0.8901751,0.5077717,0.4104426,-0.0973291
49,0.17676851,0.20694882,"('unable', 'able')",-0.013290409,0.096128255,0.0817391,0.1515385,0.0697994
50,-0.06197329,0.014408529,"('clumsy', 'skillful')",-0.084243216,-0.09677735,-0.0731083,-0.0411844,0.0319239
