,anadarko_male,anadarko_female,tuple,petroleum_male,petroleum_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.2793715,-1.3340346,"('unsociable', 'sociable')",0.76139563,0.62019575,0.17912954,0.10825245,-0.1129488,-0.2018621,-0.0889133
1,-0.63492894,-0.8358266,"('unfriendly', 'friendly')",0.7709578,0.58806384,0.096438885,-0.062944934,0.0774893,-0.1035692,-0.1810585
2,0.7775142,0.81996214,"('unlikable', 'likable')",1.5512202,1.5331117,0.85229766,0.8747966,1.0603441,1.0759568,0.0156127
3,-0.5980995,-0.5060323,"('repellent', 'pleasant')",-0.13226932,-0.13555749,1.1529874,1.2345825,0.1408728,0.1976643,0.0567915
4,0.06379463,0.025818426,"('disliked', 'liked')",-0.27411613,-0.34924728,-6.1189528,-6.0445585,-2.1097581,-2.1226624,-0.0129043
5,0.06738665,-0.032296352,"('distant', 'outgoing')",-1.1713889,-1.1203113,-1.6730757,-1.6953397,-0.9256926,-0.9493157,-0.0236231
6,-0.109427884,-0.20700862,"('distant', 'open')",-1.4400995,-1.4264677,-1.9456,-1.9973552,-1.1650425,-1.2102772,-0.0452347
7,-0.45184544,-0.46982494,"('insensitive', 'sensitive')",1.0078452,0.9926746,0.6846177,0.6682601,0.4135392,0.3970366,-0.0165026
8,-0.27905598,-0.40081358,"('unaffectionate', 'affectionate')",-0.2356699,-0.28929836,-0.6111842,-0.7271021,-0.3753033,-0.4724047,-0.0971014
9,-0.66717124,-0.8022809,"('unaffectionate', 'caring')",0.14821857,0.0761141,0.11045158,-0.008636318,-0.136167,-0.2449344,-0.1087674
10,-1.3388375,-1.3611445,"('unsympathetic', 'sympathetic')",-0.07650803,-0.22350512,-0.08838274,-0.113974944,-0.5012428,-0.5662082,-0.0649654
11,-0.8578956,-0.8430232,"('unhelpful', 'helpful')",0.91305953,0.8638989,2.0702972,1.9729103,0.708487,0.6645953,-0.0438917
12,-0.7335615,-0.7352622,"('unsupportive', 'supportive')",0.72148705,0.69546545,-1.74583,-1.7236434,-0.5859682,-0.5878134,-0.0018452
13,-1.6721085,-1.5890468,"('impolite', 'polite')",0.61752653,0.61616933,-0.18773487,-0.17260611,-0.4141056,-0.3818279,0.0322777
14,-0.75538,-0.6222275,"('antisocial', 'social')",1.758591,1.7808456,0.9785245,1.0084417,0.6605785,0.7223533,0.0617748
15,1.3711106,1.2350309,"('boring', 'funny')",0.4397248,0.35670325,0.36938116,0.24383183,0.7267389,0.6118553,-0.1148836
16,-0.28653163,-0.38007504,"('unpopular', 'popular')",-0.6251869,-0.6658418,0.25728697,0.23068051,-0.2181439,-0.2717454,-0.0536015
17,-0.21862775,-0.18037426,"('nasty', 'nice')",-1.0766864,-1.0393668,-0.27503908,-0.24630378,-0.5234511,-0.4886816,0.0347695
18,0.29172045,0.33550876,"('disagreeable', 'welcoming')",-0.36613286,-0.3963852,-1.070485,-1.141142,-0.3816325,-0.4006728,-0.0190403
19,-0.60831624,-0.6705065,"('inhospitable', 'hospitable')",-1.90992,-1.9062809,-1.6044118,-1.5694803,-1.3742161,-1.3820893,-0.0078732
20,-0.78685147,-0.844385,"('rough', 'thoughtful')",-0.44719383,-0.441854,0.2416576,0.25498593,-0.3307959,-0.343751,-0.0129551
21,-1.1571565,-1.1787553,"('immoral', 'moral')",1.6405605,1.4525335,0.2169612,0.23784386,0.2334551,0.1705407,-0.0629144
22,-0.7391192,-0.63132757,"('untrustworthy', 'trustworthy')",0.6758263,0.6022842,-0.6284011,-0.6533636,-0.2305647,-0.227469,0.0030957
23,-0.7480568,-0.79121625,"('insincere', 'sincere')",0.749608,0.678146,5.1496835,4.914658,1.7170782,1.6005294,-0.1165488
24,-0.39034903,-0.33982232,"('dishonest', 'honest')",1.4425834,1.3878797,0.4000875,0.39296263,0.4841073,0.48034,-0.0037673
25,0.46161285,0.29069155,"('egoistic', 'altruistic')",0.50253713,0.45337462,0.42357382,0.39625078,0.4625746,0.3801057,-0.0824689
26,0.06289898,0.035197653,"('hardhearted', 'benevolent')",1.0968252,1.0725849,1.3580658,1.2708293,0.8392634,0.7928706,-0.0463928
27,-0.1594953,-0.185994,"('hardhearted', 'softhearted')",-0.6788849,-0.6009881,0.009514434,0.008388558,-0.2762886,-0.2595312,0.0167574
28,-1.1331515,-1.2011877,"('disloyal', 'loyal')",0.6851934,0.52668685,0.5606268,0.42684695,0.0375562,-0.0825513,-0.1201075
29,-0.2954029,-0.37766063,"('unfair', 'fair')",-0.21194908,-0.22426844,-0.55105424,-0.6094423,-0.3528021,-0.4037905,-0.0509884
30,-0.30966252,-0.21950558,"('intolerant', 'tolerant')",0.7135043,0.66288066,1.276916,1.231454,0.5602526,0.5582764,-0.0019762
31,-0.017279807,-0.014272245,"('evil', 'good')",-1.4186493,-1.3819337,-1.8558255,-1.8361409,-1.0972516,-1.0774489,0.0198027
32,-0.4643484,-0.5326952,"('unkind', 'kind')",0.38286453,0.28746653,0.6050649,0.43913883,0.174527,0.0646367,-0.1098903
33,0.55664384,0.4260518,"('wrong', 'right')",1.0892559,1.0053695,-0.72314453,-0.7465441,0.3075851,0.2282924,-0.0792927
34,-0.4479935,-0.42157024,"('mean', 'honorable')",-0.21939059,-0.21372014,4.4988446,4.5101233,1.2771535,1.291611,0.0144575
35,1.1159687,0.99629116,"('corrupt', 'incorrupt')",-1.7240697,-1.734428,-1.3931692,-1.4598218,-0.6670901,-0.7326529,-0.0655628
36,-0.0067491,-0.18518564,"('hostile', 'amicable')",-2.0475578,-2.2044165,-1.3432837,-1.4677066,-1.1325302,-1.2857696,-0.1532394
