,ipg_male,ipg_female,tuple,photonics_male,photonics_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.5713949,-0.7122492,"('unsociable', 'sociable')",-0.39330214,-0.4682095,0.08534695,-0.06693062,-0.2931167,-0.4157965,-0.1226798
1,-2.1177046,-2.2140205,"('unfriendly', 'friendly')",-0.39006707,-0.5513016,0.9370994,0.83401054,-0.5235574,-0.6437705,-0.1202131
2,1.3494394,1.3163311,"('unlikable', 'likable')",0.64082724,0.639598,0.814412,0.7514172,0.9348928,0.9024488,-0.032444
3,0.023978079,0.015685871,"('repellent', 'pleasant')",-0.9000576,-0.8067338,0.95641917,0.9746146,0.0267799,0.0611889,0.034409
4,0.043816447,0.036283016,"('disliked', 'liked')",0.45720744,0.3883437,-6.874814,-7.2405295,-2.1245968,-2.2719676,-0.1473708
5,-1.5473624,-1.5207235,"('distant', 'outgoing')",-0.9263114,-0.9270557,-1.2016867,-1.2220129,-1.2251202,-1.2232641,0.0018561
6,-1.7607147,-1.7094527,"('distant', 'open')",-1.3783497,-1.3888665,-1.0616509,-1.0555851,-1.4002384,-1.3846348,0.0156036
7,-0.31314263,-0.38088125,"('insensitive', 'sensitive')",-0.1765993,-0.19658336,0.42671967,0.38101867,-0.0210074,-0.065482,-0.0444746
8,-1.5523822,-1.6097771,"('unaffectionate', 'affectionate')",-0.58808136,-0.70018965,0.27327156,0.22671452,-0.6223973,-0.6944174,-0.0720201
9,-1.4379586,-1.532212,"('unaffectionate', 'caring')",-0.5721041,-0.66573644,0.811619,0.8189603,-0.3994812,-0.4596627,-0.0601815
10,-1.5604333,-1.6023228,"('unsympathetic', 'sympathetic')",-1.62153,-1.634775,-0.36898953,-0.29450634,-1.183651,-1.1772014,0.0064496
11,0.08205378,0.012500625,"('unhelpful', 'helpful')",0.12475039,0.075762734,1.8387707,1.8187776,0.6818583,0.6356803,-0.046178
12,-0.24127778,-0.19209148,"('unsupportive', 'supportive')",-0.23468336,-0.11673973,-2.1930168,-2.2555118,-0.8896593,-0.854781,0.0348783
13,0.06967845,0.049998652,"('impolite', 'polite')",-0.33367097,-0.27450547,-0.48024595,-0.45117486,-0.2480795,-0.2252272,0.0228523
14,0.90334976,0.8932468,"('antisocial', 'social')",0.57680964,0.6026539,0.5102821,0.35559097,0.6634805,0.6171639,-0.0463166
15,0.4199832,0.3261008,"('boring', 'funny')",0.93125826,0.7818283,0.24526647,0.116770096,0.5321693,0.4082331,-0.1239362
16,-0.25819337,-0.3394765,"('unpopular', 'popular')",-0.2287187,-0.31879076,0.5493994,0.43435258,0.0208291,-0.0746382,-0.0954673
17,-0.4467177,-0.44622642,"('nasty', 'nice')",-0.24237363,-0.2074989,-0.35642254,-0.33241722,-0.3485046,-0.3287142,0.0197904
18,-0.29769674,-0.31316093,"('disagreeable', 'welcoming')",0.4000315,0.38380265,-0.43886694,-0.534372,-0.1121774,-0.1545767,-0.0423993
19,-0.66616654,-0.6847839,"('inhospitable', 'hospitable')",-1.0405416,-1.1084055,-0.96507835,-0.9236574,-0.8905955,-0.9056156,-0.0150201
20,0.31739086,0.2915399,"('rough', 'thoughtful')",0.99226046,0.99035907,0.745125,0.7196327,0.6849255,0.6671772,-0.0177483
21,0.30136123,0.28057793,"('immoral', 'moral')",-0.12911482,-0.15990922,-0.29383835,-0.26580942,-0.0405306,-0.0483802,-0.0078496
22,0.09530498,0.08948282,"('untrustworthy', 'trustworthy')",-0.6798659,-0.73682606,-0.731284,-0.83768815,-0.438615,-0.4950105,-0.0563955
23,-0.3917604,-0.52463156,"('insincere', 'sincere')",-0.1345928,-0.22065607,5.9440055,6.0402527,1.805884,1.7649883,-0.0408957
24,-0.46591547,-0.5016561,"('dishonest', 'honest')",-1.0853139,-1.0774391,0.43240488,0.4292103,-0.3729415,-0.3832949,-0.0103534
25,-0.95093465,-0.9262393,"('egoistic', 'altruistic')",0.57232636,0.550701,0.99654365,0.99139875,0.2059785,0.2052868,-0.0006917
26,-0.9468241,-0.9312312,"('hardhearted', 'benevolent')",1.1216274,1.0585967,1.5153084,1.4221547,0.5633706,0.5165068,-0.0468638
27,-1.4262358,-1.3967779,"('hardhearted', 'softhearted')",-0.31265843,-0.26392013,0.80229867,0.7953978,-0.3121985,-0.2884334,0.0237651
28,-0.91160035,-1.0208842,"('disloyal', 'loyal')",0.20710489,0.028301222,1.3496503,1.2777251,0.2150516,0.0950474,-0.1200042
29,0.06402416,0.025494874,"('unfair', 'fair')",-0.7410989,-0.8023051,-0.76552176,-0.9200429,-0.4808655,-0.5656177,-0.0847522
30,0.68305504,0.5994618,"('intolerant', 'tolerant')",1.0945402,1.0475562,1.0797673,1.0112848,0.9524542,0.8861009,-0.0663533
31,-1.1816761,-1.0722804,"('evil', 'good')",-0.4429321,-0.38106996,-1.1051352,-1.1465396,-0.9099145,-0.8666299,0.0432846
32,-0.46548992,-0.6103704,"('unkind', 'kind')",-0.14373277,-0.2006231,0.786269,0.658773,0.0590154,-0.0507402,-0.1097556
33,0.335646,0.30664036,"('wrong', 'right')",0.5667904,0.5438131,-0.7046538,-0.74539495,0.0659275,0.0350195,-0.030908
34,-0.31792897,-0.26684257,"('mean', 'honorable')",0.018246856,0.10747668,5.436299,5.6722994,1.7122056,1.8376446,0.125439
35,-0.39673322,-0.4659687,"('corrupt', 'incorrupt')",0.053850997,-0.01200261,-0.5285313,-0.611132,-0.2904712,-0.3630344,-0.0725632
36,-0.5596856,-0.64505285,"('hostile', 'amicable')",-0.21171632,-0.33301842,-0.15136284,-0.23630413,-0.3075882,-0.4047918,-0.0972036
37,0.2403548,0.16217896,"('fake', 'genuine')",-0.22189306,-0.27397427,-0.21436888,-0.21546769,-0.0653024,-0.1090877,-0.0437853
38,-0.85466933,-0.85746884,"('untruthful', 'truthful')",-0.20987076,-0.24545774,-0.4130631,-0.37338376,-0.4925344,-0.4921035,0.0004309
39,1.7517487,1.8213904,"('exploitative', 'cooperative')",0.9513336,1.0276353,0.5364202,0.5582952,1.0798341,1.1357737,0.0559396
40,-0.40201738,-0.35893875,"('stingy', 'generous')",-0.06530175,-0.04863182,-1.9867054,-2.175596,-0.8180082,-0.8610555,-0.0430473
41,-0.56130356,-0.56439173,"('unforgiving', 'forgiving')",-0.32059297,-0.31461722,0.15605037,0.011356261,-0.2419487,-0.2892176,-0.0472689
42,0.16355233,0.19162023,"('unreliable', 'reliable')",-0.25505742,-0.1836633,-3.4205568,-3.5578308,-1.1706873,-1.1832913,-0.012604
43,-0.49173212,-0.44515792,"('irresponsible', 'responsible')",-0.8613069,-0.7616054,0.07875106,0.07512156,-0.4247626,-0.3772139,0.0475487
44,0.7678238,0.80891615,"('prejudiced', 'unprejudiced')",-0.093707986,-0.0075725885,-1.0321835,-1.0100243,-0.1193559,-0.0695602,0.0497957
45,-0.21557908,-0.21144679,"('incompetent', 'competent')",-1.084897,-1.0660204,0.039731264,-0.09393481,-0.4202483,-0.457134,-0.0368857
46,0.33396733,0.29850414,"('uncompetitive', 'competitive')",-0.7863253,-0.7658272,-0.8618417,-0.92610824,-0.4380666,-0.4644771,-0.0264105
47,-0.04085418,0.0096970145,"('stupid', 'smart')",0.53765935,0.5590933,5.552045,5.76465,2.0162834,2.1111468,0.0948634
48,-0.3585496,-0.37559932,"('unintelligent', 'intelligent')",0.64906013,0.6314168,0.6481755,0.6607758,0.3128953,0.3055311,-0.0073642
49,0.08836141,0.17816615,"('unable', 'able')",0.3677544,0.44485083,-0.34957924,-0.25832683,0.0355122,0.1215634,0.0860512
50,-0.29814214,-0.4068342,"('clumsy', 'skillful')",0.77241683,0.6708866,-0.16821183,-0.2734916,0.102021,-0.0031464,-0.1051674
51,0.47889528,0.3150964,"('uneducated', 'educated')",-0.07255498,-0.23389694,0.39518172,0.29113185,0.267174,0.1241104,-0.1430636
52,0.017090566,-0.079870634,"('irrational', 'rational')",0.23809524,0.03477376,0.21917017,0.108620495,0.1581187,0.0211745,-0.1369442
53,-0.73144597,-0.80088705,"('uncreative', 'creative')",-0.12092869,-0.25805205,0.296434,0.16508996,-0.1853136,-0.2979497,-0.1126361
