,xerox_male,xerox_female,tuple,holdings_male,holdings_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.9315912,-2.107719,"('unsociable', 'sociable')",-0.089641355,-0.3849224,-0.3064294,-0.4625313,-0.7758873,-0.9850576,-0.2091703
1,0.23851874,-0.13960585,"('unfriendly', 'friendly')",-0.09316069,-0.3241702,0.8052647,0.682713,0.3168743,0.072979,-0.2438953
2,0.2983826,0.25530392,"('unlikable', 'likable')",1.7189358,1.8695347,0.66871434,0.7018297,0.8953443,0.9422228,0.0468785
3,-1.7192112,-1.7192502,"('repellent', 'pleasant')",0.4753625,0.48438036,0.96880853,0.95872957,-0.09168,-0.0920468,-0.0003668
4,-0.21353926,-0.35686308,"('disliked', 'liked')",0.23480156,0.1483244,-6.6948476,-6.9668593,-2.2245285,-2.3917993,-0.1672708
5,0.47263932,0.4106837,"('distant', 'outgoing')",-0.4092633,-0.3227932,-0.5093316,-0.4578478,-0.1486519,-0.1233191,0.0253328
6,1.103152,0.92566985,"('distant', 'open')",-0.41726464,-0.37866554,-0.14047368,-0.11305496,0.1818046,0.1446498,-0.0371548
7,-1.2233943,-1.3143086,"('insensitive', 'sensitive')",0.115841135,-0.021043772,0.24917173,0.18251394,-0.2861271,-0.3842795,-0.0981524
8,0.5354542,0.40401813,"('unaffectionate', 'affectionate')",-0.3408678,-0.42346781,0.31059304,0.29016587,0.1683932,0.0902387,-0.0781545
9,-0.027198553,-0.2862186,"('unaffectionate', 'caring')",0.20299238,0.03848481,1.0188637,1.009781,0.3982192,0.2540157,-0.1442035
10,-2.7927344,-2.9278426,"('unsympathetic', 'sympathetic')",-0.45103404,-0.64994246,-0.38161343,-0.4412322,-1.2084606,-1.3396724,-0.1312118
11,-1.4221228,-1.4267828,"('unhelpful', 'helpful')",-1.1837387,-1.2320246,1.4520417,1.5104551,-0.3846066,-0.382784,0.0018226
12,-1.7018136,-1.8094873,"('unsupportive', 'supportive')",0.046005838,0.103681564,-2.1198335,-2.207097,-1.2585471,-1.3043009,-0.0457538
13,-2.0050185,-2.0220165,"('impolite', 'polite')",-0.3278867,-0.4160401,-0.70467556,-0.73781925,-1.012527,-1.0586253,-0.0460983
14,-1.9876398,-1.9999253,"('antisocial', 'social')",1.7727455,1.6972898,-0.09296808,-0.2167296,-0.1026208,-0.1731217,-0.0705009
15,0.6874182,0.6636793,"('boring', 'funny')",-1.1398318,-1.1943132,-0.15520042,-0.188662,-0.202538,-0.2397653,-0.0372273
16,0.4737816,0.3551261,"('unpopular', 'popular')",-0.85170335,-0.7422995,0.29867083,0.28720957,-0.026417,-0.0333213,-0.0069043
17,0.015319005,0.01640964,"('nasty', 'nice')",-1.2491791,-1.1653628,-0.54637444,-0.49048805,-0.5934115,-0.5464804,0.0469311
18,0.23468675,0.15718634,"('disagreeable', 'welcoming')",-0.315669,-0.2705494,-0.7708106,-0.8218362,-0.283931,-0.3117331,-0.0278021
19,-0.32807803,-0.45883036,"('inhospitable', 'hospitable')",-0.61552536,-0.5873721,-0.84334284,-0.7522267,-0.5956488,-0.5994764,-0.0038276
20,-0.07759026,-0.09292873,"('rough', 'thoughtful')",0.37414008,0.5078526,1.0017859,0.9921622,0.4327786,0.4690287,0.0362501
21,-2.3124278,-2.438717,"('immoral', 'moral')",0.19959167,0.06885667,-0.66857696,-0.68182224,-0.9271377,-1.0172275,-0.0900898
22,-1.6777016,-1.7509705,"('untrustworthy', 'trustworthy')",-0.3404655,-0.41841152,-0.83270246,-0.9511151,-0.9502898,-1.0401657,-0.0898759
23,-1.6026073,-1.7890245,"('insincere', 'sincere')",-0.48126802,-0.6670734,5.4086647,5.4349594,1.1082632,0.9929539,-0.1153093
24,-1.13458,-1.1715115,"('dishonest', 'honest')",-0.69969445,-0.838379,0.27085003,0.16808595,-0.5211415,-0.6139349,-0.0927934
25,0.86363053,0.72989327,"('egoistic', 'altruistic')",0.5579597,0.45142147,0.8517666,0.8303945,0.7577856,0.6705697,-0.0872159
26,0.39207667,0.25595534,"('hardhearted', 'benevolent')",1.6329875,1.6013021,1.655557,1.5058881,1.2268737,1.1210485,-0.1058252
27,-0.1411854,-0.20735897,"('hardhearted', 'softhearted')",-0.0714196,-0.110458665,0.99853617,0.93001735,0.2619771,0.2040666,-0.0579105
28,-0.74598336,-0.9753044,"('disloyal', 'loyal')",0.10643973,-0.1786944,1.0635812,0.9911081,0.1413459,-0.0542969,-0.1956428
29,0.009958564,-0.11549449,"('unfair', 'fair')",-0.5026801,-0.4855474,-0.10953566,-0.22917181,-0.2007524,-0.2767379,-0.0759855
