,mattel_male,mattel_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.5259438,-0.7558796,"('unsociable', 'sociable')",-0.35416692,-0.5537013,-0.4400554,-0.6547904,-0.214735
1,0.028871538,-0.2611073,"('unfriendly', 'friendly')",1.4630445,1.1842835,0.745958,0.4615881,-0.2843699
2,0.4882045,0.47536644,"('unlikable', 'likable')",0.34365243,0.35307813,0.4159285,0.4142223,-0.0017062
3,-1.0359014,-0.97394687,"('repellent', 'pleasant')",0.1655952,0.3003502,-0.4351531,-0.3367983,0.0983548
4,-0.27305794,-0.3693016,"('disliked', 'liked')",-5.9574213,-5.97931,-3.1152396,-3.1743059,-0.0590663
5,-0.55306244,-0.6237315,"('distant', 'outgoing')",-0.11607788,-0.25452173,-0.3345702,-0.4391266,-0.1045564
6,-0.70199496,-0.77707464,"('distant', 'open')",0.16585818,-0.012612093,-0.2680684,-0.3948434,-0.126775
7,-0.75849146,-0.7179704,"('insensitive', 'sensitive')",0.56800574,0.5750856,-0.0952429,-0.0714424,0.0238005
8,-0.27182144,-0.46917832,"('unaffectionate', 'affectionate')",0.3861832,0.24294633,0.0571809,-0.113116,-0.1702969
9,-0.08431949,-0.31786004,"('unaffectionate', 'caring')",0.89816177,0.84097874,0.4069211,0.2615594,-0.1453617
10,-1.3210374,-1.3950126,"('unsympathetic', 'sympathetic')",-0.0921195,-0.1099838,-0.7065784,-0.7524982,-0.0459198
11,-0.6866511,-0.7190958,"('unhelpful', 'helpful')",1.8486271,1.9284594,0.580988,0.6046818,0.0236938
12,-0.097322784,-0.20280232,"('unsupportive', 'supportive')",-1.5306232,-1.5557798,-0.813973,-0.8792911,-0.0653181
13,-0.25158173,-0.37640482,"('impolite', 'polite')",-0.14328226,-0.081719734,-0.197432,-0.2290623,-0.0316303
14,-0.429364,-0.44620776,"('antisocial', 'social')",-0.6442563,-0.6309341,-0.5368102,-0.5385709,-0.0017607
15,-0.029492607,-0.17812732,"('boring', 'funny')",0.4013037,0.3218312,0.1859055,0.0718519,-0.1140536
16,-0.55921173,-0.54182315,"('unpopular', 'popular')",0.7162349,0.6499562,0.0785116,0.0540665,-0.0244451
