,photographer_male,photographer_female,tuple,average_male,average_female,female-male
0,0.19047755,0.19037645,"('unsociable', 'sociable')",0.1904776,0.1903764,-0.0001012
1,1.6263022,1.4746306,"('unfriendly', 'friendly')",1.6263022,1.4746306,-0.1516716
2,0.5956987,0.6242364,"('unlikable', 'likable')",0.5956987,0.6242364,0.0285377
3,0.28673586,0.5190913,"('repellent', 'pleasant')",0.2867359,0.5190913,0.2323554
4,-7.012152,-7.126985,"('disliked', 'liked')",-7.0121522,-7.1269851,-0.1148329
5,-0.4616239,-0.55807334,"('distant', 'outgoing')",-0.4616239,-0.5580733,-0.0964494
6,-0.32853037,-0.39367312,"('distant', 'open')",-0.3285304,-0.3936731,-0.0651427
7,1.3999679,1.5831487,"('insensitive', 'sensitive')",1.3999679,1.5831487,0.1831808
8,1.3144373,1.1798196,"('unaffectionate', 'affectionate')",1.3144373,1.1798196,-0.1346177
9,2.0711164,2.0775464,"('unaffectionate', 'caring')",2.0711164,2.0775464,0.00643
10,0.95248115,1.112957,"('unsympathetic', 'sympathetic')",0.9524812,1.112957,0.1604758
11,2.1531618,2.2781737,"('unhelpful', 'helpful')",2.1531618,2.2781737,0.1250119
12,-1.0119885,-0.8784148,"('unsupportive', 'supportive')",-1.0119885,-0.8784148,0.1335737
13,0.18099767,0.20360795,"('impolite', 'polite')",0.1809977,0.2036079,0.0226102
14,-0.15880822,-0.05804096,"('antisocial', 'social')",-0.1588082,-0.058041,0.1007672
15,0.80324143,0.6662601,"('boring', 'funny')",0.8032414,0.6662601,-0.1369813
16,-0.2218252,-0.23284476,"('unpopular', 'popular')",-0.2218252,-0.2328448,-0.0110196
17,-0.35756746,-0.36181164,"('nasty', 'nice')",-0.3575675,-0.3618116,-0.0042441
18,-0.40723413,-0.33580863,"('disagreeable', 'welcoming')",-0.4072341,-0.3358086,0.0714255
19,-0.22463788,-0.2757049,"('inhospitable', 'hospitable')",-0.2246379,-0.2757049,-0.051067
20,0.5528931,0.5797114,"('rough', 'thoughtful')",0.5528931,0.5797114,0.0268183
21,-0.20050886,0.062351573,"('immoral', 'moral')",-0.2005089,0.0623516,0.2628605
22,-0.63920254,-0.5170315,"('untrustworthy', 'trustworthy')",-0.6392025,-0.5170315,0.122171
23,7.0217743,7.079625,"('insincere', 'sincere')",7.0217743,7.0796251,0.0578508
24,1.674978,1.7608908,"('dishonest', 'honest')",1.674978,1.7608908,0.0859128
25,0.82837343,0.7659935,"('egoistic', 'altruistic')",0.8283734,0.7659935,-0.0623799
26,1.3632843,1.1344011,"('hardhearted', 'benevolent')",1.3632843,1.1344011,-0.2288832
27,1.5483342,1.458747,"('hardhearted', 'softhearted')",1.5483342,1.458747,-0.0895872
28,1.405752,1.2792407,"('disloyal', 'loyal')",1.4057519,1.2792407,-0.1265112
29,-0.8957372,-1.0077822,"('unfair', 'fair')",-0.8957372,-1.0077822,-0.112045
30,1.1530231,1.225364,"('intolerant', 'tolerant')",1.1530231,1.225364,0.0723409
31,-1.5566381,-1.6802756,"('evil', 'good')",-1.5566381,-1.6802756,-0.1236375
32,1.779556,1.635957,"('unkind', 'kind')",1.779556,1.635957,-0.143599
33,-0.18188742,-0.2622594,"('wrong', 'right')",-0.1818874,-0.2622594,-0.080372
34,4.8403106,4.992634,"('mean', 'honorable')",4.8403106,4.9926338,0.1523232
35,-1.0911733,-1.4067034,"('corrupt', 'incorrupt')",-1.0911733,-1.4067034,-0.3155301
36,-1.0980402,-1.418058,"('hostile', 'amicable')",-1.0980402,-1.418058,-0.3200178
37,0.4620584,0.53143585,"('fake', 'genuine')",0.4620584,0.5314358,0.0693774
38,0.62084603,0.58910716,"('untruthful', 'truthful')",0.620846,0.5891072,-0.0317388
39,-0.17009605,-0.0743634,"('exploitative', 'cooperative')",-0.1700961,-0.0743634,0.0957327
40,-1.5479164,-1.5704654,"('stingy', 'generous')",-1.5479164,-1.5704654,-0.022549
41,0.41359243,0.28302592,"('unforgiving', 'forgiving')",0.4135924,0.2830259,-0.1305665
42,-2.4818125,-2.2914133,"('unreliable', 'reliable')",-2.4818125,-2.2914133,0.1903992
43,1.8187826,1.962525,"('irresponsible', 'responsible')",1.8187826,1.962525,0.1437424
44,-1.5097086,-1.4966375,"('prejudiced', 'unprejudiced')",-1.5097086,-1.4966375,0.0130711
45,0.28570464,0.2788971,"('incompetent', 'competent')",0.2857046,0.2788971,-0.0068075
46,-0.94141376,-0.8003762,"('uncompetitive', 'competitive')",-0.9414138,-0.8003762,0.1410376
47,5.02086,5.107089,"('stupid', 'smart')",5.0208602,5.107089,0.0862288
48,0.4601256,0.57926184,"('unintelligent', 'intelligent')",0.4601256,0.5792618,0.1191362
49,-0.06255585,0.07151255,"('unable', 'able')",-0.0625558,0.0715126,0.1340684
50,0.024911785,-0.03853093,"('clumsy', 'skillful')",0.0249118,-0.0385309,-0.0634427
51,0.6940054,0.80119455,"('uneducated', 'educated')",0.6940054,0.8011945,0.1071891
52,-0.47223055,-0.73831147,"('irrational', 'rational')",-0.4722306,-0.7383115,-0.2660809
53,0.6298765,0.4853359,"('uncreative', 'creative')",0.6298765,0.4853359,-0.1445406
54,1.258274,1.3344479,"('incapable', 'capable')",1.258274,1.3344479,0.0761739
55,0.68476313,0.97995675,"('incompetent', 'clever')",0.6847631,0.9799567,0.2951936
56,0.8656883,1.0324705,"('impractical', 'practical')",0.8656883,1.0324705,0.1667822
57,-2.1031075,-2.086608,"('unimaginative', 'imaginative')",-2.1031075,-2.0866079,0.0164996
58,0.30681354,0.3679808,"('undiscriminating', 'discriminating')",0.3068135,0.3679808,0.0611673
59,-0.14550075,-0.2612547,"('foolish', 'wise')",-0.1455007,-0.2612547,-0.115754
60,0.8960885,1.2349738,"('inefficient', 'efficient')",0.8960885,1.2349738,0.3388853
61,0.046090066,-0.079225615,"('illogical', 'logical')",0.0460901,-0.0792256,-0.1253157
62,0.7599643,1.0584141,"('incompetent', 'brilliant')",0.7599643,1.0584141,0.2984498
