,american_male,american_female,tuple,electric_male,electric_female,power_male,power_female,co_male,co_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.8729163,-0.91227233,"('unsociable', 'sociable')",-2.0555766,-2.1214623,-1.3483994,-1.3136971,-0.4745629,-0.5778941,-0.73608047,-0.787986,-1.0975072,-1.1426624,-0.0451552
1,-0.8970089,-0.87635356,"('unfriendly', 'friendly')",-0.80611855,-0.76310897,0.18391214,0.25181046,-0.7989158,-0.8747068,2.2065792,2.0772376,-0.0223104,-0.0370243,-0.0147139
2,0.36407435,0.418934,"('unlikable', 'likable')",0.15691984,0.19407868,0.13066764,0.09638573,1.0896263,1.1214454,0.98268783,1.0334402,0.5447952,0.5728568,0.0280616
3,-0.5128573,-0.39972287,"('repellent', 'pleasant')",-1.3088915,-1.2482566,-0.90112454,-0.71527684,0.43222585,0.51829624,0.1190067,0.11612137,-0.4343282,-0.3457678,0.0885604
4,-0.3020746,-0.3570571,"('disliked', 'liked')",1.2389613,1.1641356,0.9839499,0.86597925,0.12166837,0.0018348955,-6.2025237,-6.278622,-0.8320038,-0.9207458,-0.088742
5,-0.73489696,-0.7182872,"('distant', 'outgoing')",0.563563,0.5940402,0.62074584,0.57983017,-0.83283335,-0.7871364,-0.12922144,-0.14502808,-0.1025286,-0.0953163,0.0072123
6,-0.46537894,-0.35332614,"('distant', 'open')",0.16898659,0.22300106,0.03522744,0.029765397,-1.1914436,-1.1374313,0.6056996,0.5755455,-0.1693818,-0.1324891,0.0368927
7,0.3149786,0.35341942,"('insensitive', 'sensitive')",-0.9251369,-0.8853305,-0.46885931,-0.32005,-1.0793433,-1.0850319,0.5132057,0.51001227,-0.329031,-0.2853961,0.0436349
8,-0.7537768,-0.698227,"('unaffectionate', 'affectionate')",-0.45597714,-0.44861507,-0.4054822,-0.4725751,-1.4110932,-1.4776132,0.8008475,0.6886914,-0.4450964,-0.4816678,-0.0365714
9,-0.21290272,-0.16170157,"('unaffectionate', 'caring')",-0.88415843,-0.87495655,0.087667294,0.11015455,-1.319241,-1.375678,1.4736696,1.4151704,-0.170993,-0.1774022,-0.0064092
10,0.5726773,0.68756026,"('unsympathetic', 'sympathetic')",-2.655842,-2.6784146,-1.7524554,-1.6076343,-1.6466252,-1.6527538,-0.87728506,-0.831931,-1.271906,-1.2166348,0.0552712
11,0.6282604,0.6704644,"('unhelpful', 'helpful')",-0.8494988,-0.8623777,-0.5336952,-0.49032736,-0.5697354,-0.6317595,1.823598,1.9073356,0.0997858,0.1186671,0.0188813
12,0.9322064,1.0722246,"('unsupportive', 'supportive')",-0.1251801,-0.018571325,0.25119373,0.37506458,-0.9920459,-0.9430281,-1.8964741,-1.8983408,-0.36606,-0.2825302,0.0835298
13,-0.06934872,-0.11367856,"('impolite', 'polite')",-0.70764554,-0.65176594,-0.85003114,-0.7475131,-0.11264461,-0.101646036,-0.562058,-0.5634303,-0.4603456,-0.4356068,0.0247388
14,0.1120079,0.09731131,"('antisocial', 'social')",-0.3817622,-0.35599405,-0.10067566,-0.030401703,0.31943047,0.3393423,-0.6939597,-0.7411886,-0.1489918,-0.1381861,0.0108057
