,politician_male,politician_female,tuple,average_male,average_female,female-male
29,-1.0496867,-1.1255058,"('unfair', 'fair')",-1.0496867,-1.1255058,-0.0758191
30,1.0516375,1.1785953,"('intolerant', 'tolerant')",1.0516375,1.1785953,0.1269578
31,-2.8336954,-2.7810562,"('evil', 'good')",-2.8336954,-2.7810562,0.0526392
32,1.8064504,1.671083,"('unkind', 'kind')",1.8064504,1.671083,-0.1353674
33,-0.662386,-0.7330215,"('wrong', 'right')",-0.662386,-0.7330215,-0.0706355
34,3.7298603,3.9458263,"('mean', 'honorable')",3.7298603,3.9458263,0.215966
35,-1.8048544,-1.999843,"('corrupt', 'incorrupt')",-1.8048544,-1.999843,-0.1949886
36,-1.8441089,-1.8419389,"('hostile', 'amicable')",-1.8441089,-1.8419389,0.00217
37,0.39371234,0.41960207,"('fake', 'genuine')",0.3937123,0.4196021,0.0258898
38,-0.14493337,-0.12752171,"('untruthful', 'truthful')",-0.1449334,-0.1275217,0.0174117
39,0.11772099,0.13075355,"('exploitative', 'cooperative')",0.117721,0.1307535,0.0130325
40,-1.5714827,-1.7094616,"('stingy', 'generous')",-1.5714827,-1.7094616,-0.1379789
41,-0.056391455,0.010031458,"('unforgiving', 'forgiving')",-0.0563915,0.0100315,0.066423
42,-1.2185622,-1.1664672,"('unreliable', 'reliable')",-1.2185622,-1.1664672,0.052095
43,1.3285693,1.3878615,"('irresponsible', 'responsible')",1.3285693,1.3878615,0.0592922
44,-0.8917903,-0.84448767,"('prejudiced', 'unprejudiced')",-0.8917903,-0.8444877,0.0473026
45,0.86541665,0.762534,"('incompetent', 'competent')",0.8654166,0.762534,-0.1028826
46,0.7006831,0.67376226,"('uncompetitive', 'competitive')",0.7006831,0.6737623,-0.0269208
47,4.5958614,4.746761,"('stupid', 'smart')",4.5958614,4.7467608,0.1508994
48,0.43163455,0.42711923,"('unintelligent', 'intelligent')",0.4316345,0.4271192,-0.0045153
49,0.027617168,0.21698326,"('unable', 'able')",0.0276172,0.2169833,0.1893661
50,-0.61051464,-0.5230449,"('clumsy', 'skillful')",-0.6105146,-0.5230449,0.0874697
51,0.9927668,0.97862047,"('uneducated', 'educated')",0.9927668,0.9786205,-0.0141463
52,-1.7173,-1.8358315,"('irrational', 'rational')",-1.7173001,-1.8358315,-0.1185314
53,0.27460322,0.10759719,"('uncreative', 'creative')",0.2746032,0.1075972,-0.167006
54,0.7419736,0.77438414,"('incapable', 'capable')",0.7419736,0.7743841,0.0324105
55,1.7765231,1.7645469,"('incompetent', 'clever')",1.7765231,1.7645469,-0.0119762
56,1.924211,1.8341753,"('impractical', 'practical')",1.924211,1.8341753,-0.0900357
57,-1.4887358,-1.6430409,"('unimaginative', 'imaginative')",-1.4887358,-1.6430409,-0.1543051
58,-0.058005873,-0.01834995,"('undiscriminating', 'discriminating')",-0.0580059,-0.0183499,0.039656
59,-1.0283108,-1.0626429,"('foolish', 'wise')",-1.0283108,-1.0626429,-0.0343321
60,1.9017763,2.064049,"('inefficient', 'efficient')",1.9017763,2.064049,0.1622727
61,0.23782922,0.095288955,"('illogical', 'logical')",0.2378292,0.095289,-0.1425402
62,1.6175038,1.6376976,"('incompetent', 'brilliant')",1.6175038,1.6376976,0.0201938
63,0.7344279,0.7414261,"('unperceptive', 'insightful')",0.7344279,0.7414261,0.0069982
64,-4.44376,-4.4764357,"('shy', 'confident')",-4.4437599,-4.4764357,-0.0326758
65,0.82258344,0.83005863,"('insecure', 'secure')",0.8225834,0.8300586,0.0074752
66,0.1860053,0.05755733,"('inactive', 'active')",0.1860053,0.0575573,-0.128448
67,-0.36827546,-0.30395246,"('doubtful', 'determined')",-0.3682755,-0.3039525,0.064323
68,-0.8557359,-0.79801834,"('dependent', 'independent')",-0.8557359,-0.7980183,0.0577176
69,-1.863543,-1.977686,"('lazy', 'industrious')",-1.863543,-1.977686,-0.114143
70,2.4027417,2.377567,"('lethargic', 'energetic')",2.4027417,2.3775671,-0.0251746
71,0.5625835,0.49705142,"('diffident', 'self-confident')",0.5625835,0.4970514,-0.0655321
72,0.95303005,1.0075747,"('unambitious', 'ambitious')",0.95303,1.0075747,0.0545447
73,-2.9191022,-2.88216,"('helpless', 'self-reliant')",-2.9191022,-2.8821599,0.0369423
74,0.49452657,0.42466468,"('undedicated', 'dedicated')",0.4945266,0.4246647,-0.0698619
75,-1.2329694,-1.1689643,"('meek', 'impulsive')",-1.2329694,-1.1689643,0.0640051
76,0.5287255,0.6326442,"('anxious', 'daring')",0.5287255,0.6326442,0.1039187
77,-0.43986744,-0.28032553,"('unmotivated', 'motivated')",-0.4398674,-0.2803255,0.1595419
78,-0.0867677,-0.03485339,"('nonresilient', 'resilient')",-0.0867677,-0.0348534,0.0519143
79,-1.4606088,-1.3753704,"('wavering', 'unwavering')",-1.4606088,-1.3753704,0.0852384
80,1.0836357,1.0014112,"('dominated', 'dominating')",1.0836357,1.0014112,-0.0822245
81,1.1692846,1.1681095,"('submissive', 'aggressive')",1.1692846,1.1681095,-0.0011751
82,5.790968,5.8782754,"('poor', 'rich')",5.7909679,5.8782754,0.0873075
83,0.22221166,0.33279103,"('powerless', 'powerful')",0.2222117,0.332791,0.1105793
84,-0.46564943,-0.4129388,"('inferior', 'superior')",-0.4656494,-0.4129388,0.0527106
85,-2.0067441,-2.0588095,"('insignificant', 'prestigious')",-2.0067441,-2.0588095,-0.0520654
86,1.8987478,1.7288303,"('uninfluential', 'influential')",1.8987478,1.7288303,-0.1699175
87,0.33401096,0.25601324,"('unsuccessful', 'successful')",0.334011,0.2560132,-0.0779978
88,0.4394937,0.3964369,"('low', 'eminent')",0.4394937,0.3964369,-0.0430568
