,politician_male,politician_female,tuple,average_male,average_female,female-male
0,1.0822977,0.9613545,"('unsociable', 'sociable')",1.0822977,0.9613545,-0.1209432
1,-0.06768207,-0.12851113,"('unfriendly', 'friendly')",-0.0676821,-0.1285111,-0.060829
2,-0.17866203,-0.046868265,"('unlikable', 'likable')",-0.178662,-0.0468683,0.1317937
3,1.1837133,1.2898505,"('repellent', 'pleasant')",1.1837133,1.2898505,0.1061372
4,-6.2279077,-6.443796,"('disliked', 'liked')",-6.2279077,-6.4437962,-0.2158885
5,-1.8191413,-1.6585717,"('distant', 'outgoing')",-1.8191413,-1.6585717,0.1605696
6,-1.6279789,-1.530832,"('distant', 'open')",-1.6279789,-1.5308321,0.0971468
7,1.8572307,1.7515578,"('insensitive', 'sensitive')",1.8572307,1.7515578,-0.1056729
8,-0.09394631,-0.116544046,"('unaffectionate', 'affectionate')",-0.0939463,-0.116544,-0.0225977
9,1.2253714,1.2219136,"('unaffectionate', 'caring')",1.2253714,1.2219136,-0.0034578
10,1.7664871,1.7915822,"('unsympathetic', 'sympathetic')",1.7664871,1.7915822,0.0250951
11,2.1110415,2.144191,"('unhelpful', 'helpful')",2.1110415,2.144191,0.0331495
12,-1.180438,-1.2267985,"('unsupportive', 'supportive')",-1.180438,-1.2267985,-0.0463605
13,0.57223415,0.55776006,"('impolite', 'polite')",0.5722342,0.5577601,-0.0144741
14,1.263616,1.2424477,"('antisocial', 'social')",1.263616,1.2424477,-0.0211683
15,-0.2965092,-0.40098602,"('boring', 'funny')",-0.2965092,-0.400986,-0.1044768
16,-0.17491403,-0.17322788,"('unpopular', 'popular')",-0.174914,-0.1732279,0.0016861
17,-0.66224825,-0.6179153,"('nasty', 'nice')",-0.6622483,-0.6179153,0.044333
18,-1.1025072,-1.0234504,"('disagreeable', 'welcoming')",-1.1025072,-1.0234504,0.0790568
19,-1.7967634,-1.714978,"('inhospitable', 'hospitable')",-1.7967634,-1.714978,0.0817854
20,0.8752379,0.92134583,"('rough', 'thoughtful')",0.8752379,0.9213458,0.0461079
21,0.9918772,1.0963072,"('immoral', 'moral')",0.9918772,1.0963072,0.10443
22,0.27009183,0.18584192,"('untrustworthy', 'trustworthy')",0.2700918,0.1858419,-0.0842499
23,5.574823,5.6454315,"('insincere', 'sincere')",5.5748229,5.6454315,0.0706086
24,1.0337424,0.96860623,"('dishonest', 'honest')",1.0337424,0.9686062,-0.0651362
25,0.12612818,0.045094714,"('egoistic', 'altruistic')",0.1261282,0.0450947,-0.0810335
26,0.9011583,0.8135726,"('hardhearted', 'benevolent')",0.9011583,0.8135726,-0.0875857
27,0.40279898,0.41803107,"('hardhearted', 'softhearted')",0.402799,0.4180311,0.0152321
28,1.0291353,1.0305002,"('disloyal', 'loyal')",1.0291353,1.0305002,0.0013649
