,schering_male,schering_female,tuple,plough_male,plough_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.8573381,-0.99591744,"('unsociable', 'sociable')",-0.6781931,-0.86013806,0.061945263,-0.019347003,-0.4911953,-0.6251342,-0.1339389
1,-1.6289307,-1.7806226,"('unfriendly', 'friendly')",-0.89586335,-1.150843,1.5861481,1.4525247,-0.312882,-0.4929803,-0.1800983
2,-0.37624362,-0.26790172,"('unlikable', 'likable')",-0.71340173,-0.5195602,0.2973142,0.32129613,-0.2641104,-0.1553886,0.1087218
3,-1.5748372,-1.5088351,"('repellent', 'pleasant')",-1.292024,-1.1059155,0.5635627,0.66246605,-0.7677662,-0.6507615,0.1170047
4,0.13961539,-0.049344324,"('disliked', 'liked')",0.92567015,0.7664915,-7.8280864,-8.011346,-2.2542669,-2.4313995,-0.1771326
5,-0.10353708,-0.18341608,"('distant', 'outgoing')",0.2635563,0.15235308,-0.26001996,-0.32546893,-0.0333336,-0.118844,-0.0855104
6,-0.2499736,-0.30053112,"('distant', 'open')",0.08165859,0.012002215,-0.036779977,-0.074750066,-0.068365,-0.121093,-0.052728
7,-0.49484366,-0.4958103,"('insensitive', 'sensitive')",-0.71278125,-0.65271825,0.74225175,0.7369275,-0.1551244,-0.1372004,0.017924
8,-0.26508686,-0.3816866,"('unaffectionate', 'affectionate')",0.107980125,-0.038214255,1.3785601,1.2641995,0.4071511,0.2814329,-0.1257182
9,-0.3010767,-0.43796602,"('unaffectionate', 'caring')",-0.29211324,-0.46191666,1.7546401,1.7161562,0.38715,0.2720912,-0.1150588
10,-1.4685522,-1.5902599,"('unsympathetic', 'sympathetic')",-2.04465,-2.1609838,-0.096098945,-0.058863338,-1.2031004,-1.2700357,-0.0669353
11,-1.0433905,-1.0024867,"('unhelpful', 'helpful')",-1.6023878,-1.5040779,1.5134344,1.6730266,-0.3774479,-0.277846,0.0996019
12,-0.4632827,-0.46810174,"('unsupportive', 'supportive')",-0.33647314,-0.32094902,-2.0577848,-2.0855653,-0.9525135,-0.9582054,-0.0056919
13,-0.38578176,-0.38037372,"('impolite', 'polite')",-0.34619784,-0.32496288,-0.7149316,-0.57021135,-0.4823037,-0.4251827,0.057121
14,-0.4161008,-0.32261255,"('antisocial', 'social')",-0.78471625,-0.67325205,-0.20788486,-0.252028,-0.4695673,-0.4159642,0.0536031
15,0.5545707,0.47976294,"('boring', 'funny')",0.72056454,0.54212904,0.07891223,0.043978766,0.4513492,0.3552903,-0.0960589
16,-0.61882985,-0.66535103,"('unpopular', 'popular')",-0.6841844,-0.68573314,-0.028607003,-0.040498722,-0.4438738,-0.463861,-0.0199872
17,-1.1383688,-1.078052,"('nasty', 'nice')",-0.25611258,-0.22298118,-0.43175805,-0.4469617,-0.6087465,-0.582665,0.0260815
18,-0.7956147,-0.67368543,"('disagreeable', 'welcoming')",-1.5451258,-1.2013181,-0.8113204,-0.78184164,-1.050687,-0.885615,0.165072
19,-0.2775793,-0.30540493,"('inhospitable', 'hospitable')",-0.16787192,-0.2504304,-0.27811623,-0.2884092,-0.2411892,-0.2814149,-0.0402257
20,-0.14154308,-0.06849027,"('rough', 'thoughtful')",-0.58308154,-0.42720985,0.42189378,0.4861018,-0.1009103,-0.0031994,0.0977109
21,-1.0548172,-0.9061146,"('immoral', 'moral')",-1.5830628,-1.3685123,-0.8270972,-0.64783293,-1.1549923,-0.9741532,0.1808391
22,-0.47518015,-0.47414348,"('untrustworthy', 'trustworthy')",-0.8322788,-0.7698469,-0.7572363,-0.82489926,-0.6882317,-0.6896299,-0.0013982
23,-1.0883209,-1.1643913,"('insincere', 'sincere')",-1.3528888,-1.3503871,6.246954,6.4045243,1.2685814,1.296582,0.0280006
