,farming_male,farming_female,tuple,average_male,average_female,female-male
0,0.1992095,0.17934209,"('unsociable', 'sociable')",0.1992095,0.1793421,-0.0198674
1,0.9935606,0.8745793,"('unfriendly', 'friendly')",0.9935606,0.8745793,-0.1189813
2,-0.12746756,-0.013543749,"('unlikable', 'likable')",-0.1274676,-0.0135437,0.1139239
3,0.36304182,0.6841475,"('repellent', 'pleasant')",0.3630418,0.6841475,0.3211057
4,-7.1418514,-7.3144,"('disliked', 'liked')",-7.1418514,-7.3144002,-0.1725488
5,-0.52330214,-0.52673864,"('distant', 'outgoing')",-0.5233021,-0.5267386,-0.0034365
6,-0.116132215,-0.21076177,"('distant', 'open')",-0.1161322,-0.2107618,-0.0946296
7,0.723789,0.9757229,"('insensitive', 'sensitive')",0.723789,0.9757229,0.2519339
8,1.2208996,1.0437369,"('unaffectionate', 'affectionate')",1.2208996,1.0437369,-0.1771627
9,1.6898048,1.6299665,"('unaffectionate', 'caring')",1.6898048,1.6299665,-0.0598383
10,0.50490856,0.7233667,"('unsympathetic', 'sympathetic')",0.5049086,0.7233667,0.2184581
11,1.3477237,1.5417546,"('unhelpful', 'helpful')",1.3477237,1.5417546,0.1940309
12,-1.5860337,-1.508175,"('unsupportive', 'supportive')",-1.5860337,-1.508175,0.0778587
13,-0.4313203,-0.20314227,"('impolite', 'polite')",-0.4313203,-0.2031423,0.228178
14,0.41142184,0.48858273,"('antisocial', 'social')",0.4114218,0.4885827,0.0771609
15,0.4815275,0.38794583,"('boring', 'funny')",0.4815275,0.3879458,-0.0935817
16,-0.73021775,-0.830609,"('unpopular', 'popular')",-0.7302178,-0.830609,-0.1003912
17,-0.14859748,-0.12426478,"('nasty', 'nice')",-0.1485975,-0.1242648,0.0243327
18,-0.8394654,-0.70676106,"('disagreeable', 'welcoming')",-0.8394654,-0.7067611,0.1327043
19,-0.31431827,-0.38859,"('inhospitable', 'hospitable')",-0.3143183,-0.38859,-0.0742717
20,0.37589657,0.39875188,"('rough', 'thoughtful')",0.3758966,0.3987519,0.0228553
21,-0.48204497,-0.12102045,"('immoral', 'moral')",-0.482045,-0.1210205,0.3610245
22,-0.71111524,-0.5105884,"('untrustworthy', 'trustworthy')",-0.7111152,-0.5105884,0.2005268
