,ppg_male,ppg_female,tuple,industries_male,industries_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.5774374,-0.63324934,"('unsociable', 'sociable')",-0.10297918,-0.24598551,-0.34821293,-0.43799052,-0.3428765,-0.4390751,-0.0961986
1,-0.7593878,-0.87713075,"('unfriendly', 'friendly')",-0.46360996,-0.59694797,1.9470142,1.8017467,0.2413388,0.1092227,-0.1321161
2,1.0586982,1.072054,"('unlikable', 'likable')",0.3729145,0.3953088,0.33957142,0.42218927,0.5903947,0.6298507,0.039456
3,-0.22618897,-0.06676317,"('repellent', 'pleasant')",0.24701361,0.3466466,0.10681368,0.1798304,0.0425461,0.1532379,0.1106918
4,0.29892287,0.23612659,"('disliked', 'liked')",0.3794814,0.28931233,-6.15671,-6.284593,-1.8261019,-1.9197181,-0.0936162
5,-0.30389762,-0.37074098,"('distant', 'outgoing')",-0.29916313,-0.27797994,-0.066649504,-0.13381104,-0.2232367,-0.260844,-0.0376073
6,-0.68393755,-0.7305438,"('distant', 'open')",-0.7682633,-0.7647153,0.5511817,0.41974774,-0.3003397,-0.3585038,-0.0581641
7,0.121713534,0.11577,"('insensitive', 'sensitive')",0.252181,0.29359466,0.6583301,0.6367476,0.3440749,0.3487041,0.0046292
8,-0.49768332,-0.5631649,"('unaffectionate', 'affectionate')",-0.3842533,-0.41809964,0.92024404,0.7664354,0.0127691,-0.0716097,-0.0843788
9,-0.51097274,-0.5788058,"('unaffectionate', 'caring')",-0.25308758,-0.28418747,1.1441388,1.0712714,0.1266928,0.0694261,-0.0572667
10,-1.1630608,-1.1148025,"('unsympathetic', 'sympathetic')",-0.49663806,-0.46431637,-0.44509485,-0.4134386,-0.7015979,-0.6641858,0.0374121
11,-0.14299835,-0.071054764,"('unhelpful', 'helpful')",0.9599067,0.9926129,1.7906045,1.86781,0.869171,0.9297894,0.0606184
12,0.13316903,0.22890732,"('unsupportive', 'supportive')",0.031348653,0.11313168,-2.0735638,-2.0865595,-0.6363487,-0.5815068,0.0548419
13,-0.2025823,-0.12652162,"('impolite', 'polite')",0.18865317,0.24946192,-0.49995416,-0.47548798,-0.1712944,-0.1175159,0.0537785
14,0.6014586,0.6240849,"('antisocial', 'social')",1.6160619,1.5817758,-0.39536345,-0.38795546,0.6073857,0.6059684,-0.0014173
15,0.4814963,0.33841455,"('boring', 'funny')",0.54203457,0.4444983,0.9472191,0.8959736,0.6569166,0.5596288,-0.0972878
16,-0.5554991,-0.582039,"('unpopular', 'popular')",-0.6681771,-0.7153024,0.60129184,0.56148875,-0.2074615,-0.2452842,-0.0378227
17,-0.28887606,-0.17548952,"('nasty', 'nice')",-0.19233611,-0.105084926,-0.17562822,-0.13737702,-0.2189468,-0.1393172,0.0796296
18,-0.986436,-0.9712203,"('disagreeable', 'welcoming')",-0.48544455,-0.49469692,-0.45125574,-0.48579615,-0.6410454,-0.6505711,-0.0095257
19,-0.16170599,-0.13064991,"('inhospitable', 'hospitable')",-0.8456274,-0.83156693,0.11081734,0.108827844,-0.2988387,-0.284463,0.0143757
20,-0.096493974,-0.037018612,"('rough', 'thoughtful')",0.12324453,0.19590905,0.9017277,0.8711269,0.3094927,0.3433391,0.0338464
21,-0.22348341,-0.15558691,"('immoral', 'moral')",0.2881045,0.29671642,-1.0086129,-0.92066056,-0.3146639,-0.2598437,0.0548202
22,-0.08635099,-0.018706255,"('untrustworthy', 'trustworthy')",-1.0345855,-1.0497017,-1.0366143,-1.0387607,-0.7191836,-0.7023896,0.016794
23,-0.35453296,-0.33491006,"('insincere', 'sincere')",-0.27982417,-0.23682685,5.7620893,5.7190804,1.7092441,1.7157812,0.0065371
24,0.013783354,-0.03653258,"('dishonest', 'honest')",-0.33256924,-0.32606083,0.60331887,0.5683702,0.0948443,0.0685923,-0.026252
25,0.15476891,0.06950477,"('egoistic', 'altruistic')",0.36438662,0.32722887,1.5375447,1.4740326,0.6855667,0.6235888,-0.0619779
26,-0.3696978,-0.4277592,"('hardhearted', 'benevolent')",1.6926895,1.6521695,1.7328333,1.6982515,1.0186083,0.9742206,-0.0443877
27,-0.5064207,-0.5163141,"('hardhearted', 'softhearted')",-0.12119168,-0.14125921,1.2145778,1.0607519,0.1956551,0.1343929,-0.0612622
28,-0.44341522,-0.53981507,"('disloyal', 'loyal')",0.30105695,0.22539136,1.1572367,1.0363792,0.3382928,0.2406518,-0.097641
29,0.09272535,0.040278688,"('unfair', 'fair')",-1.3707209,-1.4057293,-0.58335674,-0.7315247,-0.6204507,-0.6989918,-0.0785411
