,principal_male,principal_female,tuple,financial_male,financial_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,0.4793865,0.29067335,"('unsociable', 'sociable')",-0.0976093,-0.24125119,1.1499798,1.0091972,-0.03338836,-0.2267366,0.3745922,0.2079707,-0.1666215
1,-1.6899052,-1.5393394,"('unfriendly', 'friendly')",1.3544664,1.2829059,-0.0038269758,-0.0447431,1.6362499,1.6159502,0.324246,0.3286934,0.0044474
2,1.3530512,1.4922935,"('unlikable', 'likable')",2.5214093,2.64369,1.9693704,2.02743,0.8065745,0.979095,1.6626014,1.7856271,0.1230257
3,0.4926077,0.6452126,"('repellent', 'pleasant')",-0.7281461,-0.6747006,1.2076442,1.188994,0.534951,0.5492237,0.3767642,0.4271824,0.0504182
4,-1.4481348,-1.4344519,"('disliked', 'liked')",0.3404536,0.32669303,-0.21814813,-0.22979848,-6.2166414,-6.2186255,-1.8856177,-1.8890457,-0.003428
5,-1.8672011,-1.724281,"('distant', 'outgoing')",1.0181646,1.0644405,-1.1286237,-1.0745348,-0.27832967,-0.18117248,-0.5639974,-0.4788869,0.0851105
6,-2.5186715,-2.3617198,"('distant', 'open')",0.11822808,0.22784571,-1.7646104,-1.7033387,0.18013981,0.27646336,-0.9962285,-0.8901874,0.1060411
7,1.6267349,1.4629071,"('insensitive', 'sensitive')",0.3560031,0.32246593,0.9938984,0.9369149,1.0201161,0.91886795,0.9991881,0.9102889,-0.0888992
8,-1.526696,-1.4212176,"('unaffectionate', 'affectionate')",0.60687685,0.59378475,-0.09948913,0.0012507364,0.4720146,0.5676793,-0.1368234,-0.0646257,0.0721977
9,-0.0928275,-0.04956049,"('unaffectionate', 'caring')",1.302725,1.2762443,0.6091179,0.6522222,1.3085028,1.4121349,0.7818795,0.8227602,0.0408807
10,2.0609994,1.937348,"('unsympathetic', 'sympathetic')",-1.0817498,-1.0388939,0.69336873,0.6964417,0.15394324,0.075729474,0.4566404,0.4176563,-0.0389841
11,1.6160619,1.5484723,"('unhelpful', 'helpful')",-0.10808713,-0.06146097,0.5362619,0.5740117,2.051625,2.139065,1.0239654,1.050022,0.0260566
12,2.1808038,2.2310395,"('unsupportive', 'supportive')",1.2368157,1.3300073,1.4903708,1.6213695,-1.698446,-1.6622992,0.8023861,0.8800293,0.0776432
13,2.1009457,2.0023868,"('impolite', 'polite')",-0.13100691,-0.08952059,0.71570945,0.67377794,-0.059508044,-0.14830264,0.656535,0.6095854,-0.0469496
14,1.6172405,1.41896,"('antisocial', 'social')",1.3331851,1.3031752,2.0502775,1.9739609,-0.17562336,-0.2785846,1.2062699,1.1043779,-0.101892
15,0.26878747,0.12270452,"('boring', 'funny')",0.5987281,0.5425668,-0.42507067,-0.5034788,0.5132835,0.47639355,0.2389321,0.1595465,-0.0793856
16,-1.506607,-1.403452,"('unpopular', 'popular')",-0.18164498,-0.16037783,-0.4304989,-0.3814327,0.65679044,0.6529833,-0.3654901,-0.3230698,0.0424203
17,0.24541813,0.35238805,"('nasty', 'nice')",-0.31562576,-0.21823858,-0.8258629,-0.78196716,-0.27166677,-0.2546984,-0.2919343,-0.225629,0.0663053
18,0.18705271,0.28947714,"('disagreeable', 'welcoming')",-0.0380734,0.03894153,-0.435098,-0.31948495,-0.40158588,-0.39109156,-0.1719261,-0.0955395,0.0763866
19,-0.34428883,-0.2908261,"('inhospitable', 'hospitable')",-0.33329698,-0.33585465,-1.7287097,-1.6865534,-0.445939,-0.37467927,-0.7130587,-0.6719784,0.0410803
20,0.4133918,0.39950418,"('rough', 'thoughtful')",0.03235603,0.052712776,0.48015478,0.49610865,0.9196017,0.9107609,0.4613761,0.4647716,0.0033955
21,2.2755039,2.202033,"('immoral', 'moral')",0.35732812,0.35605097,1.0993278,1.0840409,-0.6219767,-0.62814015,0.7775458,0.7534962,-0.0240496
22,1.0253217,0.98580337,"('untrustworthy', 'trustworthy')",-0.15836248,-0.1539708,1.1519443,1.1162281,-0.6251163,-0.64026,0.3484468,0.3269502,-0.0214966
23,1.862356,1.7819351,"('insincere', 'sincere')",0.22823215,0.24362901,1.0995096,1.057424,6.2096043,6.1070495,2.3499255,2.2975094,-0.0524161
24,1.386474,1.3477077,"('dishonest', 'honest')",-0.017638788,0.04666828,-0.10558921,-0.044839654,0.9491982,0.97547483,0.5531111,0.5812528,0.0281417
25,-1.1650244,-1.1411617,"('egoistic', 'altruistic')",0.38840282,0.42638388,-0.19059569,-0.19495575,1.4013866,1.3484946,0.1085423,0.1096903,0.001148
26,0.5134784,0.4989666,"('hardhearted', 'benevolent')",2.0617774,2.0418081,0.9412037,0.94936115,1.6466862,1.6073759,1.2907864,1.2743779,-0.0164085
27,-0.011229741,-0.030023172,"('hardhearted', 'softhearted')",-0.633905,-0.5513722,-0.4744088,-0.41629282,1.2403821,1.2089068,0.0302096,0.0528046,0.022595
28,0.7954175,0.6086973,"('disloyal', 'loyal')",0.29622197,0.16780478,0.111582585,-0.032615334,1.0740961,0.9671269,0.5693296,0.4277534,-0.1415762
29,-0.7155365,-0.77741915,"('unfair', 'fair')",-0.52617145,-0.5361768,-0.8112679,-0.8691101,-0.94867504,-1.0851663,-0.7504127,-0.8169681,-0.0665554
30,2.3078678,2.268519,"('intolerant', 'tolerant')",0.19500102,0.272849,0.7816664,0.7279068,1.3244034,1.2780112,1.1522347,1.1368215,-0.0154132
31,-2.9777515,-2.748391,"('evil', 'good')",-0.4325115,-0.36756313,-1.9065413,-1.8518338,-1.2553687,-1.265682,-1.6430433,-1.5583675,0.0846758
32,1.4974431,1.3970677,"('unkind', 'kind')",0.010882229,0.054993425,1.2891197,1.2840115,1.3098257,1.2466416,1.0268177,0.9956785,-0.0311392
33,0.16078812,0.19121316,"('wrong', 'right')",1.514375,1.4842545,-0.29768863,-0.3080408,-0.5459896,-0.59199756,0.2078712,0.1938573,-0.0140139
34,0.6846403,0.8364456,"('mean', 'honorable')",0.21911988,0.37413648,0.74963474,0.89345896,6.1180425,6.1962786,1.9428594,2.0750799,0.1322205
35,-1.6954278,-1.6890062,"('corrupt', 'incorrupt')",-0.3171753,-0.3296423,-1.9077846,-1.9314055,-0.5237916,-0.6326779,-1.1110449,-1.1456831,-0.0346382
36,-2.2937627,-2.1620774,"('hostile', 'amicable')",0.6175375,0.544915,-1.4584963,-1.5693253,-0.013033899,-0.13898247,-0.7869388,-0.8313676,-0.0444288
37,0.7010875,0.69281715,"('fake', 'genuine')",-0.7563465,-0.7358464,-0.082880095,-0.0889328,0.2846295,0.3125721,0.0366226,0.0451525,0.0085299
38,0.48348176,0.5462872,"('untruthful', 'truthful')",0.8926892,0.9646468,0.10770605,0.2314521,0.031758398,0.13302682,0.3789089,0.4688532,0.0899443
39,2.6785042,2.6496613,"('exploitative', 'cooperative')",0.8497965,0.8861531,1.6489973,1.5790386,0.15410122,0.1217131,1.3328499,1.3091415,-0.0237084
40,0.21550702,0.19407126,"('stingy', 'generous')",1.5376841,1.5265785,0.54932123,0.57974553,-1.7442037,-1.807822,0.1395772,0.1231434,-0.0164338
41,0.95707864,0.95471036,"('unforgiving', 'forgiving')",0.87381184,0.8938935,0.9069476,0.89197004,0.24327081,0.15780795,0.7452772,0.7245954,-0.0206818
42,1.4416858,1.4308827,"('unreliable', 'reliable')",1.0657706,1.1878021,1.8512528,1.9356523,-2.5960436,-2.4795895,0.4406664,0.5186869,0.0780205
43,2.1002855,2.1739335,"('irresponsible', 'responsible')",0.5597461,0.7113096,1.5468558,1.5877694,0.89890134,0.9154264,1.2764472,1.3471097,0.0706625
44,-0.43713802,-0.4362082,"('prejudiced', 'unprejudiced')",-0.5039195,-0.37756187,-0.3411021,-0.36480343,-1.3849359,-1.3797642,-0.6667739,-0.6395844,0.0271895
45,1.3730063,1.2828733,"('incompetent', 'competent')",-1.0051253,-0.8996131,0.47609097,0.48508224,0.10789393,0.031779036,0.2379665,0.2250304,-0.0129361
46,1.9068767,1.8898352,"('uncompetitive', 'competitive')",0.4129397,0.411371,2.2646425,2.2137809,-0.5065892,-0.5590902,1.0194674,0.9889742,-0.0304932
47,0.7955733,0.79130554,"('stupid', 'smart')",0.80232465,0.8808387,0.9911409,1.0958564,5.934616,6.0042186,2.1309137,2.1930547,0.062141
48,0.4241595,0.38766915,"('unintelligent', 'intelligent')",-1.2720128,-1.2945164,-0.66628766,-0.6692192,0.44573578,0.44776812,-0.2671013,-0.2820746,-0.0149733
