,applied_male,applied_female,tuple,materials_male,materials_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.5946188,-0.71780014,"('unsociable', 'sociable')",0.53167534,0.41848367,-0.36734933,-0.47736043,-0.1434309,-0.2588923,-0.1154614
1,-0.86601764,-0.8578833,"('unfriendly', 'friendly')",0.22867821,0.1167199,1.7791557,1.6429468,0.3806055,0.3005945,-0.080011
2,0.16202864,0.22075906,"('unlikable', 'likable')",0.46617702,0.49901783,0.35759792,0.44108024,0.3286012,0.3869524,0.0583512
3,-0.5658604,-0.55778146,"('repellent', 'pleasant')",0.13368507,0.24519281,0.19037601,0.34774318,-0.0805998,0.0117182,0.092318
4,-0.05410684,-0.07186752,"('disliked', 'liked')",-0.52188545,-0.5504044,-5.9872155,-6.09671,-2.1877359,-2.2396607,-0.0519248
5,-0.83270097,-0.723826,"('distant', 'outgoing')",-1.0523089,-1.0109711,-0.05415138,-0.17492402,-0.6463871,-0.6365737,0.0098134
6,-0.97578573,-0.84905356,"('distant', 'open')",-1.4484137,-1.3769753,0.2793416,0.15701108,-0.7149526,-0.6896726,0.02528
7,0.4066378,0.40375108,"('insensitive', 'sensitive')",0.10418269,0.12096869,0.602225,0.6760734,0.3710152,0.4002644,0.0292492
8,-0.7598638,-0.7295157,"('unaffectionate', 'affectionate')",-0.679534,-0.69144046,0.62120646,0.5256611,-0.2727304,-0.2984317,-0.0257013
9,-0.03654869,0.013732787,"('unaffectionate', 'caring')",-0.1698692,-0.1771346,1.1129658,1.116325,0.3021826,0.3176411,0.0154585
10,-0.61925954,-0.6473383,"('unsympathetic', 'sympathetic')",0.33358496,0.30652514,-0.14371556,-0.08200919,-0.14313,-0.1409408,0.0021892
11,0.288657,0.36850762,"('unhelpful', 'helpful')",0.52509445,0.54012305,1.92495,2.0143628,0.9129004,0.9743311,0.0614307
12,0.63910365,0.7566513,"('unsupportive', 'supportive')",0.7716094,0.8207298,-1.5684819,-1.5505159,-0.0525896,0.0089551,0.0615447
13,-0.16332845,-0.21496311,"('impolite', 'polite')",0.8094979,0.80219513,-0.19360799,-0.24110723,0.1508538,0.1153749,-0.0354789
14,-0.109496824,-0.16175865,"('antisocial', 'social')",1.2526015,1.2137208,-0.5202584,-0.47209305,0.2076154,0.1932897,-0.0143257
15,0.36817527,0.3454349,"('boring', 'funny')",-0.5320126,-0.5407267,0.45342407,0.37983668,0.0965289,0.061515,-0.0350139
16,-1.0583993,-1.1385789,"('unpopular', 'popular')",-1.0279377,-1.0242021,0.5081566,0.4705593,-0.5260602,-0.5640739,-0.0380137
17,0.18941982,0.21277651,"('nasty', 'nice')",-0.17773102,-0.069317766,-0.097771496,-0.091256745,-0.0286942,0.0174007,0.0460949
18,-0.787779,-0.85281855,"('disagreeable', 'welcoming')",-0.5475631,-0.5663708,-0.29074323,-0.35840678,-0.5420284,-0.592532,-0.0505036
19,-1.5103003,-1.4563915,"('inhospitable', 'hospitable')",-1.586841,-1.6086036,-0.001840366,-0.042343557,-1.0329939,-1.0357796,-0.0027857
20,0.46705857,0.43540367,"('rough', 'thoughtful')",0.3841265,0.38832766,0.9584977,0.97942245,0.6032276,0.6010513,-0.0021763
21,-0.2719778,-0.35692304,"('immoral', 'moral')",0.99007654,0.9358739,-0.5166491,-0.38434726,0.0671499,0.0648679,-0.002282
22,-1.6098863,-1.5398381,"('untrustworthy', 'trustworthy')",-0.44671932,-0.4333666,-1.0622566,-0.9855628,-1.0396207,-0.9862558,0.0533649
23,0.062350754,0.09900977,"('insincere', 'sincere')",0.90738815,0.8968546,5.7822576,5.847893,2.2506655,2.2812525,0.030587
