,varian_male,varian_female,tuple,medical_male,medical_female,systems_male,systems_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.99197364,-1.0375742,"('unsociable', 'sociable')",0.6528947,0.5263711,0.41526592,0.30615014,-0.44010326,-0.606406,-0.0909791,-0.2028647,-0.1118856
1,-2.0076787,-2.14473,"('unfriendly', 'friendly')",0.58039975,0.47628897,-0.13287824,-0.33368286,1.973636,1.9149904,0.1033697,-0.0217834,-0.1251531
2,0.50709546,0.5824087,"('unlikable', 'likable')",0.7634758,0.80980474,1.0388074,1.0832934,0.91975933,1.018863,0.8072845,0.8735924,0.0663079
3,-0.8090148,-0.68946296,"('repellent', 'pleasant')",-1.3025007,-1.1748674,0.31303176,0.49097538,-0.025175167,-0.015514607,-0.4559147,-0.3472174,0.1086973
4,-0.2608471,-0.23731972,"('disliked', 'liked')",0.3293867,0.33032197,-0.4272555,-0.46930185,-5.708518,-5.7806273,-1.5168085,-1.5392318,-0.0224233
5,-0.8453197,-0.78164446,"('distant', 'outgoing')",0.13936058,0.21422577,-1.0710214,-1.0399693,0.27028716,0.36841375,-0.3766733,-0.3097436,0.0669297
6,-0.6586279,-0.60736024,"('distant', 'open')",0.04937654,0.14913957,-1.6772352,-1.7019718,0.6622245,0.76471066,-0.4060655,-0.3488705,0.057195
7,-0.6504068,-0.6344235,"('insensitive', 'sensitive')",-0.61664456,-0.58382195,-0.106308214,-0.0709086,0.06738007,0.10295934,-0.3264949,-0.2965487,0.0299462
8,-0.7734634,-0.87551755,"('unaffectionate', 'affectionate')",0.057986174,0.015416689,-1.2458586,-1.3487839,0.5689001,0.59139276,-0.3481089,-0.404373,-0.0562641
9,-0.7830931,-0.8698225,"('unaffectionate', 'caring')",0.99853456,1.0074077,-0.2799238,-0.34189314,1.0432519,1.1080409,0.2446924,0.2259332,-0.0187592
10,-1.1176826,-1.13664,"('unsympathetic', 'sympathetic')",-0.8243172,-0.8167149,-0.5978478,-0.5790004,-0.68549097,-0.7572978,-0.8063346,-0.8224133,-0.0160787
11,-0.30315217,-0.3198149,"('unhelpful', 'helpful')",0.3523784,0.33386663,1.1837385,1.1798489,1.4537143,1.5106332,0.6716697,0.6761335,0.0044638
12,-0.061619215,-0.007478928,"('unsupportive', 'supportive')",1.8142104,1.9450262,0.49778473,0.6178922,-1.89163,-1.8604829,0.0896865,0.1737391,0.0840526
13,-0.12659347,-0.1514743,"('impolite', 'polite')",0.49969542,0.4396872,0.457392,0.446968,-0.10004644,-0.16178626,0.1826119,0.1433486,-0.0392633
14,-0.36457193,-0.29707906,"('antisocial', 'social')",0.3438311,0.32518303,0.5884243,0.64948374,-0.77566224,-0.86196303,-0.0519947,-0.0460938,0.0059009
15,-0.20538199,-0.31138462,"('boring', 'funny')",0.7550956,0.65280443,-0.5051449,-0.66334516,0.7136527,0.66150296,0.1895553,0.0848944,-0.1046609
16,-0.5009118,-0.47526053,"('unpopular', 'popular')",-0.24707036,-0.2028924,-0.04662434,0.0075285137,0.83865637,0.86262906,0.0110125,0.0480012,0.0369887
17,0.024100937,0.07627068,"('nasty', 'nice')",-0.74052316,-0.64283544,-0.2682244,-0.17020571,-0.26360586,-0.19391637,-0.3120631,-0.2326717,0.0793914
18,-0.123527735,-0.1490306,"('disagreeable', 'welcoming')",0.53570366,0.5680262,0.07627328,0.1092664,-0.2501507,-0.26888084,0.0595746,0.0648453,0.0052707
19,-0.73945636,-0.7038959,"('inhospitable', 'hospitable')",-0.12925905,-0.07667002,-1.039496,-1.0585611,0.074765965,0.23805918,-0.4583614,-0.400267,0.0580944
20,0.2543459,0.26766402,"('rough', 'thoughtful')",-0.37733302,-0.33170736,0.44919387,0.534801,0.9693205,0.9129368,0.3238818,0.3459236,0.0220418
21,-0.11417896,-0.16691834,"('immoral', 'moral')",0.66699195,0.644953,0.98004586,0.9335939,-0.6587108,-0.71950483,0.218537,0.1730309,-0.0455061
22,-0.5572706,-0.53958094,"('untrustworthy', 'trustworthy')",0.079905964,-0.00033586472,0.6277592,0.55133927,-0.85442674,-0.93868876,-0.176008,-0.2318166,-0.0558086
23,-0.73113,-0.7980843,"('insincere', 'sincere')",0.027956504,-0.044592306,0.9172536,0.89158523,5.1101785,5.1223702,1.3310647,1.2928197,-0.038245
24,-0.5478462,-0.5423269,"('dishonest', 'honest')",-0.112883255,-0.1433579,-1.4379501,-1.5042543,0.64162356,0.631566,-0.364264,-0.3895932,-0.0253292
25,-0.6959617,-0.678058,"('egoistic', 'altruistic')",0.18878695,0.17182179,0.8112092,0.7896352,1.4736017,1.4253647,0.444409,0.4271909,-0.0172181
26,0.09105639,-0.015075995,"('hardhearted', 'benevolent')",1.0814731,1.0111879,0.30122802,0.24238896,1.6933652,1.568566,0.7917807,0.7017667,-0.090014
27,-0.83127236,-0.743355,"('hardhearted', 'softhearted')",0.06814644,0.16981319,-0.0123535115,0.03197842,1.4819585,1.4881179,0.1766198,0.2366387,0.0600189
28,-0.3412337,-0.45236212,"('disloyal', 'loyal')",-0.10447554,-0.24651042,0.08544217,-0.058685426,0.7456686,0.6487726,0.0963504,-0.0271963,-0.1235467
29,-0.3395674,-0.2937004,"('unfair', 'fair')",-0.23701777,-0.1689274,-0.6229008,-0.6133696,-0.44928405,-0.54316145,-0.4121925,-0.4047897,0.0074028
30,0.07526682,0.017498966,"('intolerant', 'tolerant')",0.04417218,-0.036449324,1.0793668,1.011363,1.0562118,0.9366267,0.5637544,0.4822598,-0.0814946
31,-0.6335971,-0.5100267,"('evil', 'good')",-0.72977245,-0.6493455,-1.1171203,-1.1310792,-0.5584281,-0.55503684,-0.7597294,-0.7113721,0.0483573
32,-0.35621646,-0.4208748,"('unkind', 'kind')",1.5837356,1.5859009,0.65373325,0.61144376,0.890926,0.7716053,0.6930446,0.6370188,-0.0560258
33,0.53454196,0.47833782,"('wrong', 'right')",0.9129273,0.8532694,0.045453858,-0.010232087,-0.01765962,-0.071783975,0.3688159,0.3123978,-0.0564181
