,statistic_male,statistic_female,tuple,average_male,average_female,female-male
0,0.5431082,0.38747734,"('unsociable', 'sociable')",0.5431082,0.3874773,-0.1556309
1,0.59923047,0.27755585,"('unfriendly', 'friendly')",0.5992305,0.2775559,-0.3216746
2,0.76184845,0.80176866,"('unlikable', 'likable')",0.7618484,0.8017687,0.0399203
3,-0.74771434,-0.5795828,"('repellent', 'pleasant')",-0.7477143,-0.5795828,0.1681315
4,-2.8173513,-2.8175416,"('disliked', 'liked')",-2.8173513,-2.8175416,-0.0001903
5,-0.55963165,-0.693216,"('distant', 'outgoing')",-0.5596316,-0.693216,-0.1335844
6,-0.8759609,-1.0399524,"('distant', 'open')",-0.8759609,-1.0399524,-0.1639915
7,0.13389221,0.27401873,"('insensitive', 'sensitive')",0.1338922,0.2740187,0.1401265
8,0.24510728,-0.023160197,"('unaffectionate', 'affectionate')",0.2451073,-0.0231602,-0.2682675
9,0.27092084,0.11796125,"('unaffectionate', 'caring')",0.2709208,0.1179613,-0.1529595
10,-0.51381063,-0.45520765,"('unsympathetic', 'sympathetic')",-0.5138106,-0.4552076,0.058603
11,0.5635916,0.69912684,"('unhelpful', 'helpful')",0.5635916,0.6991268,0.1355352
12,-0.5656293,-0.4742145,"('unsupportive', 'supportive')",-0.5656293,-0.4742145,0.0914148
13,0.235503,0.2740686,"('impolite', 'polite')",0.235503,0.2740686,0.0385656
14,0.70048213,0.8109958,"('antisocial', 'social')",0.7004821,0.8109958,0.1105137
15,0.8303841,0.6695991,"('boring', 'funny')",0.8303841,0.6695991,-0.160785
16,-1.2208669,-1.2528925,"('unpopular', 'popular')",-1.2208669,-1.2528925,-0.0320256
17,0.32033512,0.3961112,"('nasty', 'nice')",0.3203351,0.3961112,0.0757761
18,-0.4349859,-0.48277026,"('disagreeable', 'welcoming')",-0.4349859,-0.4827703,-0.0477844
19,-0.36363107,-0.4977377,"('inhospitable', 'hospitable')",-0.3636311,-0.4977377,-0.1341066
20,0.53182364,0.5860885,"('rough', 'thoughtful')",0.5318236,0.5860885,0.0542649
21,0.44513333,0.6698046,"('immoral', 'moral')",0.4451333,0.6698046,0.2246713
22,0.19023056,0.34463742,"('untrustworthy', 'trustworthy')",0.1902306,0.3446374,0.1544068
23,2.4669583,2.506358,"('insincere', 'sincere')",2.4669583,2.5063579,0.0393996
24,0.31844953,0.37644407,"('dishonest', 'honest')",0.3184495,0.3764441,0.0579946
25,0.45963344,0.29490244,"('egoistic', 'altruistic')",0.4596334,0.2949024,-0.164731
26,2.0106351,1.7015088,"('hardhearted', 'benevolent')",2.0106351,1.7015088,-0.3091263
27,0.13727784,0.18633491,"('hardhearted', 'softhearted')",0.1372778,0.1863349,0.0490571
28,0.90866643,0.7024539,"('disloyal', 'loyal')",0.9086664,0.7024539,-0.2062125
29,-0.82942945,-0.8470891,"('unfair', 'fair')",-0.8294294,-0.8470891,-0.0176597
30,0.7503237,0.87338173,"('intolerant', 'tolerant')",0.7503237,0.8733817,0.123058
31,-1.2058703,-1.2830391,"('evil', 'good')",-1.2058703,-1.2830391,-0.0771688
32,0.65566236,0.594445,"('unkind', 'kind')",0.6556624,0.594445,-0.0612174
33,0.16506928,0.10822828,"('wrong', 'right')",0.1650693,0.1082283,-0.056841
34,1.8654909,1.9834894,"('mean', 'honorable')",1.8654909,1.9834894,0.1179985
35,-0.6020154,-0.85628974,"('corrupt', 'incorrupt')",-0.6020154,-0.8562897,-0.2542743
36,-0.41099387,-0.74839354,"('hostile', 'amicable')",-0.4109939,-0.7483935,-0.3373996
37,-0.5261255,-0.4507595,"('fake', 'genuine')",-0.5261255,-0.4507595,0.075366
38,1.4125323,1.3911916,"('untruthful', 'truthful')",1.4125323,1.3911916,-0.0213407
39,-0.11466061,0.042428255,"('exploitative', 'cooperative')",-0.1146606,0.0424283,0.1570889
40,-0.8339407,-0.98183113,"('stingy', 'generous')",-0.8339407,-0.9818311,-0.1478904
41,1.0028937,0.89324296,"('unforgiving', 'forgiving')",1.0028937,0.893243,-0.1096507
42,-0.513486,-0.31314734,"('unreliable', 'reliable')",-0.513486,-0.3131473,0.2003387
43,0.1024527,0.2448146,"('irresponsible', 'responsible')",0.1024527,0.2448146,0.1423619
44,-1.4855826,-1.3185219,"('prejudiced', 'unprejudiced')",-1.4855826,-1.3185219,0.1670607
45,-0.8515913,-0.6708189,"('incompetent', 'competent')",-0.8515913,-0.6708189,0.1807724
46,-0.60817015,-0.4163089,"('uncompetitive', 'competitive')",-0.6081702,-0.4163089,0.1918613
47,1.9576452,2.0428674,"('stupid', 'smart')",1.9576452,2.0428674,0.0852222
48,0.00063297525,0.049348336,"('unintelligent', 'intelligent')",0.000633,0.0493483,0.0487153
49,-0.21925463,-0.08830434,"('unable', 'able')",-0.2192546,-0.0883043,0.1309503
50,-0.35677478,-0.18556671,"('clumsy', 'skillful')",-0.3567748,-0.1855667,0.1712081
51,-0.47231805,-0.47801334,"('uneducated', 'educated')",-0.4723181,-0.4780133,-0.0056952
52,-0.032473486,-0.21485613,"('irrational', 'rational')",-0.0324735,-0.2148561,-0.1823826
53,0.37478977,-0.027692787,"('uncreative', 'creative')",0.3747898,-0.0276928,-0.4024826
54,0.4769987,0.3404031,"('incapable', 'capable')",0.4769987,0.3404031,-0.1365956
55,-0.5236898,-0.29514542,"('incompetent', 'clever')",-0.5236898,-0.2951454,0.2285444
56,1.6104659,1.7285421,"('impractical', 'practical')",1.6104659,1.7285421,0.1180762
57,-1.6893696,-1.8534675,"('unimaginative', 'imaginative')",-1.6893696,-1.8534675,-0.1640979
58,0.8001968,0.668558,"('undiscriminating', 'discriminating')",0.8001968,0.668558,-0.1316388
59,-0.1841129,-0.09659324,"('foolish', 'wise')",-0.1841129,-0.0965932,0.0875197
60,0.44649044,0.7635405,"('inefficient', 'efficient')",0.4464904,0.7635405,0.3170501
61,0.5745427,0.4748541,"('illogical', 'logical')",0.5745427,0.4748541,-0.0996886
62,-0.10126657,0.24597296,"('incompetent', 'brilliant')",-0.1012666,0.245973,0.3472396
63,0.28483716,0.38724416,"('unperceptive', 'insightful')",0.2848372,0.3872442,0.102407
64,-2.350235,-2.035313,"('shy', 'confident')",-2.350235,-2.0353129,0.3149221
65,-0.06279306,0.16302171,"('insecure', 'secure')",-0.0627931,0.1630217,0.2258148
66,-0.8844991,-1.0511662,"('inactive', 'active')",-0.8844991,-1.0511662,-0.1666671
67,0.16944803,0.20407869,"('doubtful', 'determined')",0.169448,0.2040787,0.0346307
68,-0.86158556,-0.8012871,"('dependent', 'independent')",-0.8615856,-0.8012871,0.0602985
69,-0.12016778,-0.21265906,"('lazy', 'industrious')",-0.1201678,-0.2126591,-0.0924913
70,-0.62208927,-0.4178797,"('lethargic', 'energetic')",-0.6220893,-0.4178797,0.2042096
71,0.54573184,0.5740514,"('diffident', 'self-confident')",0.5457318,0.5740514,0.0283196
72,1.0054761,1.0392356,"('unambitious', 'ambitious')",1.0054761,1.0392356,0.0337595
73,-0.89145243,-0.8034449,"('helpless', 'self-reliant')",-0.8914524,-0.8034449,0.0880075
74,-0.13293841,-0.09541566,"('undedicated', 'dedicated')",-0.1329384,-0.0954157,0.0375227
75,-0.32711044,-0.3789371,"('meek', 'impulsive')",-0.3271104,-0.3789371,-0.0518267
76,-1.0052258,-0.9008098,"('anxious', 'daring')",-1.0052258,-0.9008098,0.104416
77,-0.5530563,-0.40482193,"('unmotivated', 'motivated')",-0.5530563,-0.4048219,0.1482344
78,-0.6593264,-0.6407043,"('nonresilient', 'resilient')",-0.6593264,-0.6407043,0.0186221
79,-0.3594979,-0.4931254,"('wavering', 'unwavering')",-0.3594979,-0.4931254,-0.1336275
80,0.15851466,0.39570025,"('dominated', 'dominating')",0.1585147,0.3957002,0.2371855
81,-0.07886906,0.09180458,"('submissive', 'aggressive')",-0.0788691,0.0918046,0.1706737
82,0.7232605,0.71425563,"('poor', 'rich')",0.7232605,0.7142556,-0.0090049
83,0.9959563,0.9342433,"('powerless', 'powerful')",0.9959563,0.9342433,-0.061713
84,0.093773596,0.13200305,"('inferior', 'superior')",0.0937736,0.1320031,0.0382295
85,-0.49660525,-0.62748724,"('insignificant', 'prestigious')",-0.4966052,-0.6274872,-0.130882
86,-0.33132136,-0.5348501,"('uninfluential', 'influential')",-0.3313214,-0.5348501,-0.2035287
87,-0.4748524,-0.32606658,"('unsuccessful', 'successful')",-0.4748524,-0.3260666,0.1487858
88,-0.5813834,-0.5347433,"('low', 'eminent')",-0.5813834,-0.5347433,0.0466401
