,constellation_male,constellation_female,tuple,energy_male,energy_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.3726057,-0.46444723,"('unsociable', 'sociable')",-0.23556876,-0.32354373,0.20501591,0.079886116,-0.79720664,-0.91180754,-0.3000913,-0.4049781,-0.1048868
1,-0.22719458,-0.3218161,"('unfriendly', 'friendly')",0.34523195,0.21177125,-0.71912575,-0.867527,1.8510569,1.7935731,0.3124921,0.2040003,-0.1084918
2,0.3797974,0.3753796,"('unlikable', 'likable')",1.3200756,1.3359451,1.642666,1.6194468,0.8142806,0.91168255,1.0392048,1.0606135,0.0214087
3,-0.5504566,-0.46193358,"('repellent', 'pleasant')",-0.5701672,-0.48749822,0.9088345,0.99088085,0.045336258,0.043452628,-0.0416133,0.0212254,0.0628387
4,-1.297425,-1.4122443,"('disliked', 'liked')",0.61621535,0.46779194,-0.08008595,-0.20636292,-5.962954,-6.075004,-1.6810625,-1.8064549,-0.1253924
5,-1.0056133,-1.019996,"('distant', 'outgoing')",-0.05036614,-0.07306619,-1.6151583,-1.6012642,-0.27044135,-0.23669647,-0.7353948,-0.7327557,0.0026391
6,-1.5011289,-1.5303396,"('distant', 'open')",-0.5319475,-0.5821306,-2.0035148,-1.9978107,0.2486373,0.24413978,-0.9469885,-0.9665353,-0.0195468
7,0.6447522,0.653823,"('insensitive', 'sensitive')",0.8708039,0.9376964,-0.034365274,0.037565805,0.5419409,0.5377357,0.505783,0.5417053,0.0359223
8,-0.41011524,-0.4713249,"('unaffectionate', 'affectionate')",-0.43561435,-0.5531719,-0.70648676,-0.7936878,0.5867323,0.54364175,-0.241371,-0.3186357,-0.0772647
9,0.26259544,0.21071137,"('unaffectionate', 'caring')",0.3437485,0.25027123,-0.5428695,-0.5949689,1.0276955,1.0172517,0.2727925,0.2208164,-0.0519761
10,0.321397,0.3550818,"('unsympathetic', 'sympathetic')",-0.560968,-0.5165301,-0.591011,-0.55095226,-0.8230555,-0.87522984,-0.4134094,-0.3969076,0.0165018
11,0.3040653,0.3681282,"('unhelpful', 'helpful')",0.24324743,0.2860428,-0.12203192,-0.07625039,1.6055794,1.6184782,0.507715,0.5490997,0.0413847
12,0.35580337,0.4175247,"('unsupportive', 'supportive')",0.69948906,0.7746947,0.45983523,0.62544954,-1.8227257,-1.8059636,-0.0768995,0.0029263,0.0798258
13,-0.06790614,-0.09597823,"('impolite', 'polite')",-0.34306026,-0.25424474,-0.19241485,-0.17653084,-0.6231371,-0.6549868,-0.3066296,-0.2954351,0.0111945
14,-0.090102926,-0.06501089,"('antisocial', 'social')",0.6795042,0.7366461,0.9104876,0.9539366,-0.7015673,-0.74115497,0.1995804,0.2211042,0.0215238
15,0.22670579,0.09764631,"('boring', 'funny')",0.2521703,0.13796045,-0.7423576,-0.881841,0.701227,0.636033,0.1094364,-0.0025503,-0.1119867
16,-1.2519141,-1.3399448,"('unpopular', 'popular')",-0.3090285,-0.4613927,-0.24360135,-0.3331244,0.6373841,0.60988605,-0.2917899,-0.381144,-0.0893541
17,-0.5500698,-0.59740967,"('nasty', 'nice')",-0.8192962,-0.79809517,-0.7024004,-0.6732091,-0.350372,-0.32409847,-0.6055346,-0.5982031,0.0073315
18,0.21315648,0.19320662,"('disagreeable', 'welcoming')",-0.68480194,-0.69816506,-0.59566104,-0.56988347,-0.4572341,-0.49935383,-0.3811352,-0.393549,-0.0124138
19,-0.25403962,-0.26441264,"('inhospitable', 'hospitable')",-0.9448771,-0.9536822,-1.6828382,-1.7031248,0.025570948,0.081202544,-0.714046,-0.7100043,0.0040417
20,0.9936925,1.0577267,"('rough', 'thoughtful')",0.027702529,0.0641872,0.73424315,0.7363719,0.9751588,0.9249417,0.6826993,0.6958069,0.0131076
21,0.3897746,0.35809606,"('immoral', 'moral')",1.1152625,1.1297652,0.31665808,0.33081442,-0.79893553,-0.7825566,0.2556899,0.2590297,0.0033398
22,0.028732188,-0.039533872,"('untrustworthy', 'trustworthy')",-0.55615044,-0.6435317,0.73039246,0.65838397,-1.0939208,-1.157435,-0.2227367,-0.2955292,-0.0727925
23,1.110876,1.1224356,"('insincere', 'sincere')",-0.35206828,-0.33392057,-0.069604844,-0.06715442,5.533433,5.4578104,1.5556589,1.5447928,-0.0108661
24,0.1402697,0.14210214,"('dishonest', 'honest')",0.518669,0.5227114,-0.42666984,-0.43085718,0.5172806,0.46866843,0.1873874,0.1756562,-0.0117312
25,-0.29421392,-0.40328494,"('egoistic', 'altruistic')",0.7211556,0.6067716,-0.0513905,-0.119278535,1.6895523,1.6415583,0.5162759,0.4314416,-0.0848343
26,0.76820934,0.6454469,"('hardhearted', 'benevolent')",0.8905082,0.86991864,0.46339756,0.4224813,1.5758244,1.5406135,0.9244848,0.8696151,-0.0548697
27,0.08807953,0.14116378,"('hardhearted', 'softhearted')",0.34720773,0.41096598,-0.3889654,-0.34496516,1.3914791,1.3184462,0.3594503,0.3814027,0.0219524
28,0.2953773,0.17989281,"('disloyal', 'loyal')",0.30238423,0.10648045,-0.0010804757,-0.13508901,0.99505997,0.8551967,0.3979353,0.2516202,-0.1463151
29,-0.8788795,-0.9506983,"('unfair', 'fair')",-0.853724,-0.86832464,-0.5369872,-0.53546554,-0.47589588,-0.56477076,-0.6863717,-0.7298148,-0.0434431
30,0.43714252,0.40666425,"('intolerant', 'tolerant')",0.74276793,0.76153463,0.3084612,0.24879812,1.0749962,0.9973505,0.640842,0.6035869,-0.0372551
31,-0.74604475,-0.75568205,"('evil', 'good')",-1.1726154,-1.1986252,-1.3455828,-1.3224039,-0.8872956,-0.9033782,-1.0378847,-1.0450224,-0.0071377
32,0.70735264,0.64168197,"('unkind', 'kind')",0.030861177,-0.0059525,0.55393064,0.45670098,0.7925871,0.6938265,0.5211829,0.4465643,-0.0746186
33,0.22189426,0.113885745,"('wrong', 'right')",1.1708894,1.0941422,-0.025479622,-0.075002246,-0.32988036,-0.36210656,0.2593559,0.1927298,-0.0666261
34,-0.11548936,-0.005267907,"('mean', 'honorable')",0.006013669,0.16837326,-0.0826285,0.05539237,6.0848722,6.17313,1.473192,1.5979069,0.1247149
35,-0.29303488,-0.4042727,"('corrupt', 'incorrupt')",-0.327946,-0.46467718,-1.240465,-1.3385229,0.35952857,0.2353711,-0.3754793,-0.4930254,-0.1175461
36,-0.60780436,-0.7510283,"('hostile', 'amicable')",-0.5914837,-0.81628335,-1.1633554,-1.3427415,0.86328495,0.68469626,-0.3748396,-0.5563393,-0.1814997
37,-0.47942787,-0.4225056,"('fake', 'genuine')",0.37530106,0.37763882,-0.118805245,-0.11173687,0.2294137,0.22964843,0.0016204,0.0182612,0.0166408
38,-0.35234925,-0.33942008,"('untruthful', 'truthful')",0.22641383,0.18037601,-0.77530223,-0.76943856,-0.15394059,-0.1600986,-0.2637946,-0.2721453,-0.0083507
39,3.4188373,3.4606955,"('exploitative', 'cooperative')",0.4559098,0.5636659,1.8930666,1.9478028,0.028916225,0.027983516,1.4491825,1.500037,0.0508545
40,-0.32300138,-0.31997412,"('stingy', 'generous')",0.52543604,0.4757266,0.20870556,0.25343812,-1.5192865,-1.6269832,-0.2770366,-0.3044481,-0.0274115
41,-0.035928413,-0.106844366,"('unforgiving', 'forgiving')",-0.55730855,-0.6078386,0.36385217,0.3437573,0.20103511,0.08797995,-0.0070874,-0.0707364,-0.063649
42,-0.19748217,-0.18587616,"('unreliable', 'reliable')",0.19307119,0.28742048,0.63923883,0.75747585,-3.1980872,-3.2017622,-0.6408148,-0.5856855,0.0551293
43,0.26168472,0.36194628,"('irresponsible', 'responsible')",0.8064552,0.98355937,0.15819082,0.26198578,0.2225583,0.24878055,0.3622223,0.464068,0.1018457
44,-0.31937647,-0.27832457,"('prejudiced', 'unprejudiced')",0.07675696,0.16190298,0.016037956,-0.015023731,-1.2570909,-1.2686826,-0.3709181,-0.350032,0.0208861
45,-1.0543405,-1.0086598,"('incompetent', 'competent')",-0.7342136,-0.6627438,-0.5062766,-0.49685,-0.79026556,-0.8215748,-0.7712741,-0.7474571,0.023817
46,-0.09568438,-0.00961623,"('uncompetitive', 'competitive')",0.1586903,0.27201483,1.3583592,1.4070443,-0.8636822,-0.8864993,0.1394207,0.1957359,0.0563152
47,-0.5408414,-0.4951887,"('stupid', 'smart')",0.9157763,1.0376039,0.9141718,0.9836414,5.4797344,5.5712147,1.6922103,1.7743177,0.0821074
48,0.09784783,0.05757076,"('unintelligent', 'intelligent')",0.8859131,0.87154627,-0.5511782,-0.55948025,0.36987734,0.3536856,0.200615,0.1808306,-0.0197844
49,0.2145074,0.18415281,"('unable', 'able')",0.038229797,0.12775703,-0.5848837,-0.52543885,-0.35980734,-0.25809914,-0.1729885,-0.117907,0.0550815
50,-0.21440329,-0.23841032,"('clumsy', 'skillful')",0.24446052,0.110321335,0.14275938,0.12224934,0.05078131,-0.00057953596,0.0558995,-0.0016048,-0.0575043
51,-0.31203443,-0.3543064,"('uneducated', 'educated')",-0.11465403,-0.1833533,0.44375065,0.40743774,0.6259142,0.5591372,0.1607441,0.1072288,-0.0535153
52,-0.37150207,-0.5929733,"('irrational', 'rational')",-0.053843454,-0.27847415,-0.8646255,-1.0073527,0.5161668,0.42886752,-0.1934511,-0.3624831,-0.169032
53,0.49675804,0.40028945,"('uncreative', 'creative')",0.7696638,0.66095227,-0.1118975,-0.18821974,1.1603965,1.0832665,0.5787302,0.4890721,-0.0896581
54,0.92818946,0.83802766,"('incapable', 'capable')",0.074812315,0.021414023,-0.3359982,-0.34952986,0.93597496,0.9874587,0.4007446,0.3743426,-0.026402
