,disney_male,disney_female,tuple,walt_male,walt_female,co_male,co_female,average_male,average_female,female-male
0,-0.22113833,-0.396799,"('unsociable', 'sociable')",-0.3135881,-0.47528028,-0.07302173,-0.23273534,-0.2025827,-0.3682715,-0.1656888
1,1.1219343,1.1586436,"('unfriendly', 'friendly')",1.3134345,1.2656825,1.3662248,1.2385303,1.2671978,1.220952,-0.0462458
2,-0.34911945,-0.28569612,"('unlikable', 'likable')",-0.35561424,-0.30235896,0.7285416,0.86403453,0.007936,0.0919932,0.0840572
3,-1.5147967,-1.4382049,"('repellent', 'pleasant')",-1.4499215,-1.4498609,0.9268478,0.9376681,-0.6792901,-0.6501326,0.0291575
4,-0.26249447,-0.1973594,"('disliked', 'liked')",0.027452607,0.04470086,-6.6116962,-6.569648,-2.2822461,-2.2407688,0.0414773
5,0.73048997,1.01221,"('distant', 'outgoing')",0.82807845,1.0234379,-1.2715226,-1.0574222,0.0956819,0.3260752,0.2303933
6,0.079945505,0.415846,"('distant', 'open')",0.8658178,1.0828571,-1.1709316,-0.9826316,-0.0750561,0.1720238,0.2470799
7,-0.1051701,-0.12066224,"('insensitive', 'sensitive')",-0.7064947,-0.7874795,0.16293095,0.15462206,-0.2162446,-0.2511732,-0.0349286
8,1.4058579,1.5218688,"('unaffectionate', 'affectionate')",2.1639247,2.1587963,0.18887858,0.11086258,1.2528871,1.2638425,0.0109554
9,1.6350628,1.7520652,"('unaffectionate', 'caring')",1.7054975,1.7201452,0.56616974,0.54419225,1.3022434,1.3388009,0.0365575
10,-0.7404727,-0.85718733,"('unsympathetic', 'sympathetic')",-1.2313422,-1.4333167,-0.27532142,-0.38664886,-0.7490455,-0.8923843,-0.1433388
11,0.90343076,0.7492914,"('unhelpful', 'helpful')",-0.1122146,-0.12585491,2.587345,2.5779188,1.126187,1.0671184,-0.0590686
12,0.5227136,0.6433275,"('unsupportive', 'supportive')",0.7551539,0.7627963,-2.0232494,-1.904713,-0.2484606,-0.1661964,0.0822642
13,-0.8092578,-1.0358227,"('impolite', 'polite')",-1.0204457,-1.200676,-0.15295514,-0.23844111,-0.6608862,-0.8249799,-0.1640937
14,-0.84406495,-1.1169401,"('antisocial', 'social')",-0.81139565,-1.0366119,-0.014054351,-0.18078491,-0.556505,-0.7781123,-0.2216073
15,1.6338155,1.5746882,"('boring', 'funny')",1.699717,1.679012,1.0087467,1.1334474,1.4474265,1.4623826,0.0149561
16,0.8089269,0.92924076,"('unpopular', 'popular')",1.2374325,1.3304712,0.07085851,0.11163263,0.7057393,0.7904482,0.0847089
17,0.3613128,0.40044567,"('nasty', 'nice')",0.1166571,0.24208093,-0.11780499,-0.0059906207,0.120055,0.2121787,0.0921237
18,0.08287187,0.19169724,"('disagreeable', 'welcoming')",0.6785112,0.66456354,-1.0318749,-1.1111256,-0.0901639,-0.0849549,0.005209
19,0.058346074,0.17802893,"('inhospitable', 'hospitable')",0.40113178,0.4942161,-0.24094836,-0.12166561,0.0728432,0.1835265,0.1106833
20,-0.3903887,-0.4354355,"('rough', 'thoughtful')",-0.39721394,-0.4827365,0.2314089,0.25153235,-0.1853979,-0.2222132,-0.0368153
21,-0.8373666,-0.9395411,"('immoral', 'moral')",-0.9710806,-1.1499813,-0.67543286,-0.6761359,-0.82796,-0.9218861,-0.0939261
22,-1.4613638,-1.5329679,"('untrustworthy', 'trustworthy')",-1.6535524,-1.8022753,-0.7793394,-0.7524845,-1.2980852,-1.3625758,-0.0644906
23,1.0781049,1.0063931,"('insincere', 'sincere')",0.33208773,0.28990063,6.09887,5.922296,2.5030208,2.4061966,-0.0968242
24,-0.3860559,-0.45760474,"('dishonest', 'honest')",-0.8899882,-0.9834945,0.3702261,0.29392937,-0.3019393,-0.38239,-0.0804507
25,0.52315,0.56088126,"('egoistic', 'altruistic')",0.31893083,0.37683994,1.2569697,1.2504158,0.6996835,0.729379,0.0296955
