,amerisourcebergen_male,amerisourcebergen_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.3478266,-1.3983083,"('unsociable', 'sociable')",-0.25872418,-0.43032262,-0.8032754,-0.9143155,-0.1110401
1,-1.6135049,-1.7749729,"('unfriendly', 'friendly')",1.679367,1.5328642,0.032931,-0.1210544,-0.1539854
2,0.91638947,0.94527197,"('unlikable', 'likable')",0.7512402,0.84681976,0.8338149,0.8960459,0.062231
3,-0.36802435,-0.26269037,"('repellent', 'pleasant')",0.54918504,0.5914895,0.0905803,0.1643996,0.0738193
4,-0.3646753,-0.4272113,"('disliked', 'liked')",-7.087126,-7.209508,-3.7259007,-3.8183596,-0.0924589
5,-0.38144773,-0.40160963,"('distant', 'outgoing')",-0.34735265,-0.32870695,-0.3644002,-0.3651583,-0.0007581
6,-0.48660877,-0.5000478,"('distant', 'open')",-0.25983015,-0.25673798,-0.3732195,-0.3783929,-0.0051734
7,-0.63463485,-0.5628459,"('insensitive', 'sensitive')",-0.14933252,-0.086113505,-0.3919837,-0.3244797,0.067504
8,-1.7141297,-1.8073591,"('unaffectionate', 'affectionate')",0.80452985,0.7636025,-0.4547999,-0.5218783,-0.0670784
9,-1.5398557,-1.6390305,"('unaffectionate', 'caring')",1.3162462,1.3247459,-0.1118048,-0.1571423,-0.0453375
10,-1.6781172,-1.634456,"('unsympathetic', 'sympathetic')",-0.79731935,-0.8165116,-1.2377182,-1.2254838,0.0122344
11,-0.6100759,-0.6040692,"('unhelpful', 'helpful')",1.7216283,1.8033524,0.5557762,0.5996416,0.0438654
12,-1.4140254,-1.3414128,"('unsupportive', 'supportive')",-2.4024065,-2.3994586,-1.908216,-1.8704357,0.0377803
13,0.25866517,0.24689884,"('impolite', 'polite')",-0.8635008,-0.85359573,-0.3024178,-0.3033485,-0.0009307
14,-0.14005458,-0.0018839967,"('antisocial', 'social')",-0.104562275,-0.12861484,-0.1223084,-0.0652494,0.057059
15,0.6827995,0.6173835,"('boring', 'funny')",0.20200849,0.25095123,0.442404,0.4341674,-0.0082366
16,-0.2514626,-0.28302118,"('unpopular', 'popular')",0.5656233,0.50162953,0.1570803,0.1093042,-0.0477761
17,0.20164025,0.26342055,"('nasty', 'nice')",-0.11318564,-0.10009695,0.0442273,0.0816618,0.0374345
18,-0.5160723,-0.41537565,"('disagreeable', 'welcoming')",-0.6855743,-0.7053561,-0.6008233,-0.5603659,0.0404574
19,-1.1965153,-1.2356937,"('inhospitable', 'hospitable')",-0.79171103,-0.7228299,-0.9941132,-0.9792618,0.0148514
20,0.35262534,0.46333477,"('rough', 'thoughtful')",0.98449296,0.99291795,0.6685591,0.7281263,0.0595672
21,-0.39819697,-0.3838348,"('immoral', 'moral')",-0.9520819,-0.9498191,-0.6751394,-0.666827,0.0083124
22,-0.123736694,-0.04994374,"('untrustworthy', 'trustworthy')",-1.1568886,-1.1881223,-0.6403127,-0.619033,0.0212797
23,-0.86150503,-0.8712091,"('insincere', 'sincere')",5.6459994,5.6951685,2.3922472,2.4119797,0.0197325
24,-0.87625396,-0.8559993,"('dishonest', 'honest')",0.43885577,0.48696035,-0.2186991,-0.1845195,0.0341796
25,-0.18035786,-0.26716796,"('egoistic', 'altruistic')",1.4810579,1.414081,0.65035,0.5734565,-0.0768935
26,-0.3967625,-0.43090063,"('hardhearted', 'benevolent')",1.6769575,1.5721099,0.6400975,0.5706047,-0.0694928
27,-0.47368369,-0.39236012,"('hardhearted', 'softhearted')",0.8329952,0.81754255,0.1796557,0.2125912,0.0329355
28,-1.1514974,-1.2616603,"('disloyal', 'loyal')",1.1018467,0.9891029,-0.0248253,-0.1362787,-0.1114534
29,-0.48861644,-0.49111795,"('unfair', 'fair')",-0.6077589,-0.6925014,-0.5481877,-0.5918097,-0.043622
30,0.062357407,0.09462766,"('intolerant', 'tolerant')",1.024178,1.062659,0.5432677,0.5786433,0.0353756
31,-0.74257904,-0.73169136,"('evil', 'good')",-0.6397514,-0.7306366,-0.6911652,-0.731164,-0.0399988
32,-0.5832819,-0.58520365,"('unkind', 'kind')",0.68810874,0.62078536,0.0524134,0.0177909,-0.0346225
33,0.2636211,0.17197211,"('wrong', 'right')",-0.53885514,-0.5630605,-0.137617,-0.1955442,-0.0579272
34,0.2834939,0.33749446,"('mean', 'honorable')",5.576667,5.7250886,2.9300804,3.0312915,0.1012111
35,0.8350408,0.74383336,"('corrupt', 'incorrupt')",-0.32323423,-0.42226768,0.2559033,0.1607828,-0.0951205
36,-0.6924435,-0.808418,"('hostile', 'amicable')",0.04198542,-0.12906426,-0.325229,-0.4687411,-0.1435121
37,0.1282459,0.158682,"('fake', 'genuine')",0.005879868,0.009039488,0.0670629,0.0838607,0.0167978
38,-0.92105424,-0.97888964,"('untruthful', 'truthful')",-0.055785503,-0.024660558,-0.4884199,-0.5017751,-0.0133552
39,0.712879,0.70695394,"('exploitative', 'cooperative')",0.4093056,0.42950436,0.5610923,0.5682291,0.0071368
40,-0.39805803,-0.39821053,"('stingy', 'generous')",-2.112214,-2.2853286,-1.255136,-1.3417696,-0.0866336
41,-0.9452566,-0.9122504,"('unforgiving', 'forgiving')",-0.29386884,-0.35096574,-0.6195627,-0.6316081,-0.0120454
42,0.68728036,0.80258304,"('unreliable', 'reliable')",-3.5725899,-3.488288,-1.4426547,-1.3428525,0.0998022
43,-0.72969836,-0.65965676,"('irresponsible', 'responsible')",0.17362374,0.24383128,-0.2780373,-0.2079127,0.0701246
44,1.1307497,1.1591647,"('prejudiced', 'unprejudiced')",-1.2417885,-1.2220414,-0.0555194,-0.0314384,0.024081
45,-0.8009119,-0.7402115,"('incompetent', 'competent')",-0.30098313,-0.2709645,-0.5509475,-0.505588,0.0453595
46,-1.1156423,-1.0605764,"('uncompetitive', 'competitive')",-1.4856527,-1.4767636,-1.3006475,-1.2686701,0.0319774
47,0.039910533,0.13696575,"('stupid', 'smart')",5.7796,5.9281583,2.9097552,3.032562,0.1228068
48,-0.5651867,-0.56569123,"('unintelligent', 'intelligent')",0.7212858,0.72244173,0.0780496,0.0783753,0.0003257
49,-0.16892478,-0.022015758,"('unable', 'able')",-0.266361,-0.11740372,-0.2176429,-0.0697097,0.1479332
50,0.5552978,0.57983744,"('clumsy', 'skillful')",0.11392766,0.10249072,0.3346127,0.3411641,0.0065514
51,-0.6771953,-0.70957464,"('uneducated', 'educated')",-0.50643647,-0.5532446,-0.5918159,-0.6314096,-0.0395937
52,-0.3854832,-0.5849008,"('irrational', 'rational')",0.7089698,0.59514654,0.1617433,0.0051229,-0.1566204
53,-1.2619547,-1.3129662,"('uncreative', 'creative')",0.6856953,0.57387644,-0.2881297,-0.3695449,-0.0814152
54,-0.38527274,-0.48720443,"('incapable', 'capable')",0.6804068,0.75243604,0.147567,0.1326158,-0.0149512
55,-0.5198435,-0.44922048,"('incompetent', 'clever')",-0.15176447,-0.099372864,-0.335804,-0.2742967,0.0615073
56,0.48434323,0.5078974,"('impractical', 'practical')",-0.3163738,-0.25902572,0.0839847,0.1244358,0.0404511
57,-0.8271672,-0.86058336,"('unimaginative', 'imaginative')",-3.2774389,-3.303495,-2.0523031,-2.0820391,-0.029736
58,-1.0532874,-1.0713891,"('undiscriminating', 'discriminating')",-0.15421802,-0.19255821,-0.6037527,-0.6319736,-0.0282209
59,-0.07275767,-0.10626316,"('foolish', 'wise')",0.49790487,0.49605173,0.2125736,0.1948943,-0.0176793
60,0.36476305,0.49848428,"('inefficient', 'efficient')",-0.3306394,-0.16390172,0.0170618,0.1672913,0.1502295
61,-0.55497265,-0.63730747,"('illogical', 'logical')",0.2795055,0.13886496,-0.1377336,-0.2492213,-0.1114877
62,-0.17841485,-0.07941686,"('incompetent', 'brilliant')",0.21948503,0.4195605,0.0205351,0.1700718,0.1495367
63,-0.8897503,-0.8523647,"('unperceptive', 'insightful')",-0.09315964,-0.05480025,-0.491455,-0.4535825,0.0378725
64,0.16265497,0.14124317,"('shy', 'confident')",-6.7404585,-6.842273,-3.2889018,-3.3505151,-0.0616133
65,0.01943805,0.031086143,"('insecure', 'secure')",-0.3335989,-0.26905766,-0.1570804,-0.1189858,0.0380946
66,0.013172608,-0.059499897,"('inactive', 'active')",-0.121082395,-0.12952164,-0.0539549,-0.0945108,-0.0405559
67,0.5198621,0.52191573,"('doubtful', 'determined')",-0.2893084,-0.28721106,0.1152769,0.1173523,0.0020754
68,-0.0021730624,-0.034005236,"('dependent', 'independent')",-1.2912979,-1.3119265,-0.6467355,-0.6729659,-0.0262304
69,1.381801,1.3442781,"('lazy', 'industrious')",-0.080925375,-0.103288546,0.6504378,0.6204948,-0.029943
70,-0.6369389,-0.5589097,"('lethargic', 'energetic')",-0.42427894,-0.34554493,-0.530609,-0.4522273,0.0783817
71,-0.39239895,-0.45441955,"('diffident', 'self-confident')",0.45096427,0.43844822,0.0292827,-0.0079857,-0.0372684
72,-0.9422515,-0.96154535,"('unambitious', 'ambitious')",-0.68401176,-0.6212767,-0.8131316,-0.791411,0.0217206
73,0.75669,0.72573006,"('helpless', 'self-reliant')",-3.24378,-3.2414293,-1.2435449,-1.2578497,-0.0143048
74,-0.69536,-0.6139929,"('undedicated', 'dedicated')",-0.76155436,-0.7432964,-0.7284572,-0.6786447,0.0498125
75,0.22995281,0.17380087,"('meek', 'impulsive')",-0.70993567,-0.6183373,-0.2399914,-0.2222682,0.0177232
76,0.45618218,0.57895756,"('anxious', 'daring')",-0.66148734,-0.487262,-0.1026526,0.0458478,0.1485004
77,-0.5340966,-0.5373042,"('unmotivated', 'motivated')",-1.272444,-1.2458681,-0.9032703,-0.8915862,0.0116841
78,-0.6125046,-0.56856674,"('nonresilient', 'resilient')",-0.11118887,-0.16949031,-0.3618467,-0.3690285,-0.0071818
79,-0.39555675,-0.4975122,"('wavering', 'unwavering')",-0.41044828,-0.40527135,-0.4030025,-0.4513918,-0.0483893
80,0.49802598,0.4951523,"('dominated', 'dominating')",-1.24785,-1.1153451,-0.374912,-0.3100964,0.0648156
81,-0.24180312,-0.28609315,"('submissive', 'aggressive')",-1.1790614,-1.0781451,-0.7104323,-0.6821191,0.0283132
82,-0.32008404,-0.29542008,"('poor', 'rich')",6.1126795,6.190724,2.8962977,2.9476519,0.0513542
83,-0.29275742,-0.29391387,"('powerless', 'powerful')",-0.84074897,-0.8316021,-0.5667532,-0.562758,0.0039952
84,-0.107730374,-0.172766,"('inferior', 'superior')",0.48386684,0.44620767,0.1880682,0.1367208,-0.0513474
85,-0.24738988,-0.43531227,"('insignificant', 'prestigious')",0.26710233,0.14838514,0.0098562,-0.1434636,-0.1533198
86,-1.9904543,-2.0530589,"('uninfluential', 'influential')",-1.0216978,-1.1358299,-1.5060761,-1.5944444,-0.0883683
87,-0.18108028,-0.28040698,"('unsuccessful', 'successful')",0.41813737,0.4805768,0.1185285,0.1000849,-0.0184436
