,eyelid_male,eyelid_female,tuple,average_male,average_female,female-male
0,0.55888957,0.20605163,"('unsociable', 'sociable')",0.5588896,0.2060516,-0.352838
1,-0.688742,-0.7711145,"('unfriendly', 'friendly')",-0.688742,-0.7711145,-0.0823725
2,0.04816769,0.1347057,"('unlikable', 'likable')",0.0481677,0.1347057,0.086538
3,-0.2008043,0.045405313,"('repellent', 'pleasant')",-0.2008043,0.0454053,0.2462096
4,-3.1571922,-3.0613189,"('disliked', 'liked')",-3.1571922,-3.0613189,0.0958733
5,-1.8245144,-1.724363,"('distant', 'outgoing')",-1.8245144,-1.724363,0.1001514
6,-1.6095568,-1.6224319,"('distant', 'open')",-1.6095568,-1.6224319,-0.0128751
7,0.9979663,0.9511884,"('insensitive', 'sensitive')",0.9979663,0.9511884,-0.0467779
8,-1.0465201,-1.0106906,"('unaffectionate', 'affectionate')",-1.0465201,-1.0106906,0.0358295
9,-0.48176464,-0.53642416,"('unaffectionate', 'caring')",-0.4817646,-0.5364242,-0.0546596
10,0.7989092,0.4088038,"('unsympathetic', 'sympathetic')",0.7989092,0.4088038,-0.3901054
11,1.1806477,1.2726439,"('unhelpful', 'helpful')",1.1806477,1.2726439,0.0919962
12,-0.7535908,-0.81394345,"('unsupportive', 'supportive')",-0.7535908,-0.8139434,-0.0603526
13,0.82258695,0.58430165,"('impolite', 'polite')",0.822587,0.5843017,-0.2382853
14,1.1964508,1.1016992,"('antisocial', 'social')",1.1964508,1.1016992,-0.0947516
15,0.7218306,0.57795846,"('boring', 'funny')",0.7218306,0.5779585,-0.1438721
16,-1.1010896,-0.9043705,"('unpopular', 'popular')",-1.1010896,-0.9043705,0.1967191
17,-0.7501843,-0.6121717,"('nasty', 'nice')",-0.7501843,-0.6121717,0.1380126
18,-1.2106785,-0.97033715,"('disagreeable', 'welcoming')",-1.2106785,-0.9703372,0.2403413
19,-1.5529183,-1.5040898,"('inhospitable', 'hospitable')",-1.5529183,-1.5040898,0.0488285
20,0.8654176,0.87644243,"('rough', 'thoughtful')",0.8654176,0.8764424,0.0110248
21,0.57600856,0.5548668,"('immoral', 'moral')",0.5760086,0.5548668,-0.0211418
22,0.41201562,0.2941357,"('untrustworthy', 'trustworthy')",0.4120156,0.2941357,-0.1178799
23,2.8812642,2.7703738,"('insincere', 'sincere')",2.8812642,2.7703738,-0.1108904
24,0.33739498,0.14199495,"('dishonest', 'honest')",0.337395,0.141995,-0.1954
25,-1.2377671,-1.0688602,"('egoistic', 'altruistic')",-1.2377671,-1.0688602,0.1689069
26,0.49828142,0.21234338,"('hardhearted', 'benevolent')",0.4982814,0.2123434,-0.285938
27,0.35109425,0.23262034,"('hardhearted', 'softhearted')",0.3510942,0.2326203,-0.1184739
28,-0.31366456,-0.33366188,"('disloyal', 'loyal')",-0.3136646,-0.3336619,-0.0199973
29,-0.6289154,-0.68699574,"('unfair', 'fair')",-0.6289154,-0.6869957,-0.0580803
30,0.86529833,0.7431866,"('intolerant', 'tolerant')",0.8652983,0.7431866,-0.1221117
31,-2.0491278,-1.8775463,"('evil', 'good')",-2.0491278,-1.8775463,0.1715815
32,0.4773112,0.17906216,"('unkind', 'kind')",0.4773112,0.1790622,-0.298249
33,-0.20197804,-0.31168053,"('wrong', 'right')",-0.201978,-0.3116805,-0.1097025
34,1.8935962,2.1245584,"('mean', 'honorable')",1.8935962,2.1245584,0.2309622
35,-1.2061006,-1.2145113,"('corrupt', 'incorrupt')",-1.2061006,-1.2145113,-0.0084107
36,-1.1887851,-1.0965979,"('hostile', 'amicable')",-1.1887851,-1.0965979,0.0921872
37,0.2679872,0.15821932,"('fake', 'genuine')",0.2679872,0.1582193,-0.1097679
38,-0.18724541,-0.25147858,"('untruthful', 'truthful')",-0.1872454,-0.2514786,-0.0642332
39,0.2776654,0.47179538,"('exploitative', 'cooperative')",0.2776654,0.4717954,0.19413
40,-1.730465,-1.693118,"('stingy', 'generous')",-1.7304651,-1.693118,0.0373471
41,0.52187437,0.36488488,"('unforgiving', 'forgiving')",0.5218744,0.3648849,-0.1569895
